step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104
1	-4323.306151317501644	-4321.844069232983202	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.614782927226587	0	2	2	4	6	4	5	5	5	6	8	9	8	8	7	9	8	8	9	10	9	9	9	10	10	10	9	10	9	12	11	10	12	11	12	11	10	11	11	12	11	12	12	12	12	11	13	12	13	13	14	14	14	13	14	14	14	13	14	14	15	15	15	14	15	15	16	16	16	16	16	17	16	18	16	17	18	17	19	19	18	19	20	21	20	22	23	23	24	23	25	24	24	24	24	25	26	29	30	29	30	31	33	34	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2	3	3	3	3	4	5	4	4	4	5	4	4	5	5	5	5	5	5	5	5	5	5	5	6	6	5	6	6	6	6	5	6	6	6	6	6	6	6	6	6	7	6	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	7	8	8	8	8	8	8	8	9	8	9	8	9	9	9	10	10	9	10	10	11	10	11	12	12	12	12	13	12	12	12	12	13	13	15	15	15	15	16	17	17
500	-1120.822092360305533	-1117.999421178886905	-2.822671181418523	0.000009985727289	0.000048231031836	4.829996898379431	0.279529952949816	0	2	3	3	5	5	5	5	6	4	8	10	8	7	8	6	7	7	9	9	10	6	9	9	10	10	9	9	9	13	12	10	13	8	13	12	9	12	12	12	11	12	13	13	13	12	13	12	13	10	14	13	12	14	13	11	15	12	14	12	14	14	14	12	12	16	16	17	16	15	16	16	16	18	17	17	18	16	20	18	19	20	21	22	21	22	22	23	25	23	25	25	24	21	23	25	24	29	29	29	30	31	34	35	0	1	2	2	4	4	2	2	4	4	5	17	7	8	10	5	10	5	13	17	14	10	16	14	10	16	5	13	16	37	13	14	14	22	23	25	16	27	37	25	26	27	37	22	58	41	7	34	27	0	14	22	16	25	29	16	23	16	26	50	7	48	38	50	50	27	52	44	36	61	36	53	37	62	63	34	66	22	57	73	62	52	64	72	65	64	64	65	64	60	64	64	64	64	65	64	50	65	65	50	50	64	97	50	1	1	1	1	2	1	2	3	2	1	2	2	1	1	2	1	1	1	1	1	1	1	2	1	2	2	2	1	1	2	3	2	3	2	2	1	2	1	2	1	1	2	2	3	1	1	4	2	2	1	3	5	3	2	2	2	3	5	2	1	6	1	1	1	1	4	1	2	3	1	3	2	4	4	2	6	2	6	3	1	3	5	8	5	8	7	6	6	10	6	7	5	5	5	7	7	8	13	13	14	13	12	7	18
1000	-877.087803908317142	-874.758260223139246	-2.329543685177905	0.000010011575304	0.000032496546866	3.245897461531586	0.353769859353982	0	1	3	3	5	4	6	4	6	6	8	10	9	7	7	8	8	8	9	10	9	8	10	10	10	10	9	10	9	11	11	10	12	12	13	12	9	12	11	12	11	11	12	13	11	11	12	12	13	10	15	14	12	14	14	15	14	13	13	15	15	14	15	11	12	16	15	16	14	16	15	15	15	18	16	18	18	18	19	19	17	19	20	22	17	22	23	22	24	23	24	22	25	24	25	25	27	29	30	30	29	32	33	35	0	1	2	2	4	4	2	2	4	5	5	17	2	8	10	5	15	5	7	17	14	10	37	8	10	37	5	8	16	16	13	14	21	22	16	15	18	27	29	25	18	27	30	34	16	11	31	22	27	0	33	34	37	25	29	35	30	46	26	65	31	48	27	50	50	27	52	52	25	31	10	57	23	48	63	52	66	68	72	73	62	67	64	72	50	64	64	85	64	64	64	64	85	87	64	85	85	64	64	60	50	92	99	85	1	1	1	2	1	1	3	2	2	1	1	2	5	1	1	2	1	2	2	1	1	1	1	2	3	1	2	3	1	1	1	2	1	2	3	2	1	2	1	1	2	1	1	1	2	2	1	2	2	1	2	1	2	2	3	1	2	1	2	2	2	1	3	1	1	3	1	1	2	3	4	1	3	2	1	3	1	1	2	2	2	2	6	5	4	6	6	3	10	5	6	5	5	1	7	5	7	12	15	11	9	5	2	14
1500	-772.324628615117035	-770.301440238437181	-2.023188376679810	0.000010015351844	0.000024054475943	2.401760449173018	0.454616244240817	0	1	2	2	5	4	6	5	4	6	8	9	8	7	8	9	8	7	9	10	8	9	9	8	11	7	10	8	10	12	11	10	11	12	12	10	10	12	12	12	11	11	12	11	11	11	14	13	14	12	15	13	13	13	14	13	14	13	14	14	16	16	16	14	15	15	15	16	15	16	16	17	16	19	14	18	18	18	19	19	18	20	19	22	17	19	22	23	25	23	25	24	25	25	24	26	26	30	31	29	30	30	33	35	0	1	2	2	9	4	2	2	4	5	5	17	9	8	10	26	10	5	28	15	14	10	26	14	36	5	5	7	16	26	13	21	14	22	37	10	26	27	29	36	26	27	23	22	16	23	31	34	27	0	33	34	23	36	39	43	46	46	53	50	47	48	75	50	50	49	52	52	25	31	54	57	53	62	27	52	38	68	72	73	62	76	64	79	64	50	64	85	64	85	83	85	85	87	86	83	89	86	85	85	87	89	102	87	1	1	1	1	1	1	3	3	1	1	2	1	2	1	2	2	1	2	1	1	1	2	1	1	1	1	2	1	1	2	2	1	2	2	2	2	1	2	2	2	2	1	1	1	1	1	2	1	3	1	2	1	2	2	2	1	2	1	1	2	2	1	2	1	1	1	1	2	2	2	2	1	2	2	1	2	3	1	1	2	2	1	3	2	2	5	5	4	9	3	3	2	5	1	4	3	1	6	12	8	5	3	1	9
2000	-716.219359159245869	-714.134488587387068	-2.084870571858838	0.000009926503632	0.000025454923696	2.564339332306612	0.601514296849629	-1	3	1	3	5	5	5	5	5	6	8	8	8	8	7	7	9	9	10	10	7	9	8	10	11	10	9	10	8	12	11	10	13	11	12	10	9	11	12	13	12	12	11	11	13	10	14	12	14	12	15	13	14	13	14	14	15	13	15	15	16	15	13	15	14	15	16	15	15	15	16	17	16	19	15	17	18	18	19	18	19	20	20	21	17	23	23	22	22	22	25	24	24	24	25	26	26	29	30	29	30	31	33	34	0	3	1	3	4	4	2	3	2	5	5	15	7	21	10	5	12	5	7	12	8	15	16	21	36	37	5	7	16	26	7	14	14	22	46	15	23	27	26	25	26	38	16	10	23	23	31	34	27	0	33	34	23	36	39	43	30	23	58	65	47	48	38	50	50	38	52	52	36	31	36	57	26	62	63	67	49	68	72	73	62	76	64	72	64	64	85	83	85	85	86	89	88	89	85	95	92	85	85	93	97	97	102	83	1	1	1	1	1	1	2	2	1	1	2	1	2	1	1	1	1	2	3	1	1	1	1	2	1	1	3	3	1	2	3	2	2	1	1	2	1	2	1	1	1	1	3	3	3	1	1	1	3	1	1	1	4	2	1	2	2	2	2	1	1	1	2	1	1	2	2	1	2	2	3	1	2	2	2	1	2	2	2	1	2	2	4	2	2	4	3	1	3	2	1	1	1	1	5	1	1	9	11	2	2	2	2	7
2500	-662.003650430399603	-660.138000114266902	-1.865650316132654	0.000009879737179	0.000019766612154	2.000722468163057	0.567106073876277	-1	2	1	4	5	5	4	6	4	6	7	9	8	8	7	9	8	8	9	10	9	9	9	10	11	10	10	11	9	12	12	10	13	11	12	10	10	12	11	12	10	12	12	13	12	12	13	12	13	12	15	14	14	14	13	14	14	13	14	15	15	15	15	14	14	15	17	16	15	17	17	17	16	18	17	16	18	17	19	19	18	19	19	20	20	23	22	23	25	23	25	24	24	24	25	25	26	29	30	30	31	30	34	34	0	3	1	2	4	4	2	3	3	5	5	17	7	8	10	18	10	5	7	17	14	15	18	14	36	16	11	2	5	37	19	21	21	22	23	10	16	27	29	36	23	27	39	22	37	26	19	22	38	0	33	34	26	25	16	43	43	37	26	65	47	48	49	50	50	27	76	52	25	47	54	57	37	48	63	52	27	68	72	73	62	76	50	72	64	83	83	85	83	87	86	87	88	87	85	88	92	83	87	96	102	98	102	101	1	1	1	1	1	1	2	3	2	1	1	1	2	1	1	1	1	2	3	1	1	1	1	1	1	1	2	5	2	1	2	1	2	2	2	2	1	2	2	1	1	1	1	2	1	2	3	2	1	1	1	2	3	2	2	1	1	2	1	1	1	2	1	1	1	2	1	2	2	2	2	2	3	3	1	1	3	1	2	2	1	1	4	2	2	3	2	2	3	1	1	2	1	1	3	1	1	8	8	3	1	1	3	3
3000	-614.179920375356687	-612.477347615333429	-1.702572760023234	0.000009943030126	0.000015923300115	1.601453471773719	0.619065766563305	0	3	1	3	5	5	6	5	5	6	8	9	9	9	8	9	7	8	10	10	8	9	10	10	10	11	10	10	10	12	11	10	12	11	13	12	10	11	11	12	11	12	12	12	13	11	11	12	13	12	14	14	14	13	14	14	14	13	14	15	14	15	16	14	14	14	17	16	16	17	17	17	17	18	15	15	18	17	20	18	18	17	20	20	20	21	23	22	23	23	25	24	24	24	24	24	26	30	29	29	30	31	33	35	0	3	1	3	4	4	2	2	4	5	5	17	7	21	10	18	10	5	7	17	8	15	16	14	10	16	11	7	18	29	13	14	14	22	37	15	16	27	29	25	16	27	26	22	37	11	28	22	27	0	33	22	26	25	39	43	43	26	30	65	47	48	27	50	50	27	76	52	25	61	36	57	35	62	42	52	66	68	72	73	62	76	64	72	64	83	83	85	85	85	86	87	88	88	90	88	92	89	87	96	99	89	102	103	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	3	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	3	2	2	2	1	1	2	1	2	1	2	1	2	1	3	2	3	1	2	2	2	2	2	1	1	1	1	1	1	3	3	2	1	3	1	1
3500	-586.472355089090570	-584.597082080979249	-1.875273008111299	0.000009952769405	0.000020151394870	2.024702276324309	0.638941646176684	0	3	2	3	5	5	6	5	5	6	7	10	9	7	7	10	8	8	7	10	9	9	7	9	10	10	8	10	8	12	11	10	11	11	11	12	10	11	11	12	11	12	12	12	13	11	13	12	13	13	14	14	14	14	15	14	14	14	15	15	16	15	16	14	14	14	16	16	17	15	14	18	15	19	15	18	15	17	20	20	18	20	19	21	20	22	23	22	22	24	25	24	25	24	25	25	26	30	28	29	29	32	34	34	0	3	1	3	4	4	2	2	4	5	5	17	7	8	10	23	10	5	7	17	14	15	5	14	15	23	11	7	23	37	13	21	14	22	23	25	23	27	29	25	23	27	35	34	46	37	31	22	38	0	33	34	16	36	39	43	43	23	35	65	70	48	75	50	50	38	52	52	71	47	36	57	35	62	66	52	38	68	72	73	62	76	64	72	64	85	89	85	83	89	86	85	88	85	94	88	92	95	97	96	99	99	102	102	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	2	1	2	2	2	1	1	3	1	1	2	1	1	2	2	1	1	1	2	1	2	1	1	3	2	1	1	2	1	1	1	2	1	1	2	1	1	2	1	2	1	2	3	1	2	2	2	1	3	2	3	1	1	1	2	1	2	2	2	2	1	2	1	2	1	1	1	3	1	1
4000	-602.099716622894107	-600.486267748046089	-1.613448874848052	0.000010626614420	0.000014722235333	1.385411642033597	0.685187632576266	0	3	2	3	4	4	5	5	5	6	8	9	7	8	7	8	8	9	9	10	9	10	10	10	10	11	9	11	9	12	12	10	12	12	13	11	10	12	11	11	10	13	12	12	12	12	14	12	13	12	15	13	14	14	14	14	14	13	14	15	15	15	16	14	14	16	16	16	14	17	17	16	16	18	15	18	17	18	20	20	17	20	18	21	19	22	22	22	23	23	25	24	24	24	25	26	27	28	30	29	29	31	34	33	0	3	1	3	4	4	3	2	4	5	5	17	7	13	10	5	10	5	7	17	14	10	5	14	15	37	11	13	16	18	19	19	14	10	37	25	16	27	29	12	16	27	23	22	16	37	31	22	27	0	33	22	26	25	39	43	43	26	11	65	31	48	75	50	50	49	52	52	25	61	36	57	23	62	42	52	66	68	72	73	62	76	64	72	64	83	85	83	83	83	86	87	88	87	89	93	92	95	97	96	97	101	102	102	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	2	1	2	2	1	1	2	3	1	2	1	1	2	1	1	2	1	2	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	1	2	1	2	2	1	1	1	1	3	1	2	2	1	1	1	3	1	1	3	1	2	1	2	2	1	1	1	1	2	2	1	2	2	2	3	2	1	2	3	2	1	1	2	1	1	1	2	2	1	1	1	1	2	1
4500	-585.334300446516750	-583.629616074922410	-1.704684371594356	0.000011997112019	0.000019274161081	1.606566734610460	0.703417174133103	0	3	1	3	5	5	5	5	6	7	8	9	8	8	8	9	8	9	9	10	9	8	8	10	10	11	9	10	10	12	10	11	12	11	12	11	10	12	12	13	12	10	12	13	11	11	13	12	14	12	15	14	14	13	15	14	14	13	14	15	15	15	15	14	13	15	16	15	16	16	17	17	17	18	16	17	19	17	20	19	18	19	19	21	21	22	21	22	25	24	26	24	24	23	25	26	26	29	30	29	29	32	34	34	0	3	1	3	4	4	2	2	4	5	5	17	3	8	10	5	10	5	7	17	8	10	5	21	15	37	5	13	23	37	7	14	21	22	16	25	23	27	29	25	23	27	26	22	23	37	19	22	38	0	33	44	46	25	39	43	30	37	46	65	31	48	38	50	50	27	52	52	54	61	54	57	58	62	27	67	66	68	72	73	62	76	64	79	64	83	83	85	87	85	86	87	88	85	85	88	92	95	97	96	97	101	102	102	1	1	1	1	1	1	1	1	1	1	2	1	3	2	1	2	1	2	2	1	3	1	2	1	1	1	2	1	1	1	2	2	2	2	2	1	1	2	1	2	2	1	1	1	1	1	3	2	2	1	2	1	2	2	1	1	1	2	2	1	3	2	1	1	1	3	2	1	2	1	2	2	1	2	2	1	2	1	1	1	2	1	3	1	4	1	1	1	2	1	2	1	1	1	2	1	1	2	2	2	2	2	1	1
