step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85
1	-613.931754596763653	-622.982597977215050	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.941863706900702	-1	2	2	2	3	3	3	6	5	6	7	5	7	6	10	7	4	9	5	7	8	5	6	7	6	7	7	7	6	8	7	8	6	11	10	7	9	8	9	7	7	10	11	8	9	10	9	9	8	9	9	10	8	8	10	11	10	12	9	9	11	10	10	18	10	10	11	12	11	10	11	13	13	11	12	11	12	11	12	11	14	15	18	14	19	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-253.062776799101471	-262.113620179552811	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.979046349898431	0	2	3	3	3	4	2	5	3	6	7	5	8	5	11	7	4	10	5	5	9	6	7	7	6	7	7	8	7	4	7	7	6	7	9	6	5	9	10	8	7	9	11	8	4	8	8	8	8	10	7	9	9	7	10	12	11	11	9	9	12	11	10	18	8	6	11	12	12	4	10	11	10	10	13	11	13	12	13	11	13	14	17	14	20	0	1	1	2	7	2	1	6	7	20	8	3	20	70	52	9	7	22	5	6	23	17	66	12	20	17	12	14	17	9	14	14	20	36	26	5	70	29	13	16	8	26	28	23	2	54	3	54	8	27	8	27	29	36	51	76	71	46	46	41	47	13	35	63	32	45	55	57	80	3	29	46	28	38	44	40	80	55	67	28	57	32	56	61	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-249.339145757015842	-258.389989137467182	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992030085008998	-1	1	2	3	4	2	3	7	5	6	7	6	7	7	10	6	4	9	4	5	7	4	6	8	7	5	7	7	7	8	8	8	6	11	10	8	10	7	9	7	7	10	10	7	9	8	9	10	9	9	10	10	8	6	10	12	10	12	9	8	11	11	5	11	9	6	11	12	12	9	10	12	11	9	11	12	9	11	11	7	13	14	17	14	14	0	1	1	2	3	1	3	63	6	5	4	63	10	23	27	20	7	54	4	6	6	4	4	44	5	7	10	4	9	10	23	10	3	44	45	38	74	16	21	20	9	41	30	10	60	23	11	18	21	21	27	80	20	19	60	59	30	80	11	33	31	39	22	65	38	9	71	71	35	26	54	64	40	46	49	79	41	50	37	16	65	51	82	15	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-229.818577137206404	-238.869420517657744	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990013324518793	-1	1	0	2	3	3	2	4	6	7	8	6	7	6	9	7	5	9	6	8	8	4	5	8	4	7	7	7	5	7	7	8	6	9	7	6	8	8	9	6	6	9	12	8	10	9	9	8	7	9	10	10	6	9	10	9	11	12	9	10	10	9	10	16	10	10	11	12	10	10	11	14	13	11	8	12	10	11	12	6	14	15	18	12	14	0	1	1	2	2	4	3	4	25	29	27	6	53	29	35	12	5	16	22	53	28	7	22	30	3	23	19	40	7	14	12	13	8	9	14	25	16	80	80	8	22	27	42	36	34	10	49	26	9	26	28	15	17	10	50	80	56	56	26	48	75	37	44	82	38	46	59	65	37	39	15	78	65	45	31	60	34	45	65	5	59	85	82	57	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-247.818489698670874	-256.869333079122214	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994244812820218	-2	2	1	2	3	4	2	5	5	7	5	5	7	6	10	6	5	9	5	8	6	6	6	7	3	8	7	7	7	7	7	3	5	10	10	8	4	9	9	8	7	10	11	8	8	8	9	8	7	10	9	8	8	8	10	12	10	12	8	8	12	11	9	16	11	10	3	12	9	9	10	11	12	11	11	12	13	9	13	11	14	15	18	13	16	0	3	1	1	3	7	3	4	67	33	25	25	37	5	10	37	4	21	32	27	37	11	25	19	7	31	11	16	16	6	17	3	67	21	14	41	3	16	10	29	23	46	23	2	21	16	28	22	19	29	26	11	27	23	48	74	6	42	12	27	55	46	59	77	70	60	7	80	10	21	51	15	70	78	48	65	15	20	76	38	56	73	79	58	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-245.190498233339099	-254.241341613790439	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988153137047265	-1	3	2	3	1	3	4	6	5	3	7	4	7	7	9	6	5	9	6	7	7	5	6	7	6	8	5	7	7	6	8	7	7	11	10	5	7	9	10	6	7	8	10	8	5	9	10	9	7	9	9	10	7	9	10	12	10	12	9	10	11	10	10	19	11	10	8	11	12	8	11	13	13	11	12	10	12	11	7	11	15	13	12	14	17	0	5	1	5	1	5	6	7	6	1	45	5	19	30	70	36	6	37	27	22	27	4	22	40	45	79	12	22	30	27	13	9	19	52	59	6	12	33	18	45	40	11	28	10	2	5	38	33	16	40	36	32	2	33	46	63	29	60	28	28	46	33	15	85	63	13	49	76	38	22	52	80	74	55	43	49	61	67	9	50	58	74	45	34	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-250.404692320860647	-259.455535701311987	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989555653084129	-1	2	1	2	4	3	4	3	4	6	8	6	7	2	11	7	5	9	6	5	8	5	6	8	7	7	5	8	6	7	7	7	5	11	10	8	9	8	8	8	6	9	11	8	9	10	10	8	8	8	9	11	7	8	11	10	10	12	6	7	11	11	9	16	9	9	11	13	10	10	11	13	12	11	10	12	13	11	10	10	13	12	17	10	19	0	3	1	3	6	3	4	14	4	7	25	22	8	3	70	8	5	16	9	7	53	7	8	30	9	2	6	60	17	20	29	10	6	46	60	23	11	59	60	13	6	36	35	13	26	10	12	8	29	59	11	49	33	59	17	30	44	80	22	59	17	39	19	76	50	48	46	35	32	12	50	66	45	18	18	84	43	31	53	13	70	31	82	51	83	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-269.294711914842935	-278.345555295294275	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.968226884355101	-2	3	3	3	3	4	2	5	6	6	8	6	8	5	9	6	0	7	4	7	8	5	6	8	5	5	7	7	6	8	7	8	6	11	9	7	9	9	9	8	5	11	12	5	10	10	10	9	6	9	4	9	8	9	9	12	8	11	8	9	10	10	9	18	10	11	11	10	11	7	10	11	13	11	11	11	13	11	13	12	11	14	12	11	13	0	7	7	7	7	7	17	5	5	2	41	25	8	2	13	3	1	9	17	23	22	4	17	29	5	51	41	29	51	33	25	25	14	10	21	5	41	11	70	70	4	62	31	3	20	26	21	53	14	8	4	10	31	17	21	70	70	49	10	28	63	15	28	82	24	61	37	63	40	4	9	65	46	20	37	18	60	50	80	59	70	85	42	63	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-244.267864632683342	-253.318708013134682	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997647567153789	0	3	2	3	4	4	2	6	5	6	7	6	8	6	8	8	4	10	5	6	9	6	6	1	4	6	8	4	6	9	7	8	5	12	10	5	9	7	9	7	7	10	10	9	10	10	9	9	8	9	8	8	9	9	10	10	11	12	9	9	8	10	10	13	11	11	11	11	12	9	11	14	12	10	12	10	10	9	12	11	13	16	19	11	18	0	24	1	7	7	24	1	28	4	5	29	9	38	36	23	23	24	13	17	5	40	9	17	1	4	4	33	2	19	32	9	11	2	65	44	2	29	26	52	22	9	37	22	2	27	13	38	29	20	10	11	33	11	6	13	30	74	45	20	16	20	49	27	67	46	49	70	47	45	38	56	65	48	26	57	16	11	13	40	60	75	78	77	59	80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-246.351766507311140	-255.402609887762480	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.970439475701285	-1	1	1	2	4	3	4	7	6	5	8	5	7	6	11	6	4	6	5	8	8	6	7	8	6	8	5	8	7	9	5	8	6	7	11	8	9	7	9	7	7	9	11	6	9	8	9	10	8	7	10	9	8	8	11	11	10	12	9	5	11	9	8	13	10	9	9	10	12	9	12	14	13	11	12	11	8	10	11	11	14	7	19	12	12	0	1	1	2	6	2	4	12	19	5	22	17	31	10	37	27	4	12	6	38	18	7	27	34	31	44	17	34	27	16	7	17	60	18	30	7	11	60	40	19	14	46	40	19	36	38	32	26	38	33	59	7	23	50	39	20	13	68	41	17	66	23	31	43	47	63	77	18	37	34	51	80	61	49	70	30	18	29	30	70	79	44	81	68	43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
