step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95
1	-1164.060129471172104	-1162.598047386653207	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.825748827281238	-1	3	2	5	4	5	5	6	6	7	6	8	7	9	7	9	8	9	8	8	9	10	9	9	8	10	9	9	10	10	9	11	10	9	10	11	11	10	11	12	10	10	11	12	12	12	11	14	13	13	11	12	12	12	13	13	13	13	13	12	12	14	14	13	14	14	15	14	13	14	15	15	15	15	15	15	14	15	14	16	17	16	16	16	16	18	17	16	18	17	17	17	18	18	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	3	3	4	4	4	4	5	4	5	4	5	5	5	5	5	5	6	5	5	5	6	5	5	6	6	5	6	6	5	6	6	6	6	6	7	6	6	6	7	7	7	6	8	7	7	6	7	7	7	7	7	7	7	7	7	7	8	8	7	8	8	8	8	7	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	9	10	9	9	10	9	9	9	10	10	11
500	-397.750239145353135	-396.299897630432554	-1.450341514920598	0.000010015237768	0.000009684149399	0.966941536867671	0.425735817818617	-1	3	3	5	4	5	6	7	6	8	6	9	7	10	7	9	8	9	8	8	9	10	8	8	9	10	10	9	10	10	9	12	11	8	10	12	12	10	12	11	10	10	12	12	13	12	11	13	13	13	10	12	12	13	12	14	13	13	12	10	12	14	15	13	15	14	15	12	14	15	16	16	15	16	15	12	14	14	13	16	17	16	16	16	16	18	17	15	18	17	17	17	19	19	21	0	1	1	3	2	3	2	5	3	3	2	19	6	4	2	7	2	3	3	7	9	10	7	11	20	5	23	15	20	10	13	23	19	9	7	20	29	7	34	14	1	6	3	35	30	2	10	20	20	42	6	25	47	51	42	38	53	7	20	10	23	61	76	23	53	52	5	11	20	62	45	43	44	52	29	7	7	2	3	3	34	2	3	76	5	67	73	49	23	47	3	5	41	75	20	1	3	2	1	1	1	1	2	1	2	1	1	1	2	2	2	2	2	3	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1	2	2	1	2	2	1	6	2	4	1	2	4	2	3	3	2	2	1	1	2	1	2	1	4	3	1	3	1	2	4	3	1	7	3	3	1	2	2	2	2	2	3	3	6	4	7	4	7	8	2	6	1	1	1	4	2	7	6	5	2	6
1000	-533.013563215313070	-531.284875783947427	-1.728687431365591	0.000010066513539	0.000016758140961	1.664741312525320	0.470472941401153	0	4	2	6	5	6	5	6	7	7	6	8	7	8	7	9	8	9	8	9	10	11	7	9	8	11	9	9	10	10	9	11	11	9	11	11	11	9	9	12	10	10	11	12	12	12	10	14	13	13	11	12	12	11	11	14	13	13	13	12	9	14	14	12	13	14	15	14	13	15	15	14	15	15	15	15	13	15	13	15	17	15	16	16	15	19	17	17	19	17	16	17	17	18	21	0	1	1	5	1	2	1	3	3	5	5	11	2	2	7	15	2	1	3	5	10	20	8	9	23	20	23	10	38	7	19	24	15	11	20	61	34	6	12	26	7	24	6	16	42	23	7	33	3	64	6	15	32	7	27	43	28	23	7	47	9	29	33	25	23	21	25	39	33	66	57	32	79	3	20	58	25	15	29	62	17	15	7	72	5	78	35	46	33	71	47	1	59	31	76	1	2	1	1	2	1	3	2	2	1	1	1	1	1	1	1	2	5	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	3	2	1	3	3	2	3	1	3	2	1	3	1	1	4	4	5	1	1	2	2	1	3	1	3	2	1	1	1	2	1	5	3	1	3	2	3	1	3	4	7	1	4	2	3	3	4	1	2	9	2	3	3
1500	-555.470011245033902	-553.763267272512621	-1.706743972521281	0.000010094921587	0.000016268517390	1.611554606961341	0.427764586395842	0	3	3	5	5	4	6	6	6	8	7	7	7	6	7	10	8	9	8	7	9	10	9	8	8	10	9	10	9	9	9	11	10	9	11	10	10	10	11	12	10	9	11	13	12	11	11	14	14	13	10	12	12	13	13	12	14	13	13	12	13	14	14	13	13	14	13	13	12	14	16	15	15	15	15	16	11	15	13	17	16	17	16	16	17	18	16	16	17	17	16	16	19	18	21	0	1	1	2	1	2	3	3	2	8	3	2	7	5	8	3	7	6	6	4	9	24	2	2	8	7	15	10	9	14	12	20	1	19	7	24	42	1	24	30	7	5	3	12	43	13	29	30	24	38	2	17	38	33	21	41	37	24	29	3	36	40	25	2	3	28	38	77	5	54	72	59	79	20	54	20	25	31	14	5	36	31	1	49	30	74	46	66	7	73	12	68	24	55	42	1	2	1	1	2	1	1	2	2	1	3	2	1	1	1	3	1	2	2	1	1	1	2	2	1	2	1	1	2	1	1	2	3	1	2	1	1	4	1	2	1	2	4	2	1	2	1	4	5	2	3	3	1	1	2	1	2	3	3	5	1	2	4	6	5	2	1	1	3	1	1	2	1	6	1	5	2	3	2	6	3	5	9	1	4	1	3	1	3	1	6	1	7	3	5
2000	-493.863315941259089	-491.235306953124734	-2.628008988134341	0.000010014388117	0.000041740822625	4.168085172810392	0.487950299877163	0	4	2	5	5	5	6	6	7	7	6	8	8	9	8	9	8	9	8	9	9	11	9	9	7	8	9	10	11	10	9	10	10	9	11	11	11	10	12	11	10	10	12	12	12	12	12	15	10	14	8	10	13	12	14	11	14	13	14	10	12	13	13	13	12	14	13	14	13	12	15	15	13	15	14	15	15	15	14	15	17	16	17	17	16	18	17	16	18	17	17	18	18	18	21	0	3	1	3	1	1	6	6	6	2	3	2	7	51	5	25	25	6	2	8	3	5	4	9	2	7	7	15	60	7	25	6	27	19	5	2	31	2	5	16	25	6	3	38	21	52	13	28	7	30	7	6	34	33	34	52	37	56	73	7	37	19	25	25	31	52	25	34	1	28	63	75	42	1	24	56	23	52	24	5	88	40	25	69	52	81	88	61	2	35	10	25	3	58	20	1	1	1	1	2	3	1	1	1	1	2	2	1	1	2	2	1	1	2	1	4	3	2	1	1	1	1	1	1	3	1	3	1	1	2	3	1	2	2	1	3	3	4	1	2	2	2	2	2	2	1	3	3	1	3	1	2	1	1	2	1	2	3	3	1	2	4	2	6	1	2	1	1	7	3	2	4	4	3	5	1	2	3	3	2	1	1	2	4	2	5	4	8	3	5
2500	-630.456073995324004	-628.195263777124865	-2.260810218199182	0.000010117395577	0.000030839208601	3.048137079067811	0.541069734445029	-1	4	3	5	3	5	5	6	7	8	6	9	7	9	7	8	8	8	9	8	9	8	10	9	8	10	8	9	11	9	8	10	11	8	10	9	10	10	11	12	7	10	11	12	13	13	11	14	13	13	11	12	13	12	13	13	14	12	13	12	11	14	14	12	13	14	16	12	12	12	16	14	16	14	16	15	13	15	13	16	17	17	17	15	15	17	18	17	19	17	17	17	17	19	21	0	1	1	5	1	5	5	2	2	4	6	11	5	2	4	2	3	2	7	8	3	6	24	20	41	17	6	17	18	18	2	15	16	7	15	2	27	15	31	61	3	3	7	6	34	25	11	6	2	60	15	29	30	23	24	51	10	24	3	9	14	40	29	2	15	21	77	19	10	7	66	58	7	21	77	47	7	79	31	5	72	5	2	57	40	78	75	22	84	62	54	55	34	25	94	1	3	2	1	2	1	1	1	2	2	1	2	1	2	1	3	3	2	2	1	3	1	1	1	1	1	1	1	2	1	2	2	1	2	2	1	1	1	2	1	3	4	2	3	3	2	2	4	4	1	1	1	2	1	1	1	2	1	4	2	2	1	1	4	3	1	2	1	2	3	1	1	5	5	1	2	4	2	2	8	1	7	6	1	1	1	1	3	3	2	4	3	3	5	1
3000	-516.121713818831154	-513.992282387729574	-2.129431431101593	0.000010521100576	0.000028238337331	2.683971807682703	0.491567189750458	0	3	2	4	4	6	6	6	7	7	6	7	7	9	7	10	8	8	8	9	9	10	9	9	9	10	9	9	11	10	8	10	11	9	10	11	11	10	11	12	11	10	9	13	12	13	12	15	12	14	11	13	13	13	13	10	13	13	13	12	13	14	11	13	15	15	14	13	14	15	15	14	15	15	15	16	14	15	14	16	16	13	15	15	16	18	18	17	18	18	17	16	19	17	20	0	1	1	3	1	3	5	2	7	2	3	4	6	9	7	6	10	7	15	13	2	9	19	31	10	10	10	13	43	10	8	7	10	12	5	43	34	10	15	39	28	25	10	47	33	5	56	7	2	55	9	29	31	32	20	11	51	56	39	10	29	30	7	2	63	49	38	23	5	58	36	35	8	10	3	65	2	14	7	10	22	10	14	29	7	91	83	73	5	80	34	83	2	74	50	1	1	1	1	2	2	1	2	1	2	1	1	1	1	1	2	1	1	1	1	3	2	1	1	1	1	1	1	1	3	1	3	1	1	3	1	1	2	1	1	1	1	2	1	1	5	1	4	3	1	2	1	2	1	2	2	2	3	1	2	2	3	2	3	2	1	2	3	5	1	2	2	3	3	4	1	4	3	3	4	2	3	4	2	4	1	2	1	5	1	3	1	7	1	4
3500	-610.498318919812846	-607.807717958260923	-2.690600961551892	0.000010955322020	0.000047934549354	4.375457815431690	0.401241799785854	0	4	2	5	3	6	6	5	6	6	6	9	6	8	7	8	8	8	8	8	9	11	9	9	8	11	10	9	9	10	9	10	10	10	9	11	10	10	10	12	10	11	11	11	11	13	11	14	12	12	11	11	12	12	12	13	10	13	12	12	11	14	15	11	14	14	16	14	13	12	14	16	15	15	13	15	14	16	13	15	17	17	16	16	16	18	18	16	19	17	16	15	18	19	20	0	3	1	5	3	4	8	5	5	5	2	11	2	10	8	2	8	7	5	13	2	12	7	13	13	15	5	5	7	12	5	28	16	25	7	24	19	7	15	36	7	13	14	38	31	34	21	7	5	19	10	37	6	21	5	32	9	38	31	6	39	46	55	3	12	50	10	69	2	57	70	56	19	10	28	40	1	34	14	2	32	1	31	59	28	63	56	77	2	69	5	58	76	62	45	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	2	1	1	1	2	1	1	1	4	4	2	1	3	1	1	1	2	2	2	3	1	1	2	3	1	1	2	3	2	5	5	2	2	1	3	3	3	2	2	2	1	3	1	1	2	3	3	1	8	1	6	1	1	2	4	3	2	1	4	4	2	6	3	8	4	2	3	2	4	2	7	1	5	1	2	3	3
4000	-527.312253227096107	-525.501527703578972	-1.810725523517188	0.000011931589814	0.000022251361480	1.864911703117449	0.503920561610770	0	4	2	5	4	5	6	6	6	8	6	8	6	9	8	7	9	9	8	8	8	10	8	10	8	10	10	10	9	10	10	11	10	8	9	11	11	10	11	11	10	11	11	12	13	12	11	15	12	13	11	12	11	12	14	14	13	12	13	12	12	13	15	12	14	14	14	12	13	13	14	14	15	14	13	15	14	14	14	16	17	16	17	16	17	18	18	16	18	18	17	18	18	18	20	0	3	1	1	3	2	5	5	5	11	2	13	1	7	2	1	2	15	2	16	5	8	9	29	5	2	20	29	8	25	35	6	21	9	15	25	17	1	28	11	2	15	25	26	32	13	38	52	3	43	20	40	38	31	58	43	36	7	12	25	4	30	65	3	2	62	15	33	46	36	30	24	27	3	15	7	38	12	20	20	73	55	14	78	48	47	64	27	77	69	14	79	65	76	20	1	1	1	2	1	1	1	2	1	1	1	1	2	1	2	4	1	1	2	1	2	2	1	1	3	3	1	1	1	1	1	4	1	1	1	1	2	2	1	2	3	2	2	1	1	2	1	3	4	1	2	1	1	1	1	1	1	2	2	3	3	2	1	5	6	1	2	1	1	1	2	2	3	5	2	3	1	5	3	4	1	1	4	1	1	3	3	3	2	3	4	2	2	1	6
4500	-451.498299694028162	-449.457575474288888	-2.040724219739264	0.000012397205105	0.000030343836159	2.447635245480777	0.425852507926663	0	4	3	6	4	5	6	6	6	8	7	8	7	9	7	10	7	8	7	8	8	9	9	8	8	10	9	9	10	8	9	12	10	9	8	10	11	10	11	11	11	10	10	10	13	12	12	13	11	13	11	12	12	11	14	14	13	12	12	11	12	15	15	11	12	15	13	12	12	15	16	14	15	16	14	16	13	16	14	16	16	15	17	16	15	18	17	17	18	17	15	16	18	17	22	0	3	1	5	3	3	5	2	6	5	1	9	2	17	4	7	5	2	5	7	9	9	17	15	7	7	2	15	35	7	20	7	10	17	7	10	7	21	20	27	7	20	10	21	34	5	10	7	7	53	20	17	14	13	58	53	2	2	12	5	14	48	2	14	10	65	7	25	1	69	91	5	48	7	2	3	3	37	69	25	53	6	5	33	2	92	63	45	6	68	3	69	90	40	87	1	1	1	1	1	1	1	1	1	2	4	1	1	1	1	1	2	2	2	1	1	2	1	1	1	2	2	1	1	1	1	2	1	1	2	1	2	1	1	1	2	1	2	1	2	4	2	5	3	1	2	3	2	2	1	1	4	3	2	2	1	1	5	1	1	2	2	3	4	1	1	5	1	5	4	6	5	3	1	2	3	6	7	3	5	1	1	2	5	2	6	2	1	2	3
