step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55
27000	-170.287007365667847	-177.142495316627219	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.878423747046241	1	3	4	5	7	5	6	7	6	8	7	8	10	9	9	10	8	10	9	9	9	11	10	12	10	9	10	12	11	12	10	12	14	12	13	12	13	13	14	15	12	15	14	15	16	15	16	17	17	18	19	20	19	20	20	0	1	2	1	4	2	4	6	3	9	7	9	12	5	11	19	5	15	1	8	9	17	19	13	19	11	20	27	15	14	17	5	34	16	27	31	32	31	36	38	26	32	28	13	42	35	33	37	42	44	50	50	49	0	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	2
27500	-185.826825971717511	-192.682313922676883	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.666873581987262	0	3	5	6	8	7	6	6	6	8	7	9	9	10	9	11	8	9	9	8	9	11	11	12	12	10	10	10	12	10	12	13	15	11	11	13	13	14	15	13	15	16	15	16	15	14	17	17	17	20	19	20	18	20	20	0	1	2	3	8	4	3	2	2	8	8	6	9	8	9	13	2	11	5	7	5	13	15	21	13	20	5	10	26	7	14	21	10	15	18	22	19	40	27	30	26	38	16	18	25	8	42	43	43	49	49	38	42	0	15	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	4	1	1	1	2	1	3	1	2	1	3	4	2	3	1	1	1	1	1	3	1	1	5
28000	-184.069591981578185	-190.925079932537557	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.712332180476826	1	2	5	5	7	7	4	7	6	7	6	8	9	9	8	10	7	9	8	10	9	8	10	11	10	11	10	13	12	11	10	15	14	12	12	11	13	15	13	13	12	16	16	16	17	16	17	17	17	19	19	21	18	20	19	0	1	1	7	9	4	2	7	4	7	4	8	10	5	4	19	7	3	2	15	8	4	22	4	8	18	15	20	31	5	3	40	35	26	20	12	21	2	29	10	27	37	41	28	28	30	38	16	32	47	45	49	42	0	28	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	1	1	1	1	2	1	1	2	1	1	2	2	1	1	1	1	1	2	5	1	2	1	1	2	1	2	1	1	2	1	1	1	2	1	1	2
28500	-197.166545023598019	-204.022032974557391	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.638978143119822	1	3	4	5	7	7	7	6	6	7	8	9	9	9	9	10	9	10	9	9	10	8	9	11	11	11	11	13	10	11	11	14	15	11	13	12	13	14	15	14	15	16	14	15	14	14	16	16	17	19	19	20	19	20	18	0	1	2	1	9	4	3	3	3	3	2	5	5	4	3	7	9	19	5	8	10	2	10	7	12	12	10	24	11	9	20	31	14	20	24	19	17	37	24	34	27	45	20	35	4	16	45	32	42	44	46	49	41	0	42	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	1	2	1	1	1	2	2	1	2	1	1	2	1	1	2	1	2	3	1	1	1	2	1	2	2	2	1	2	2	4	2	1	1	1	2	3	2	1	1	1
29000	-201.221246668981962	-208.076734619941334	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.768122501414468	1	2	4	5	7	7	7	5	6	7	7	9	9	9	8	11	8	9	9	9	9	11	10	12	10	11	10	13	11	11	11	14	14	11	13	12	13	14	11	15	15	14	14	17	13	17	18	16	17	19	17	20	20	20	20	0	1	1	2	8	4	9	3	3	8	9	7	9	4	3	14	9	10	11	15	11	4	20	3	18	12	15	31	21	17	15	13	23	17	34	7	29	16	11	45	45	39	20	25	18	43	43	32	41	49	41	36	47	0	25	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	3	1	2	1	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	3	1	1	4
29500	-197.245542153381649	-204.101030104341021	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.795547379905573	1	3	5	5	6	6	6	7	7	8	7	9	10	6	9	11	7	10	9	10	8	10	9	11	11	10	9	13	12	11	10	14	11	13	12	13	14	14	15	14	16	16	15	14	15	17	17	17	17	19	19	19	19	20	20	0	1	2	2	3	2	3	4	6	6	4	17	15	2	21	13	4	11	21	7	7	21	8	31	15	3	4	24	9	12	15	24	12	17	9	25	3	35	40	30	45	40	34	34	1	36	30	40	39	48	41	47	48	0	34	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	1	1	1	1	2	2	1	3	1	1	1	1	1	1	1	5	2	2	1	1	1	1	1	1	1	2
30000	-204.484140803926408	-211.339628754885780	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.704591709241098	0	3	4	5	7	5	7	5	7	8	7	8	8	9	9	10	7	9	10	9	10	9	9	11	12	9	9	13	12	10	11	15	14	11	14	11	11	13	14	15	15	15	16	16	16	17	18	17	17	18	20	19	19	21	19	0	1	2	1	6	3	6	3	2	9	2	6	8	2	9	22	4	11	11	17	22	8	8	7	19	12	4	37	18	17	17	28	37	20	28	20	17	16	19	14	39	29	42	23	30	23	38	29	40	48	53	35	45	0	33	1	2	1	2	1	1	1	1	3	1	1	2	1	3	1	1	1	1	1	1	1	2	2	2	1	1	2	1	1	2	2	1	1	1	1	1	2	1	2	3	1	1	1	3	2	4	2	3	1	1	1	2	1	1	1
30500	-193.372546280470829	-200.228034231430200	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.854107819164862	1	3	3	6	8	7	7	7	7	8	7	9	10	8	8	10	9	8	9	9	9	10	10	12	12	10	9	12	11	12	11	14	13	12	12	13	12	13	14	15	15	15	15	15	14	16	17	18	17	19	19	21	18	20	20	0	1	1	3	4	2	4	4	2	9	2	8	19	2	4	10	5	11	7	18	11	9	6	9	23	27	4	23	10	27	14	34	26	12	5	17	10	11	24	33	37	30	36	33	17	39	44	41	42	46	47	54	49	0	29	1	1	1	2	1	2	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	2	1	2	1	2	1	1	3	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	4
31000	-214.525234036586966	-221.380721987546337	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.717114764574429	0	2	4	4	7	7	7	6	6	6	7	9	9	9	10	8	8	10	9	10	8	9	10	11	11	9	11	12	10	12	12	14	14	10	13	9	13	14	12	13	15	15	15	16	14	16	15	17	18	20	18	19	19	20	20	0	1	1	2	10	9	4	3	2	1	2	11	5	4	7	9	8	16	16	21	10	16	19	20	14	9	11	25	11	26	12	18	31	19	20	16	9	40	12	18	19	40	31	35	1	43	10	46	25	41	43	47	48	0	45	1	2	2	2	1	1	1	1	2	3	2	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	3	1	1	1	4	1	2	1	5	1	3	1	4	3	1	2	1	1	2
31500	-205.736608136586767	-212.592096087546139	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.752575935098333	1	3	3	4	6	6	7	5	7	7	8	9	9	10	9	10	8	7	8	9	10	11	10	11	11	11	9	12	12	12	11	13	13	13	13	13	13	15	14	14	15	15	14	17	17	16	18	17	17	18	20	19	20	21	20	0	1	1	1	4	4	6	3	8	4	4	11	11	2	2	27	6	4	5	5	6	10	12	14	27	13	19	24	23	20	12	9	16	21	30	26	22	43	34	30	37	43	29	37	21	43	21	41	27	41	49	37	44	0	35	1	1	1	1	1	1	1	1	1	1	2	1	1	2	3	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	3	1	2	1	3	1	2	2	1	1	3
32000	-219.838041772822208	-226.693529723781580	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.742603668639482	0	3	2	6	8	6	4	5	7	8	7	9	10	8	10	11	8	10	9	9	9	11	8	11	11	9	11	13	12	10	12	13	15	13	13	12	13	11	14	14	14	15	16	17	16	16	16	18	18	19	20	20	20	21	20	0	3	1	7	4	3	2	2	8	4	2	10	12	4	11	10	8	11	5	23	9	18	4	18	21	11	6	29	25	5	30	30	32	36	22	25	5	21	25	17	16	25	39	38	16	28	32	34	33	48	49	43	41	0	13	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	3	2	3	1	2	2	2	1	3	2	1	1	2	3	1	5
32500	-233.736671537263106	-240.592159488222478	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.620254757363289	1	3	5	6	8	6	7	6	5	7	8	8	10	8	9	10	9	9	8	10	8	8	11	8	11	9	10	12	11	12	10	13	14	12	10	11	13	14	13	14	16	16	15	17	15	15	17	15	17	19	20	20	19	19	19	0	1	2	9	3	9	1	9	2	8	4	6	14	4	10	12	22	12	9	9	3	1	35	1	11	24	18	16	17	25	10	30	24	26	22	13	21	30	29	34	46	28	37	33	16	10	37	40	23	46	5	48	33	0	5	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	3	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	1	2	1	2	4	3	3	1	2	2	7	2	3	1	7
33000	-212.517296625867971	-219.372784576827343	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663062928883537	1	3	5	6	7	5	6	6	7	7	7	9	9	8	8	10	8	9	8	10	9	10	9	11	12	10	10	12	12	10	10	15	15	12	13	12	13	14	15	15	16	15	14	17	16	16	16	18	17	19	20	20	21	19	18	0	1	2	3	1	2	6	2	3	3	8	5	11	2	8	11	11	9	11	21	14	8	5	26	31	19	23	15	20	7	10	29	29	20	22	30	21	36	26	37	25	15	37	35	34	28	42	44	39	43	41	55	42	0	4	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	3	3	1	2	2	3	1	1	1	1	1	1	3	1	6
33500	-194.553494325265746	-201.408982276225117	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.684160029974302	1	3	5	5	8	4	6	5	6	8	7	8	10	8	9	10	9	10	10	9	9	9	11	11	11	9	10	13	12	11	11	13	14	11	13	13	13	14	14	14	15	14	14	15	14	17	17	16	17	20	18	19	19	20	21	0	1	6	2	1	2	2	1	3	7	4	11	17	8	7	12	11	5	11	5	10	5	17	13	10	11	21	31	16	14	11	21	21	17	20	26	14	25	36	18	35	19	37	13	15	34	42	32	41	36	49	35	46	0	46	1	1	1	1	3	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	1	1	1	2	1	2	2	3	1	2	1	3	1	3	1	1	2
34000	-185.811146351389738	-192.666634302349109	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.778196768911428	1	3	5	5	8	6	6	7	5	7	8	7	9	10	10	9	8	10	7	9	9	10	11	10	11	10	10	13	13	12	11	14	15	13	13	12	12	13	13	14	16	15	15	17	17	15	17	17	17	17	18	19	20	20	20	0	1	2	1	3	2	4	2	2	4	19	3	10	8	12	19	6	21	7	8	4	20	16	13	15	12	8	25	23	24	11	21	38	14	25	26	27	21	22	35	35	34	30	18	12	4	32	34	43	33	50	49	51	0	8	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	4	3	3	1	1	1	1	1	1	1	1	5
34500	-171.340317276770406	-178.195805227729778	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.782310277558326	1	3	5	5	6	6	6	4	5	7	7	8	9	10	9	9	7	8	8	9	9	10	10	11	12	10	10	12	10	9	11	14	14	12	13	12	13	14	14	13	16	13	14	17	17	16	17	17	17	19	19	20	21	18	20	0	1	2	8	4	9	8	2	2	4	8	10	9	20	7	7	7	8	7	7	3	12	18	13	26	18	20	31	13	10	14	36	14	24	3	12	25	34	35	24	43	25	25	30	25	42	46	46	41	47	45	43	54	0	23	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	4	2	2	1	1	1	1	2	3	1	1	5
35000	-187.084807209684669	-193.940295160644041	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.830543344693647	1	3	4	5	7	6	6	6	5	7	7	8	9	10	8	10	8	10	9	8	8	11	10	12	12	10	9	12	12	12	11	14	14	13	14	10	12	14	13	13	15	16	13	16	15	16	17	18	18	18	19	21	20	21	20	0	1	1	1	6	2	4	3	3	4	2	4	5	8	7	12	9	21	5	10	5	12	12	16	36	10	10	27	31	19	27	23	29	30	24	21	16	24	29	24	34	43	23	43	36	26	45	40	44	47	47	55	47	0	30	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	3	1	2	1	1	1	1	1	1	2
35500	-205.548446431378096	-212.403934382337468	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.819046170673574	0	2	4	5	7	6	6	6	7	8	8	8	9	9	10	10	8	10	10	8	9	8	11	10	11	11	10	12	13	12	10	15	14	12	14	13	14	15	15	14	14	15	14	16	17	17	17	17	17	18	19	17	19	21	18	0	1	2	3	7	3	3	3	4	8	9	8	20	5	10	14	4	7	20	6	20	2	27	20	21	18	7	14	16	18	12	18	22	19	30	25	16	16	33	30	25	41	17	31	32	33	32	39	37	29	32	38	44	0	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1	2	1	1	1	1	3	2	1	1	1	1	1	2	3	1	1	1	2
36000	-199.540229977958518	-206.395717928917890	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.668819750177858	1	3	5	6	7	5	6	7	7	7	7	9	9	7	10	9	6	9	9	8	9	10	11	10	11	10	10	10	12	11	12	14	13	12	13	12	13	15	14	14	15	16	15	15	15	15	17	16	18	19	19	20	20	20	20	0	1	1	3	3	1	1	6	6	3	6	9	9	7	9	6	6	14	4	7	17	14	15	16	18	21	9	12	23	6	22	29	23	28	25	18	3	25	20	36	33	41	31	20	23	33	38	39	38	44	42	48	43	0	45	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	2	1	1	3	1	1	1	1	1	1	3	1	2	1	1	1	2	3	3	1	1	1	1	2	1	2	2	1	1
36500	-222.815887852104282	-229.671375803063654	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.565488477002146	1	3	4	4	7	7	6	6	7	7	6	8	8	10	8	10	9	8	10	10	10	10	10	12	11	10	11	12	12	10	11	14	15	12	13	12	13	13	14	15	15	15	14	14	16	16	18	17	16	18	19	20	20	21	19	0	1	1	2	7	4	4	3	7	4	2	4	4	18	11	12	5	11	5	18	15	17	15	11	21	5	21	4	16	5	26	25	43	26	25	16	6	25	14	37	29	35	34	29	8	17	46	13	33	7	22	50	48	0	35	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	4	1	1	1	3	1	1	1	1	3	1	2	1	2	2	1	1	7	2	1	4	1	5	5	1	1	1	3
37000	-192.686117863230805	-199.541605814190177	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.784060085338584	1	2	5	6	7	5	6	7	7	8	4	7	9	10	10	10	6	9	10	8	8	11	10	10	11	11	10	12	12	11	11	13	15	12	14	12	13	15	14	14	13	14	15	16	16	15	16	17	17	20	19	19	21	19	21	0	1	2	6	3	1	6	6	7	3	2	3	21	8	10	18	11	5	8	5	4	13	21	21	27	21	10	24	30	18	17	26	32	19	31	26	25	41	16	16	36	29	42	39	46	41	26	46	38	48	49	48	51	0	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	4
37500	-207.916196989536957	-214.771684940496328	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.764704910584653	1	2	5	6	7	6	6	6	5	8	7	9	9	9	10	10	9	9	10	9	9	10	10	11	10	11	10	12	13	12	12	15	15	12	13	11	13	13	14	14	15	15	13	16	15	15	16	17	18	19	17	20	20	18	20	0	1	1	2	6	1	2	1	2	4	7	7	6	7	20	10	11	11	5	9	11	10	21	25	21	27	18	23	12	13	16	10	31	22	22	13	16	31	23	16	26	24	36	25	2	39	46	46	44	43	45	51	50	0	46	1	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	2	2	1	1	1	3	6	1	1	1	1	2	2	1	1	1	4
38000	-192.261537518839646	-199.117025469799017	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.789583204447297	0	2	5	5	5	7	4	6	6	7	6	8	9	8	9	10	8	9	9	8	8	10	10	10	11	10	10	13	12	12	12	14	14	12	13	11	13	12	15	14	16	14	15	16	15	17	17	16	17	19	18	20	19	21	20	0	1	7	7	7	3	2	5	4	9	7	6	17	4	6	11	8	10	12	3	3	7	6	15	17	17	17	23	16	36	14	26	38	4	17	19	24	24	35	29	39	27	31	25	23	43	31	40	43	47	48	53	47	0	47	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1	1	2	1	3	2	1	1	1	1	1	1	2	1	1	3	1	2	1	1	1	1	1	1	1	1
38500	-239.828401546543148	-246.683889497502520	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.683025192423343	1	3	4	6	6	5	6	6	6	8	8	8	9	9	10	10	9	9	8	9	7	11	10	11	11	11	9	11	13	10	12	12	14	13	13	11	14	14	11	13	16	15	15	16	15	16	15	17	18	19	19	19	20	20	20	0	1	1	6	3	2	6	3	3	9	7	4	19	10	19	14	12	3	8	10	7	30	12	7	5	14	2	20	36	13	28	12	26	39	14	16	18	24	10	24	37	35	34	47	37	18	29	27	48	48	25	48	46	0	16	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	3	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	2	2	1	2	1	2	1	1	2	1	1	1	2	1	4	1	1	4	1	1	1	5
39000	-206.942244436801985	-213.797732387761357	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.642991165429135	0	2	3	5	7	5	6	6	5	6	7	7	9	9	9	11	9	9	10	7	10	10	11	9	12	7	11	12	13	11	11	15	13	11	13	12	11	15	12	14	14	13	14	15	17	15	17	17	16	18	20	19	20	21	20	0	1	1	1	9	3	9	2	3	6	9	6	26	4	8	7	20	12	10	8	17	13	18	9	10	4	18	16	22	15	19	8	17	14	23	19	13	40	19	28	25	39	36	13	8	16	35	38	38	31	38	50	50	0	17	1	1	2	3	1	1	1	2	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	3	1	2	1	2	1	1	4	2	1	1	1	1	1	1	1	1	1	1	2	5	2	2	1	1	4	3	1	1	1	3
39500	-203.677950516740083	-210.533438467699455	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.585849828235868	1	3	3	5	8	6	7	6	5	7	7	8	8	10	9	11	8	10	10	9	8	9	10	12	10	10	8	12	12	12	12	13	14	12	14	11	13	14	14	13	15	16	14	16	17	15	17	17	17	19	18	20	20	21	20	0	1	1	2	4	1	4	4	2	9	9	9	8	21	5	11	6	6	4	8	9	2	11	21	6	6	9	10	26	19	22	27	3	14	34	17	20	40	26	29	38	46	22	38	42	2	42	19	29	44	29	41	51	0	45	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	3	1	1	2	1	3	3	2	1	3	1	1	2	2	5	1	1	1	1	1	2	1	1	1	2	1	1	5	1	3	3	1	3	3	1	1	1
40000	-189.694267085023625	-196.549755035982997	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.738054377416765	0	2	5	6	7	7	5	7	5	7	7	9	7	7	9	11	9	10	8	9	10	9	10	11	11	11	11	13	12	12	11	14	12	10	13	11	13	14	14	12	15	16	16	17	16	15	18	16	16	19	19	20	19	18	20	0	1	2	9	3	4	2	3	1	7	9	19	9	7	8	4	8	19	11	8	9	10	5	19	22	22	15	29	23	20	22	20	16	17	29	15	16	16	26	13	35	32	36	38	40	21	45	30	46	54	44	51	39	0	49	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2
40500	-173.807403181737811	-180.662891132697183	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.801682823500750	1	2	4	5	8	6	5	7	5	7	7	7	10	9	9	9	8	9	9	9	8	9	11	12	11	11	9	12	11	11	11	15	14	12	13	12	13	14	14	14	15	15	14	15	16	16	17	18	17	20	18	20	21	21	20	0	1	2	3	10	3	3	9	1	4	7	3	17	8	21	4	7	17	7	12	10	8	15	13	19	27	8	25	20	20	16	35	30	14	13	20	15	28	28	18	33	37	24	37	18	39	35	45	42	48	45	42	55	0	48	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	2	1	2	1	1	1	1	2	1	1	1
41000	-203.361020403588839	-210.216508354548210	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.704625543834819	0	2	5	6	8	5	6	6	7	4	7	9	8	10	9	10	6	9	10	10	9	10	10	12	11	11	11	12	12	12	11	14	12	11	13	12	12	14	14	13	16	15	15	15	15	16	17	16	17	18	19	21	21	19	19	0	1	10	3	17	2	10	3	6	2	7	11	4	7	13	12	3	13	5	13	9	4	13	12	19	18	21	20	9	18	18	30	22	18	25	13	19	24	31	34	32	35	40	7	4	38	44	32	35	32	43	55	47	0	34	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	4	1	1	1	3	2	2	1	2	1	3
41500	-200.746056688057678	-207.601544639017050	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.685821284410778	0	2	4	5	7	7	6	6	6	7	8	8	10	10	9	11	8	9	9	10	8	10	11	11	11	11	9	13	13	11	11	14	14	13	13	11	12	15	13	14	16	15	15	16	16	15	16	17	18	16	20	20	20	21	20	0	1	2	2	9	1	1	3	2	3	6	7	19	7	6	10	3	5	10	3	4	12	9	10	12	15	6	25	16	14	11	18	10	31	14	27	20	29	31	37	23	19	39	25	36	25	42	26	47	46	49	47	42	0	46	1	1	1	1	1	4	3	1	2	1	1	1	1	2	1	2	2	1	1	2	1	1	2	2	2	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	3	4	1	3	2	2	1	3	1	1	1	3	2	1	3
42000	-214.024797627321874	-220.880285578281246	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.840144981403493	0	3	4	6	6	5	7	7	6	7	5	9	8	10	7	10	8	7	8	9	9	10	9	11	11	8	11	13	12	11	12	14	14	12	13	13	13	13	15	14	15	15	15	16	16	16	18	17	17	20	18	21	19	21	20	0	1	1	3	6	2	11	11	3	6	2	18	18	5	6	13	3	3	4	15	5	26	5	23	20	9	5	18	7	14	20	12	27	27	27	26	31	27	32	38	37	28	36	37	29	35	36	43	43	32	45	39	48	0	41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	2	2	1	1	3	2	1	1	2	1	1	1	1	1	1	1	1	1	1	4	1	1	2	1	2	1	1	4
42500	-210.711824926083636	-217.567312877043008	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.651921768983986	-1	2	4	5	7	6	7	6	7	7	7	9	8	9	10	11	9	9	10	8	9	10	10	11	11	9	8	12	12	12	11	13	14	12	13	12	12	14	13	15	14	15	15	16	17	16	17	18	18	18	18	19	20	20	18	0	1	1	3	8	1	4	3	3	4	3	5	5	20	27	18	13	20	6	11	5	13	27	19	21	11	6	24	19	21	9	17	14	17	24	25	13	30	18	41	34	39	38	21	13	43	42	24	46	32	45	42	45	0	34	1	2	3	1	1	3	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	1	1	2	1	1	1	1	1	1	3	4	1	1	3	1	2	1	1	1	1	2
43000	-229.627700963581702	-236.483188914541074	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.634588689478854	0	1	4	6	7	7	5	6	6	7	7	9	9	8	9	10	8	9	8	8	9	10	11	12	11	9	9	11	11	11	12	12	14	13	14	12	13	13	14	13	15	15	15	17	16	16	17	16	15	18	19	20	19	21	19	0	1	2	3	7	9	3	7	7	9	7	5	17	5	11	14	4	14	9	6	11	17	14	20	18	7	10	6	22	15	22	7	29	30	29	14	15	30	31	14	39	19	35	39	4	38	48	24	39	41	43	48	47	0	49	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1	1	1	3	1	1	1	2	2	1	1	2	1	3	1	2	3	2	1	2	1	1	1	3	1	1	2
