step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55
10500	-196.780113504016981	-203.635601454976353	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616356077633752	1	2	5	4	7	7	7	6	7	8	8	8	9	10	8	10	9	8	10	9	9	11	10	10	11	11	10	12	12	12	12	14	14	13	13	13	12	14	14	14	15	15	16	17	15	15	16	16	17	19	19	20	20	19	20	0	1	1	1	4	2	8	3	4	8	6	5	8	5	8	21	15	5	10	15	15	9	13	5	13	9	9	23	5	24	11	12	10	19	21	25	26	35	3	7	36	40	45	37	9	5	36	22	47	49	42	51	51	0	36	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	3	3	1	1	1	1	4	2	1	1	1	3	3	4	1	2	1	1	2	1	1	1	3
11000	-176.278909967973050	-183.134397918932422	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.732636245039404	1	2	4	5	7	6	7	7	6	7	7	9	10	9	10	9	8	10	9	10	9	9	11	11	12	10	10	12	12	11	12	13	14	12	14	13	14	13	15	15	16	16	15	16	15	17	16	16	16	18	20	19	18	21	20	0	1	2	3	9	4	9	4	2	3	6	11	9	9	14	7	9	19	17	5	7	17	19	7	20	8	17	26	22	13	21	31	27	15	24	27	25	27	29	38	33	35	35	28	25	28	40	38	35	36	46	49	42	0	16	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	2	1	3	1	1	1	3	1	2	1	1	4
11500	-188.848055218916215	-195.703543169875587	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.813957114597135	0	2	3	6	7	6	6	6	5	7	8	9	8	9	9	11	9	9	10	9	9	9	10	11	12	11	10	12	13	11	11	12	15	12	13	13	12	14	12	15	14	14	15	16	16	16	17	18	17	18	19	21	21	19	19	0	1	1	9	7	3	3	9	3	7	10	10	5	4	13	21	10	5	4	11	13	10	15	27	27	21	13	18	34	20	17	7	39	30	34	13	26	25	19	38	32	39	29	38	26	37	33	45	26	49	45	45	54	0	49	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	3	3	1	1	3	1	1	2	1	1	1
12000	-188.731602611984897	-195.587090562944269	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.787688554920564	0	2	5	5	7	6	4	6	6	7	7	8	9	8	9	11	6	8	9	8	9	11	10	10	12	10	9	12	13	11	11	14	14	12	11	12	13	14	14	15	16	16	14	16	16	16	18	17	17	20	19	20	19	21	20	0	1	7	1	7	7	1	2	7	7	6	17	5	2	14	21	7	4	6	9	17	9	11	21	31	14	8	12	36	5	13	18	35	35	12	15	24	30	29	35	32	33	16	33	36	21	42	44	39	42	47	51	39	0	45	1	1	1	2	1	1	3	2	1	1	1	1	1	3	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	1	1	1	1	3	2	2	1	1	2	1	1	2	1	2
12500	-191.681974427013046	-198.537462377972417	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.740405576583643	0	2	4	6	8	6	6	7	7	7	7	8	10	9	9	9	8	9	10	10	10	10	9	10	11	9	11	12	12	11	12	15	14	11	12	13	12	14	14	15	15	15	14	15	17	15	17	17	16	19	19	20	19	21	20	0	1	2	3	4	3	3	6	7	4	2	8	5	9	9	11	6	8	7	5	5	12	12	23	26	11	12	20	21	18	20	12	9	20	16	31	5	36	21	37	30	36	25	28	46	18	41	44	27	44	49	40	41	0	45	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	1	1	2	1	2	1	2	1	2	2	1	4	1	1	1	2	2	2	2	1	1
13000	-204.468036952512080	-211.323524903471451	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.741918628396763	0	2	4	5	7	7	6	6	6	7	7	8	8	10	9	10	9	10	9	10	9	10	8	12	12	10	10	13	13	12	11	14	14	13	13	12	13	14	14	15	15	16	16	17	16	15	18	18	17	20	20	21	21	20	20	0	1	1	3	9	4	4	3	3	4	4	7	11	15	10	23	8	23	11	12	10	23	2	6	17	19	4	31	16	12	13	24	34	19	26	26	3	31	35	39	30	37	37	20	17	12	41	45	40	40	48	51	48	0	25	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	1	2	2	1	1	1	2	1	1	3	2	1	1	2	1	1	3	3	3	2	1	1	3	1	1	1	1	2
13500	-186.661514595365190	-193.517002546324562	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.695744864355802	1	3	5	6	7	4	7	6	6	7	8	9	10	9	9	10	8	9	9	9	9	11	11	12	12	10	9	12	12	12	11	14	13	13	14	12	13	13	14	15	15	15	15	16	16	16	17	16	18	19	16	20	17	20	18	0	1	2	1	8	1	4	2	2	3	4	7	27	9	5	3	3	7	7	10	4	4	17	17	20	10	9	19	21	22	5	7	22	20	12	26	31	36	36	34	33	22	16	7	29	33	43	40	42	46	42	55	51	0	48	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	3	1	2	2	1	1	1	1	1	1	1	3	4	2	2	1	1	1	1	1	1	1	1	1
14000	-200.507477495457437	-207.362965446416808	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.607586788417780	0	2	5	4	6	6	4	7	6	8	8	8	7	9	9	10	8	9	10	9	8	10	10	12	12	10	10	12	11	12	11	14	14	11	13	12	14	13	13	15	14	15	16	16	16	14	16	18	17	17	20	20	20	18	20	0	1	7	2	4	4	2	5	4	9	7	5	5	1	9	14	9	6	3	8	9	10	10	7	11	15	12	16	14	18	21	31	31	19	30	27	20	20	24	18	30	46	26	18	31	30	41	43	45	32	44	34	39	0	37	1	1	1	1	1	1	1	1	1	1	3	1	1	4	2	1	1	1	3	1	1	2	1	4	2	1	1	1	1	2	2	2	1	1	1	2	3	2	1	2	1	1	3	3	2	1	1	1	1	1	2	4	3	1	3
14500	-198.247705763365047	-205.103193714324419	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.738551720561668	0	3	3	5	6	7	5	7	6	6	8	8	7	9	8	10	8	9	9	9	10	10	10	10	11	11	9	13	13	10	12	14	13	12	14	12	13	13	14	15	13	16	15	17	15	16	16	17	17	18	19	21	18	20	20	0	1	1	3	3	7	2	7	7	3	7	13	4	13	10	18	7	8	8	15	11	9	27	8	30	14	2	19	14	14	30	24	30	19	38	23	31	31	38	38	11	29	28	40	38	40	35	43	41	45	36	44	49	0	45	1	2	1	1	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	3	2	1	1	2
15000	-218.928680507637125	-225.784168458596497	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.664847774425443	0	3	3	5	7	7	6	6	5	8	7	9	9	9	9	11	8	9	8	10	10	11	10	11	10	10	9	12	13	10	11	14	13	12	14	12	11	14	13	14	15	15	14	17	16	16	15	18	18	20	19	20	20	21	18	0	1	1	3	2	8	9	4	2	8	7	11	4	9	19	2	5	3	8	6	5	13	13	1	5	19	10	23	23	17	10	21	11	22	21	21	13	2	16	34	33	39	37	20	28	23	29	40	38	48	49	47	48	0	33	1	2	2	1	2	1	1	1	1	1	1	1	2	2	1	4	1	2	1	1	1	1	1	6	1	1	1	1	1	1	2	1	4	1	1	1	1	3	1	1	1	1	1	3	2	3	1	2	2	1	1	2	1	1	2
15500	-184.373692246292819	-191.229180197252191	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.852714720933465	1	3	3	5	7	5	6	7	7	8	5	8	10	9	9	11	8	10	8	9	9	9	10	10	11	10	8	12	12	12	11	15	15	12	13	12	14	14	14	15	14	13	16	16	17	14	17	17	17	19	18	18	21	20	20	0	1	1	3	6	2	2	6	4	6	2	5	19	17	6	27	7	8	8	5	9	2	20	8	15	7	4	27	18	22	22	41	16	25	22	26	28	28	34	42	20	22	35	41	36	20	43	38	32	49	40	44	47	0	51	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	3	2	1	1	1	1	1	1	2	1	1
16000	-208.460251594058036	-215.315739545017408	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.716892540531970	1	2	4	5	8	6	5	7	6	7	7	8	9	9	9	10	9	9	9	9	9	10	11	10	12	11	11	13	11	12	10	12	15	12	13	13	13	14	15	15	16	16	14	15	16	15	17	16	17	20	18	20	21	20	19	0	1	1	3	11	7	3	7	7	7	7	9	10	1	10	19	6	11	4	6	2	12	13	18	18	14	15	16	15	31	11	15	27	5	34	27	32	30	27	16	44	43	27	30	2	35	30	40	40	51	47	43	49	0	49	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	3	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1	1	2	3	1	1	2	1	6	1	1	1	1	1	1	2	2	1	1
16500	-214.575822452328680	-221.431310403288052	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.700206275798271	0	3	4	4	6	5	6	5	6	7	7	9	8	7	8	11	7	9	10	9	9	10	10	10	12	11	11	12	13	10	12	14	14	10	14	13	13	14	13	13	15	15	15	16	15	14	17	17	17	19	19	21	20	21	19	0	1	2	1	2	3	2	3	4	8	2	11	11	2	6	5	2	17	8	14	7	21	13	10	9	20	13	30	27	18	5	39	26	17	31	23	20	24	25	23	38	25	40	1	33	26	45	35	40	46	45	47	46	0	47	1	2	1	2	2	1	1	1	1	1	2	1	1	2	1	3	2	1	2	1	1	1	1	2	3	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	1	1	8	1	2	1	1	1	2	2	2	2	1	1
17000	-209.832048524277127	-216.687536475236499	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.709786953201082	0	2	5	6	7	6	6	5	6	8	4	9	9	9	10	10	9	9	10	9	10	11	9	11	11	11	11	12	12	11	12	13	14	12	13	12	13	14	14	14	13	16	15	17	17	15	16	17	15	19	19	20	19	20	20	0	1	2	8	4	3	3	11	1	11	2	11	7	4	13	5	4	9	10	5	7	12	5	8	23	5	18	22	10	12	26	24	25	22	24	17	24	22	15	20	36	49	39	29	26	9	41	38	19	43	48	38	42	0	45	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	1	2	1	1	4	1	2	1	1	2	1	1	1	1	1	1	2	1	1	3	2	1	1	1	2	3	3	2	2	2	2	1	3	2	1	1
17500	-180.074940831000504	-186.930428781959876	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.883578538379157	1	3	5	6	8	5	5	6	7	7	7	8	9	7	8	10	6	9	10	9	10	11	9	12	12	10	10	12	13	11	11	15	13	12	13	13	14	15	15	14	13	13	14	15	14	15	16	17	18	19	20	21	21	19	20	0	1	1	1	4	1	2	3	7	7	7	4	7	7	14	20	3	11	8	5	15	12	4	26	26	5	12	30	28	23	21	33	16	26	30	5	19	42	45	30	34	22	35	41	42	36	28	32	47	41	54	54	50	0	43	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	3
18000	-156.134031472984191	-162.989519423943563	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.880779892932796	1	3	5	6	7	7	7	5	5	8	7	8	9	9	10	10	9	10	9	10	8	10	10	10	11	10	10	11	13	11	11	13	15	12	12	13	14	14	14	14	15	14	14	16	14	16	18	16	17	18	18	19	20	20	19	0	1	2	9	3	4	2	2	2	8	4	4	11	4	13	12	6	10	5	7	8	12	10	13	16	7	7	15	25	13	27	16	36	18	31	25	35	36	34	34	38	12	26	38	20	39	42	39	43	45	44	47	42	0	50	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	2	1	2	1	1
18500	-194.615247951620972	-201.470735902580344	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.701713237463126	-2	2	4	6	6	6	5	5	6	6	7	8	9	10	9	9	9	8	9	8	10	9	11	11	12	10	9	12	12	11	12	13	15	11	14	12	12	13	14	15	14	14	16	16	15	15	16	17	18	18	19	20	21	21	21	0	1	2	3	3	7	2	2	7	3	2	6	12	20	10	20	20	9	11	8	4	9	13	8	20	18	18	21	22	22	17	16	42	13	31	26	14	25	21	38	34	32	33	26	23	26	38	46	41	40	42	33	52	0	9	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	4	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	4	2	2	1	1	2	1	2	1	1	1	8
19000	-180.279758489079740	-187.135246440039111	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.760308320475470	0	2	4	5	8	6	6	6	7	7	8	7	9	10	9	10	8	9	9	10	9	10	10	10	11	11	10	13	13	12	10	14	13	12	11	12	12	14	13	13	15	15	15	16	17	17	16	17	17	19	19	21	19	20	21	0	1	2	2	7	2	3	3	7	4	12	7	8	4	12	18	7	9	17	15	6	7	5	5	11	21	15	23	25	13	5	36	25	31	21	5	35	39	15	36	33	40	14	28	42	42	38	47	43	49	35	53	43	0	45	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	3	1	1	1	2	1	1	1	1	1	1	1	3	1	2	1	2
19500	-196.815321307676896	-203.670809258636268	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.696466846758923	0	2	4	4	6	7	6	5	7	8	7	8	10	9	9	10	7	10	9	9	8	11	10	11	11	9	11	13	12	11	8	14	14	12	13	12	13	14	12	15	15	15	15	15	15	17	17	17	16	19	19	20	20	21	20	0	1	2	2	4	8	8	3	4	11	8	6	26	4	6	17	3	19	7	31	5	12	10	19	11	17	26	7	17	15	7	27	36	16	27	25	30	29	18	28	27	29	34	9	4	49	40	42	45	49	49	47	40	0	46	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	2	3	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	5	1	1	1	1	1	1	1	2	1	2
20000	-211.904466114936213	-218.759954065895585	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.715772497056115	0	2	4	6	8	4	6	7	7	7	8	9	9	9	10	10	8	7	9	9	10	9	11	10	11	11	10	12	12	10	11	13	14	12	13	13	14	13	13	15	15	13	15	16	16	15	18	18	17	19	18	20	19	20	20	0	1	2	6	4	2	3	4	3	7	9	9	5	18	13	9	4	7	10	17	18	18	13	3	17	19	8	20	25	4	19	25	15	12	12	30	18	27	7	42	42	27	35	33	39	38	26	40	45	45	33	47	49	0	35	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	2	1	2	1	3	1	4	1	1	1	1	2	3	1	4	1	1	1	2	1	1	1	4
20500	-200.354218818891241	-207.209706769850612	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.672885156180542	0	2	5	4	8	6	6	7	6	7	7	8	9	10	10	11	8	10	8	9	9	9	9	11	12	8	9	12	12	11	12	13	14	11	13	13	14	13	14	14	15	13	12	15	17	17	18	16	14	18	19	19	20	20	20	0	1	4	1	6	4	4	3	4	3	4	6	8	4	22	27	4	17	7	3	5	7	12	3	24	7	7	30	15	27	15	16	38	11	16	30	24	14	16	31	28	18	14	20	1	39	35	29	43	39	47	50	52	0	4	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	2	2	1	2	1	1	1	3	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	3	7	2	3	1	1	2	1	1	1	1	5
21000	-199.582449520514018	-206.437937471473390	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.600838993253407	0	3	2	5	8	4	6	7	6	7	7	8	10	9	10	11	9	8	8	9	9	11	10	11	11	10	8	12	12	12	11	14	13	13	13	12	13	14	14	14	14	14	15	16	17	17	17	17	17	19	19	19	21	19	21	0	1	1	2	7	3	2	6	4	2	7	7	3	18	14	5	4	7	9	18	19	18	27	8	12	27	7	21	26	16	11	31	17	27	31	21	16	29	28	30	21	17	34	25	33	29	32	33	43	48	48	48	50	0	43	1	2	1	1	1	1	1	2	1	2	1	1	4	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	2	3	1	2	2	4	1	1	1	1	1	1	1	1	5
21500	-201.874632147608025	-208.730120098567397	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.744821744207821	0	2	5	4	8	6	7	7	6	7	6	9	9	8	10	11	7	9	10	9	10	10	8	11	10	10	10	12	12	11	10	14	15	11	13	13	13	15	14	12	16	13	16	16	13	15	17	17	18	19	18	21	21	20	20	0	1	2	2	7	2	11	3	3	2	2	4	9	9	10	18	3	8	17	17	11	12	9	17	18	23	5	20	13	18	23	5	30	20	15	25	19	32	24	26	32	19	38	30	15	45	26	28	48	33	41	54	55	0	36	1	1	1	1	1	2	1	1	1	2	3	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	3	2	1	1	2	1	1	1	1	1	1	1	3	1	1	2	2	1	1	1	1	1	1	3
22000	-207.595642922037968	-214.451130872997339	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.767094883793044	1	3	5	5	8	6	5	6	7	8	7	8	10	9	9	11	7	10	9	10	9	11	10	12	11	10	10	13	12	11	11	14	14	11	13	13	14	14	13	15	15	15	15	17	16	16	18	17	17	20	18	20	21	19	20	0	1	2	2	6	7	2	2	2	6	7	1	5	9	3	12	1	19	10	7	17	8	19	12	17	4	17	16	14	27	15	8	29	13	27	13	29	22	10	33	36	20	29	39	30	23	45	46	33	47	45	45	41	0	48	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	3	1	1	1	1	1	1	2	1	2	2	1	2	1	1	4	1	1	1	1	1	1	2	1	1	1	1	1	2	5	1	1	1	1	1	1	2	1	2
22500	-184.602000221430615	-191.457488172389986	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.644111370261254	1	3	4	6	7	6	6	5	7	5	7	8	9	8	10	10	8	9	10	9	8	9	10	11	12	11	11	12	13	12	12	13	14	11	12	11	13	14	14	14	15	16	15	17	17	17	17	16	17	17	19	21	20	19	19	0	1	2	8	4	3	2	2	8	2	8	6	5	4	12	18	7	17	9	10	6	2	21	13	27	13	23	17	26	15	12	26	26	13	19	18	36	28	27	15	32	23	37	35	21	33	20	40	42	40	27	55	51	0	45	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	2	2	1	3	1	3	3	1	3	1	1	1	3	1	1	1	1
23000	-194.725098204317732	-201.580586155277103	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.704754964782938	0	3	4	5	7	6	7	5	5	7	8	7	9	10	9	10	9	9	10	9	10	9	11	11	11	11	10	13	13	11	12	15	13	12	13	12	12	14	14	13	15	15	15	16	15	16	17	16	17	17	18	20	20	20	20	0	1	2	3	3	2	9	1	2	3	6	8	12	7	11	15	12	11	17	5	10	5	27	13	14	21	12	26	14	19	19	28	16	26	23	16	30	37	34	36	31	27	40	31	8	27	42	18	41	48	48	43	51	0	35	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	4	2	1	3	1	1	1	1	1	1	5
23500	-189.208493141345400	-196.063981092304772	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.796605483539122	0	2	4	5	7	7	6	7	7	8	8	8	10	9	9	11	6	9	9	8	9	10	11	10	11	10	10	11	12	11	9	12	13	13	12	12	14	14	14	15	15	14	14	16	16	16	16	18	17	19	18	21	20	20	21	0	1	2	3	2	4	4	2	17	4	6	7	15	5	6	9	3	11	9	8	17	9	27	10	21	19	10	13	19	19	12	24	28	19	26	21	15	27	35	42	33	32	23	43	31	37	39	47	40	49	45	53	51	0	46	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	4	1	1	1	1	1	1	1	1	1	2
24000	-184.787126214499892	-191.642614165459264	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.698756368110933	0	2	3	5	6	5	7	6	7	8	6	8	10	9	9	9	8	8	9	9	10	10	10	12	11	10	11	11	12	10	10	14	14	12	13	10	12	14	14	14	15	15	15	16	16	16	16	16	17	18	19	19	20	19	20	0	1	2	3	2	1	6	4	8	6	2	5	18	9	12	11	7	5	5	7	18	12	17	30	12	14	16	31	13	12	10	28	27	30	22	18	22	19	25	25	35	33	35	20	35	40	32	33	35	41	33	46	54	0	36	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	3	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	5
24500	-208.774512750866137	-215.630000701825509	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.762926118822698	0	3	4	6	7	6	7	6	7	7	6	8	9	8	9	10	8	10	9	9	10	11	11	11	11	10	9	12	12	11	12	14	13	12	13	13	13	14	15	15	14	13	15	16	15	16	16	18	17	17	19	21	20	20	20	0	1	1	3	8	2	8	3	6	3	2	4	12	7	10	14	11	12	17	12	5	13	19	27	9	5	9	18	27	20	5	10	25	21	23	25	4	21	35	37	22	26	28	26	2	38	45	14	25	35	24	54	46	0	31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	3	3	1	1	1	1	3	2	1	1	1	1	1	3	5	1	1	5	4	2	4	1	2	1	4
25000	-200.524841503023737	-207.380329453983109	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.873254862050249	1	3	4	5	8	6	6	7	6	8	7	9	9	10	9	11	8	10	9	10	9	10	10	11	12	10	11	12	11	11	12	12	12	12	13	11	13	14	14	14	14	16	16	16	14	16	16	17	15	19	19	20	18	19	18	0	1	2	2	6	3	3	3	3	11	4	17	10	21	4	14	11	6	8	13	17	5	21	13	18	11	2	16	20	20	18	18	36	12	32	10	25	27	33	32	25	34	37	21	20	45	37	49	35	46	48	50	44	0	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	3	2	1	2	1	1	2	1	1	1	1	2
25500	-196.567070692809551	-203.422558643768923	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.696455028920398	-1	3	4	6	7	7	5	6	7	7	7	8	10	9	9	9	9	9	9	8	10	10	11	11	11	11	9	11	11	12	10	15	15	12	14	12	13	13	15	14	15	15	15	17	14	14	17	16	18	19	17	20	20	21	20	0	1	2	3	8	7	2	3	3	8	2	8	6	2	10	11	5	11	12	4	14	9	31	7	16	22	10	20	21	25	10	5	38	14	38	31	24	30	35	28	24	37	37	33	30	29	33	42	48	51	26	24	49	0	50	1	1	1	1	1	1	1	1	2	1	2	1	1	3	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	4	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	4	1	1	1
26000	-197.318961202742855	-204.174449153702227	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.784948307652643	0	3	5	5	8	6	6	7	6	6	7	8	10	8	10	9	9	8	9	10	8	10	10	12	11	10	11	13	12	12	12	13	14	12	13	12	14	14	14	14	16	15	16	17	16	17	16	18	18	19	17	20	18	20	19	0	1	2	1	6	2	3	10	2	1	10	11	21	9	17	7	18	3	9	21	6	8	12	4	16	7	8	23	16	13	27	27	34	23	12	6	16	30	36	31	42	28	15	42	8	47	39	36	39	42	42	43	45	0	16	1	1	1	2	1	2	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	2	1	3	1	1	2	1	2	1	1	1	1	1	2	2	2	1	1	1	1	1	3	1	3	1	1	2	2	2	1	2	1	1	4
26500	-163.764917464119719	-170.620405415079091	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.856360899672845	1	3	5	4	8	6	7	6	6	8	7	7	8	9	9	10	8	9	10	9	9	10	11	10	11	10	10	12	13	11	11	14	14	12	11	12	13	12	12	14	15	14	15	16	17	15	17	18	17	20	18	21	18	20	19	0	1	4	2	8	4	3	4	3	2	8	9	9	10	5	20	3	8	8	11	10	8	24	10	13	13	10	24	21	18	14	18	36	22	14	16	28	19	26	38	42	22	36	33	46	28	44	43	40	48	44	45	46	0	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1
