step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21
5000	-139.471931626905189	-146.327419577864561	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.572504463315899	2	8	9	13	14	13	15	14	16	17	17	18	19	19	23	21	22	25	26	31	33	0	1	1	1	4	3	4	2	4	6	4	0	7	12	13	12	14	13	18	19	20	1	2	4	6	1	2	1	2	2	3	2	1	2	1	2	2	2	4	1	3	1
5500	-128.479873982125412	-135.335361933084783	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.596549082002743	3	7	8	15	15	14	15	13	18	15	17	17	18	19	23	22	23	25	27	31	33	0	1	1	1	8	3	6	2	4	6	4	0	7	12	13	14	14	15	18	19	20	1	1	3	6	1	3	1	3	2	1	1	1	1	1	2	1	2	1	1	2	1
6000	-138.314923604733139	-145.170411555692510	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.467328332246301	2	7	7	13	15	14	15	15	18	15	17	17	18	21	23	21	23	26	27	30	34	0	1	1	1	4	4	4	2	4	6	4	0	7	12	13	12	14	13	18	15	20	1	2	2	6	1	1	1	3	2	1	2	1	1	2	3	2	1	4	1	3	2
6500	-157.134797850505549	-163.990285801464921	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.444824265395915	2	8	9	14	14	13	14	11	18	16	18	17	19	20	22	22	24	26	27	31	33	0	1	1	8	8	3	6	2	2	6	4	0	7	12	13	14	14	13	13	19	19	1	3	4	2	1	2	1	2	5	2	2	1	3	3	1	1	2	2	5	3	4
7000	-132.211067367236666	-139.066555318196038	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.541940326329293	2	6	7	13	14	14	15	15	17	17	17	17	19	19	22	21	23	25	27	30	32	0	1	1	1	4	4	4	4	4	6	4	0	7	12	13	12	14	15	18	19	20	1	2	1	6	1	1	1	1	2	2	2	1	2	1	1	2	4	2	1	2	1
7500	-137.558112444218295	-144.413600395177667	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.565714534822159	2	7	8	12	13	14	14	15	16	16	15	16	19	21	22	22	23	24	27	29	33	0	1	1	1	4	4	3	2	8	6	4	0	7	12	13	14	14	15	18	19	20	1	2	3	5	1	1	2	4	1	1	2	1	2	3	2	1	1	1	2	1	2
8000	-133.975638263839500	-140.831126214798871	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.693322100762393	2	7	8	13	14	14	15	15	17	15	16	18	20	20	22	19	23	25	25	30	33	0	1	1	1	4	4	4	5	4	6	4	0	7	12	13	12	14	13	15	19	20	1	2	3	5	1	1	1	1	2	1	2	1	3	1	1	1	2	2	1	2	2
8500	-149.067307335739713	-155.922795286699085	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.592209759619696	3	6	9	11	13	13	15	15	17	16	16	18	19	19	23	20	22	25	27	30	32	0	1	1	1	4	4	4	4	4	6	4	0	7	12	13	14	14	15	18	19	20	1	1	3	3	1	1	2	2	3	1	3	1	3	1	2	1	1	1	1	1	1
9000	-147.983608931287421	-154.839096882246793	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.446872213618910	2	7	7	14	12	13	15	14	18	16	17	17	18	19	22	22	24	25	26	29	34	0	1	1	2	2	1	6	5	4	6	4	0	7	12	13	12	14	15	18	19	20	1	2	2	2	2	5	1	1	2	1	1	1	2	1	2	2	2	2	1	2	2
9500	-158.224335405049573	-165.079823356008944	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.541865886789963	2	6	9	13	14	14	15	12	16	17	17	16	20	20	23	22	21	26	27	30	34	0	1	2	2	8	4	4	2	4	6	4	0	7	12	13	14	14	13	18	19	20	1	1	1	3	1	1	2	2	2	1	3	1	2	2	2	1	1	2	1	2	2
10000	-150.515195556911891	-157.370683507871263	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.640189106891489	1	8	7	13	15	12	15	14	17	16	17	17	19	19	22	21	23	25	27	30	33	0	1	1	3	2	3	6	2	8	6	4	0	7	12	13	14	14	15	18	19	20	1	3	2	3	3	3	1	2	1	3	1	1	2	1	1	1	1	1	1	1	1
10500	-145.042337482535856	-151.897825433495228	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.548909348939142	3	7	9	15	15	13	15	13	15	17	17	17	18	20	22	22	22	25	26	30	34	0	1	2	6	8	1	6	2	2	6	4	0	7	12	13	14	14	13	18	19	20	1	2	1	1	1	5	1	2	2	2	1	1	2	1	2	1	1	3	1	3	2
11000	-146.036201114287820	-152.891689065247192	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.636162000465532	3	8	8	14	14	13	16	13	16	17	17	18	19	20	22	22	23	25	27	30	33	0	1	1	1	2	3	6	2	4	6	4	0	7	12	13	12	14	15	18	18	20	1	2	2	5	3	2	1	2	1	2	3	1	2	1	2	2	2	1	1	4	1
11500	-140.121289532937681	-146.976777483897052	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.667756325129111	1	7	8	14	14	13	14	13	16	17	17	17	19	21	22	22	24	25	27	31	33	0	1	2	8	8	2	6	2	8	6	6	0	7	12	13	14	14	15	18	19	20	1	3	1	1	1	3	1	4	2	1	2	1	2	2	2	1	2	2	1	2	1
12000	-138.182855918362122	-145.038343869321494	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.572906854500993	3	6	9	13	13	15	15	15	18	17	17	18	19	20	23	20	22	25	26	30	34	0	1	1	1	1	4	4	5	4	6	4	0	7	12	13	12	14	15	15	19	20	1	1	3	6	3	2	1	1	2	1	2	1	3	1	2	1	1	1	2	2	2
12500	-132.072920891995437	-138.928408842954809	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.468245211225162	3	8	8	13	14	14	14	14	18	16	17	17	19	20	22	21	23	24	26	30	34	0	1	1	1	2	4	4	2	8	6	4	0	7	12	13	14	14	13	18	19	20	1	2	3	5	3	1	1	3	2	1	3	1	2	2	2	1	1	3	1	2	2
13000	-156.026930898311264	-162.882418849270636	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.572724140184324	3	7	8	14	12	13	13	13	17	15	18	18	19	20	21	21	24	25	27	30	33	0	1	1	5	2	3	3	2	5	6	4	0	7	12	7	14	14	13	18	19	20	1	2	2	1	2	3	2	3	2	1	1	1	3	1	5	1	2	3	1	1	2
13500	-150.398810457926373	-157.254298408885745	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.587366191323560	2	7	8	12	15	14	15	14	17	15	16	18	20	20	22	21	22	24	27	31	33	0	1	1	2	2	4	4	4	5	6	4	0	7	12	13	12	14	15	18	19	20	1	2	3	2	4	1	1	1	1	1	2	1	4	1	2	2	1	1	2	3	1
14000	-164.273312703744921	-171.128800654704293	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.397265110218631	2	4	7	14	15	15	14	12	17	16	17	16	20	18	22	20	23	25	26	29	33	0	1	1	2	4	7	3	2	8	6	4	0	7	12	13	12	14	15	15	19	19	1	1	2	4	1	1	4	5	3	1	2	1	3	1	1	2	3	2	1	1	4
14500	-145.341027507179518	-152.196515458138890	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.460932193871056	3	6	9	14	13	14	15	14	18	17	17	17	19	20	22	21	23	24	27	30	34	0	1	1	5	2	3	5	2	5	6	5	0	7	12	13	12	14	13	18	19	18	1	1	3	1	5	2	1	4	4	1	2	1	2	1	1	2	1	3	2	2	5
15000	-138.981461428882170	-145.836949379841542	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.594999978585463	3	8	8	12	14	14	15	14	17	15	16	18	19	20	21	22	24	25	27	31	33	0	1	1	1	4	4	4	2	2	6	4	0	7	12	7	14	14	15	18	19	20	1	3	2	5	1	1	2	3	3	1	1	1	2	2	3	1	2	2	2	2	1
15500	-150.522312979833316	-157.377800930792688	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.629103938012431	2	7	8	14	14	14	16	12	18	16	17	18	19	20	22	21	22	24	26	30	32	0	1	1	8	8	8	3	2	2	6	7	0	7	12	13	12	14	15	18	19	20	1	2	2	1	1	1	3	3	6	1	1	1	2	1	2	2	2	1	1	2	1
16000	-142.633338656636852	-149.488826607596224	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.572019804859972	3	7	8	15	15	14	16	13	16	16	17	18	18	20	21	22	23	23	27	30	34	0	1	1	1	8	3	4	2	2	6	4	0	7	12	13	14	14	15	18	19	20	1	2	2	4	1	3	1	2	4	1	1	1	2	1	2	1	1	1	2	3	2
16500	-142.335656541985145	-149.191144492944517	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.515486933594391	2	8	8	14	14	12	15	14	16	16	18	17	20	21	22	21	23	25	26	29	34	0	1	1	1	6	3	6	2	4	6	4	0	7	12	13	12	14	15	13	19	20	1	3	3	6	1	3	1	3	1	2	3	1	3	2	1	2	1	1	2	2	3
17000	-160.940611705261290	-167.796099656220662	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.556153988263075	2	7	5	13	12	14	15	14	18	17	17	17	20	20	23	22	24	24	27	30	34	0	1	1	2	2	4	4	2	8	6	8	0	7	12	13	12	14	13	18	19	20	1	3	1	2	2	1	1	4	2	2	2	1	4	2	1	3	2	2	1	2	1
17500	-143.140290197571346	-149.995778148530718	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.416674208841103	2	6	8	15	13	14	16	15	17	16	17	18	18	20	22	20	23	25	26	30	34	0	1	1	5	2	3	3	5	5	6	4	0	7	12	7	12	14	13	18	19	20	1	2	3	2	3	3	5	1	2	1	1	1	2	1	3	1	2	3	1	2	2
18000	-151.941932263627876	-158.797420214587248	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.603170652344845	2	7	9	13	14	14	16	15	17	16	17	18	20	20	22	21	24	25	26	30	33	0	1	2	2	2	4	4	2	2	6	5	0	7	12	7	12	14	15	15	18	20	1	3	1	3	3	1	2	5	4	1	2	1	2	1	2	1	1	1	2	3	2
18500	-154.608864677360771	-161.464352628320142	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.767170275918641	3	7	8	13	14	14	15	13	17	15	15	17	19	20	21	21	22	24	26	30	33	0	1	2	2	8	3	4	2	2	6	4	0	6	12	13	14	14	15	18	19	20	1	2	1	2	1	2	1	2	3	1	1	1	2	1	2	1	1	1	1	2	2
19000	-142.556100545636639	-149.411588496596011	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.640079555662810	3	7	8	13	13	14	16	15	17	16	18	17	18	20	22	19	24	24	27	29	33	0	1	1	2	2	3	6	5	5	6	4	0	7	12	13	12	14	15	18	19	20	1	2	2	2	3	3	1	1	4	2	2	1	1	1	2	1	2	1	1	1	2
19500	-133.265157984956289	-140.120645935915661	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.553050827619410	2	6	8	13	14	14	15	15	17	16	18	18	20	20	22	20	23	24	26	29	33	0	1	1	1	2	4	4	5	5	6	4	0	7	12	13	12	14	15	18	19	20	1	2	3	6	4	1	1	1	2	1	2	1	3	1	2	1	1	1	1	3	2
20000	-140.954256855449955	-147.809744806409327	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.753211926036681	3	7	8	15	14	14	16	13	17	16	17	17	20	20	23	21	24	25	26	30	33	0	1	1	8	8	8	6	2	8	6	4	0	7	12	13	14	14	13	18	19	20	1	2	2	1	1	1	1	3	3	1	1	1	2	1	2	1	2	2	1	1	2
20500	-181.879172898011348	-188.734660848970719	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.693259802906919	3	6	8	11	14	12	16	14	17	16	18	18	18	20	21	20	22	26	27	30	32	0	1	1	3	4	3	6	4	4	6	4	0	7	12	13	12	14	15	15	18	20	1	2	2	1	2	2	1	2	3	2	4	1	1	1	1	1	1	2	3	2	1
21000	-161.761875353465740	-168.617363304425112	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.572328104194626	3	7	9	13	15	14	15	13	18	16	14	17	19	20	22	21	24	23	26	29	34	0	1	1	2	4	3	3	2	8	6	1	0	7	12	13	12	14	15	18	19	20	1	1	2	3	1	2	2	3	3	1	5	1	2	2	1	2	2	1	2	1	2
21500	-143.835963524511925	-150.691451475471297	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.488538999488776	2	6	8	13	14	14	15	12	16	16	17	17	19	19	22	20	22	25	26	31	33	0	1	1	2	8	4	4	2	2	6	4	0	7	12	13	12	14	13	18	19	20	1	2	2	3	1	1	2	3	5	1	1	1	2	1	2	2	2	3	1	2	1
22000	-141.208606684156706	-148.064094635116078	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.723207969192414	3	5	7	12	15	14	15	14	16	16	15	17	17	19	22	20	22	25	26	30	32	0	1	1	1	8	4	6	4	4	6	4	0	7	12	13	12	14	15	18	19	20	1	1	2	3	1	2	1	1	2	1	2	1	1	1	2	2	2	1	1	2	1
22500	-146.934313226815306	-153.789801177774677	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.358724071818116	3	8	8	15	13	14	16	15	17	16	17	17	19	21	22	21	23	25	27	30	33	0	1	1	1	2	1	6	5	5	6	1	0	7	12	13	12	14	13	18	18	20	1	2	3	5	3	6	1	2	2	1	7	1	2	2	1	2	1	2	1	3	2
23000	-144.365170573915947	-151.220658524875319	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.460671757747909	3	7	8	13	13	13	16	14	18	16	17	17	19	19	22	21	23	25	27	29	32	0	1	2	1	2	1	6	2	5	6	4	0	7	12	7	14	14	15	18	19	20	1	2	1	4	3	4	2	3	2	1	3	1	2	1	2	1	1	1	1	1	2
23500	-134.952833324117108	-141.808321275076480	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.664089554726024	3	8	8	14	15	15	15	14	18	16	17	17	19	19	22	21	23	24	26	31	33	0	1	1	1	2	3	4	2	4	6	4	0	7	12	13	14	14	13	18	19	20	1	2	2	5	3	4	1	3	2	1	1	1	2	1	2	1	2	2	1	3	1
24000	-136.450125035604117	-143.305612986563489	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.597311268066610	2	6	9	13	15	14	15	15	18	17	17	17	19	20	21	21	23	25	27	30	33	0	1	2	1	4	4	4	4	4	6	4	0	7	12	13	12	14	15	18	19	20	1	2	2	5	2	1	1	2	3	1	2	1	2	2	1	2	2	3	1	1	1
24500	-141.146292651003762	-148.001780601963134	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706511943402876	2	5	8	13	14	14	15	11	17	16	18	17	19	19	22	21	23	25	27	30	33	0	1	2	1	8	8	4	2	4	6	4	0	7	12	13	14	14	15	18	19	20	1	2	1	5	2	1	1	3	2	1	2	1	2	1	2	1	2	2	1	1	3
25000	-153.620862930847238	-160.476350881806610	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.597904303227710	1	7	8	12	14	14	16	13	17	16	18	18	19	21	22	20	23	25	26	30	33	0	1	2	2	8	3	6	2	8	6	4	0	7	12	13	12	14	13	13	18	20	1	2	1	2	1	3	1	4	3	2	3	1	2	1	1	2	1	3	3	2	1
25500	-143.303597177846370	-150.159085128805742	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.807222423747868	3	8	8	15	14	11	14	13	17	16	17	18	20	20	22	21	23	25	26	30	32	0	1	1	2	8	3	6	2	2	6	4	0	7	12	13	14	14	13	18	19	20	1	2	2	3	1	2	1	2	4	3	1	1	3	1	1	1	1	2	1	2	1
26000	-140.473527171837731	-147.329015122797102	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.378182256021242	2	7	8	15	15	13	15	13	18	16	17	17	20	19	22	22	23	25	26	30	33	0	1	1	8	8	2	6	2	2	6	4	0	7	12	13	12	14	15	18	19	20	1	3	2	1	1	3	1	4	5	2	1	1	2	1	2	3	2	2	1	2	2
26500	-148.159476913486031	-155.014964864445403	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.698321532201668	3	7	9	15	14	14	14	12	17	16	17	16	18	19	23	22	21	24	26	31	34	0	1	1	8	8	3	3	2	8	6	4	0	7	12	13	14	14	15	18	19	20	1	2	3	1	1	2	2	4	2	1	1	1	2	2	3	1	2	1	1	2	2
27000	-141.648122959920755	-148.503610910880127	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.645912155916587	3	8	8	14	14	13	15	13	17	17	16	16	18	19	22	21	23	25	27	30	31	0	1	1	2	8	3	6	2	8	6	4	0	7	12	13	14	12	15	18	19	20	1	2	2	2	1	3	1	2	2	2	1	1	1	2	2	1	2	2	1	2	1
27500	-148.788616819144607	-155.644104770103979	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.644434095247897	3	7	8	15	14	14	16	13	18	16	16	17	19	21	20	21	23	23	26	28	33	0	1	2	8	8	3	6	2	8	6	4	0	7	12	13	12	14	15	18	19	20	1	4	1	1	1	2	1	3	2	1	1	1	2	1	1	2	1	2	1	1	2
28000	-148.560996772870539	-155.416484723829910	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.562220378810762	3	5	6	15	15	14	15	15	17	16	18	17	19	20	21	22	24	24	27	30	32	0	1	1	6	6	3	6	2	8	6	6	0	7	12	13	14	14	15	18	19	20	1	1	1	1	1	4	1	5	1	1	2	1	2	1	1	2	2	2	1	3	1
28500	-154.296775963838456	-161.152263914797828	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.407478436305318	3	8	8	12	14	13	16	12	17	15	17	17	20	21	22	20	23	25	27	30	33	0	1	1	1	8	1	6	2	4	4	4	0	7	12	13	12	14	6	15	19	20	1	2	1	5	1	5	1	2	3	2	2	1	2	2	1	2	1	7	2	2	1
29000	-152.607010356293983	-159.462498307253355	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.579444209218377	3	7	7	14	14	14	15	12	18	16	17	17	18	20	22	21	23	25	27	30	32	0	1	1	8	8	8	6	1	8	6	4	0	7	12	13	14	14	13	18	19	18	1	2	2	2	1	1	1	4	2	2	2	1	2	2	2	1	1	5	1	2	3
29500	-154.026922078800311	-160.882410029759683	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.458802685903492	3	7	7	14	15	13	16	13	17	15	17	15	19	19	23	20	24	25	27	29	33	0	1	1	1	2	3	4	2	4	6	4	0	6	12	7	14	14	15	18	18	20	1	2	2	7	4	2	1	2	3	1	1	1	4	2	3	1	2	2	1	2	2
30000	-147.931372695173053	-154.786860646132425	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.598884032106259	3	7	9	12	12	14	15	14	17	16	16	17	20	20	20	21	23	25	26	31	33	0	1	2	1	2	4	6	5	2	6	4	0	7	12	7	12	14	15	18	19	20	1	2	1	4	2	1	1	1	5	1	2	1	4	1	1	1	1	2	1	2	1
30500	-152.967571174792141	-159.823059125751513	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.482011016512142	3	7	8	15	11	13	16	14	17	16	17	17	19	21	22	19	23	24	26	30	33	0	1	2	2	2	2	6	5	4	6	4	0	7	12	13	12	14	15	18	19	20	1	1	1	4	1	4	1	2	1	2	1	1	2	2	2	1	1	1	1	2	2
31000	-143.183627355788957	-150.039115306748329	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.513190260035462	2	7	9	14	13	15	16	12	18	17	18	18	19	20	21	21	22	25	27	30	34	0	1	1	1	2	5	5	2	4	6	4	0	7	12	13	14	14	15	18	19	20	1	2	3	5	4	1	1	3	2	1	1	1	2	2	1	1	1	2	2	2	2
31500	-136.784533709496770	-143.640021660456142	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.579199690460636	2	8	6	14	14	14	16	13	17	16	18	18	19	20	22	21	22	25	26	30	32	0	1	1	2	8	2	6	2	8	6	4	0	7	12	13	14	14	13	15	18	20	1	4	1	3	1	3	1	3	2	1	2	1	2	1	2	1	1	3	2	2	1
32000	-142.257036781225196	-149.112524732184568	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.548377424261199	3	6	7	13	14	15	15	14	16	17	17	17	20	20	22	22	23	25	26	31	33	0	1	1	2	2	4	4	2	8	6	4	0	7	12	13	14	14	15	18	19	20	1	2	2	3	3	1	2	2	1	1	2	1	2	2	1	1	1	1	1	2	1
32500	-139.097349185994545	-145.952837136953917	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.659645571581900	3	8	9	15	14	14	15	13	17	16	17	18	19	20	21	20	23	25	26	29	32	0	1	1	8	8	3	6	2	8	6	4	0	7	12	13	12	14	13	13	19	20	1	2	2	1	1	2	1	3	2	1	1	1	2	1	1	1	1	2	3	2	1
33000	-140.303574975391257	-147.159062926350629	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.524483006547979	3	7	8	13	14	13	15	13	17	16	17	17	20	20	22	22	22	25	27	30	33	0	1	1	2	8	3	6	2	2	6	4	0	7	12	13	14	14	13	15	19	20	1	2	3	3	1	3	1	3	4	2	2	1	2	1	1	1	1	2	2	2	3
33500	-144.543253715979716	-151.398741666939088	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.510740760493819	3	6	8	12	13	14	15	14	17	16	16	17	19	20	22	22	23	24	26	30	34	0	1	2	1	2	4	6	4	2	4	4	0	7	12	13	14	14	15	18	19	20	1	2	1	5	4	1	1	1	6	2	2	1	2	2	2	2	1	1	1	1	2
34000	-138.603292271697171	-145.458780222656543	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.541010211757191	3	6	8	15	14	14	16	13	18	16	17	16	19	19	22	21	23	26	27	29	33	0	1	1	6	8	3	6	2	2	6	4	0	7	12	13	14	14	13	18	19	20	1	2	2	1	1	3	1	3	5	1	1	1	1	2	1	1	2	3	1	1	2
34500	-143.943755631684667	-150.799243582644038	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.641980721663349	0	8	8	14	15	15	15	13	17	16	18	17	20	20	21	22	24	25	27	31	34	0	1	1	2	8	3	3	2	4	6	4	0	7	12	13	14	14	13	18	19	20	1	3	4	3	1	3	3	3	1	1	2	1	2	1	1	1	2	2	1	1	1
