step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104
1	-3854.696448581335517	-3853.234366496816619	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.731296200890383	2	1	3	4	4	4	5	6	6	5	4	5	6	5	5	7	7	7	7	8	8	8	7	9	8	8	9	8	7	8	8	8	8	9	9	8	9	9	9	9	10	9	10	9	10	10	9	10	10	9	10	9	11	11	10	12	12	12	11	10	11	12	12	13	12	13	12	13	13	13	13	13	14	16	15	15	16	14	15	16	16	17	17	17	18	19	20	20	23	23	23	24	26	29	28	30	30	33	32	33	35	40	41	42	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	3	3	2	2	2	3	2	2	3	3	3	3	4	4	4	3	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	5	4	5	4	5	5	4	5	5	4	5	4	5	5	5	6	6	6	5	5	5	6	6	6	6	6	6	6	6	6	6	6	7	8	7	7	8	7	7	8	8	8	8	8	9	9	10	10	11	11	11	12	13	14	14	15	15	16	16	16	17	20	20	21
500	-1356.471586005711288	-1354.093210696454435	-2.378375309256908	0.000009980154725	0.000033828522115	3.389578923992106	0.303715715094642	2	0	2	3	3	4	5	5	4	5	4	6	6	6	5	5	6	6	7	7	8	8	7	9	6	8	8	9	5	5	9	9	9	9	9	9	9	9	9	9	11	10	10	9	11	10	8	10	11	9	10	8	11	11	8	11	11	13	10	9	11	11	12	13	11	14	10	14	14	14	12	14	14	15	15	16	16	15	14	16	17	18	17	17	19	16	21	17	24	20	23	24	26	29	28	31	31	34	33	34	35	40	41	43	2	0	2	1	2	1	3	3	4	4	3	6	2	6	9	3	6	2	9	4	11	14	15	14	11	16	18	52	5	11	15	17	8	19	9	22	26	25	19	9	51	28	21	17	22	8	25	47	52	29	27	9	29	34	9	22	38	41	30	23	29	17	52	57	40	54	4	45	41	59	59	65	28	63	35	46	59	57	32	35	20	46	9	32	35	0	35	0	79	55	79	88	88	86	3	90	86	90	86	90	90	90	55	19	1	1	1	1	2	2	3	1	1	2	1	1	2	2	1	1	2	2	2	1	2	1	2	1	1	2	1	1	1	1	3	2	2	1	3	1	1	2	1	3	1	1	1	2	2	4	1	1	1	1	1	2	3	2	2	2	1	2	3	1	4	3	3	2	2	2	4	2	1	3	1	2	3	2	3	5	6	2	3	4	5	5	6	3	6	1	7	1	7	9	3	2	5	9	17	8	10	14	12	11	12	13	15	22
1000	-1102.436036433883146	-1100.493611355865141	-1.942425078017983	0.000010029544341	0.000022002892612	2.193807800571639	0.309876402800074	1	-1	4	3	2	3	6	6	4	5	4	6	6	5	5	7	7	7	8	8	6	7	7	9	9	8	8	7	7	7	8	7	8	9	8	8	10	9	9	8	11	10	11	9	9	10	10	11	10	10	9	9	11	11	11	13	11	13	11	11	12	13	12	14	11	14	12	11	14	14	14	14	15	17	14	15	16	14	14	15	16	18	18	18	18	19	21	20	23	20	22	22	27	30	29	31	31	34	33	33	35	41	42	41	2	0	5	1	2	1	2	5	4	4	5	1	3	6	9	11	6	7	9	4	1	14	15	14	26	16	18	9	11	5	23	6	8	19	9	22	16	26	19	9	51	52	30	17	22	8	11	26	28	29	27	28	29	34	12	68	38	51	30	23	29	44	52	57	49	54	20	22	41	43	43	65	19	42	19	46	71	57	32	19	67	46	35	79	80	0	80	0	79	75	79	90	90	92	90	90	90	90	90	90	90	90	90	55	1	1	2	1	2	2	3	2	1	2	1	4	1	1	1	1	1	1	3	2	3	1	2	2	1	1	1	2	1	2	1	2	1	1	2	1	2	1	1	2	2	1	3	1	2	2	2	2	2	2	1	1	2	2	3	1	1	2	2	2	3	2	2	1	1	1	2	3	1	1	1	2	4	4	4	2	2	1	3	2	3	4	5	3	3	1	4	1	5	4	4	1	2	8	9	6	7	11	11	9	11	14	12	16
1500	-1050.245078446339221	-1048.116076260042746	-2.129002186296373	0.000010036273061	0.000026925417478	2.682810373315149	0.416575933715137	2	1	3	4	3	4	6	5	5	6	4	5	6	6	6	6	7	7	8	8	9	8	8	10	9	9	9	7	7	8	9	8	9	9	10	9	10	9	9	8	11	10	10	8	11	11	8	9	9	9	10	9	11	10	10	13	11	12	11	10	12	12	12	12	13	11	13	12	13	13	14	14	13	16	15	14	16	14	15	15	16	17	16	18	19	19	19	20	22	20	24	25	27	30	29	30	31	33	33	34	35	40	42	43	2	0	2	1	2	1	3	2	4	4	2	1	5	6	9	11	6	7	9	4	11	14	15	14	16	16	18	9	11	11	15	6	8	19	19	22	16	16	9	9	51	52	30	6	22	8	16	16	28	29	27	28	29	34	10	68	38	41	30	23	29	44	28	57	40	34	20	22	58	59	59	65	20	52	19	46	71	57	32	35	67	76	35	79	80	0	80	0	79	55	79	90	90	90	90	93	90	90	90	90	90	75	98	74	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	1	2	1	3	2	2	1	2	1	2	2	2	1	2	2	2	2	2	1	1	1	2	2	2	1	1	1	1	1	1	3	1	2	1	1	1	1	3	1	2	1	1	1	2	1	2	2	3	1	3	1	3	2	1	2	2	1	2	5	4	2	1	2	3	3	1	2	2	2	3	1	2	1	4	4	6	3	3	7	9	2	7	10	10	8	10	15	8	11
2000	-980.947181078276003	-979.186030117992459	-1.761150960283505	0.000010032401551	0.000017492978162	1.743648125796731	0.434291070317827	2	0	2	5	3	3	4	6	5	4	3	5	5	5	6	7	7	8	6	8	7	7	7	9	9	7	10	9	8	9	8	8	8	9	7	9	9	9	10	10	11	9	11	9	11	10	9	11	10	10	10	7	12	12	10	10	12	12	12	11	11	12	12	13	11	12	12	13	13	13	14	12	14	15	14	15	17	14	14	17	16	18	15	18	17	20	20	20	23	20	24	25	26	30	29	29	30	34	33	33	36	40	42	42	2	0	2	10	2	1	2	3	10	1	2	1	2	6	9	11	6	7	9	10	11	14	15	14	26	11	18	52	16	21	23	17	8	9	19	22	21	26	9	9	51	52	30	6	22	8	16	16	28	29	18	19	50	34	10	22	38	51	43	23	29	44	42	57	49	34	10	56	58	59	59	65	28	63	9	46	71	57	32	83	67	76	75	79	75	0	80	0	79	17	79	90	90	90	90	92	90	90	90	90	90	90	98	90	1	1	1	1	1	1	2	2	1	1	2	2	3	1	1	2	2	2	1	2	2	1	1	2	1	2	1	1	1	1	1	1	2	2	1	1	2	1	3	2	1	1	1	3	2	2	1	2	1	1	1	1	1	2	2	2	2	1	1	2	2	2	1	1	1	1	4	2	1	1	1	1	2	1	6	2	2	2	3	1	2	2	1	2	1	1	2	1	4	7	6	3	3	6	7	3	4	9	9	7	9	11	6	11
2500	-969.208442593278050	-967.203601402053323	-2.004841191224700	0.000010162244173	0.000023922404033	2.354047356659954	0.459060741062768	1	0	2	3	4	3	5	6	4	6	4	5	7	6	5	7	7	7	7	8	7	9	8	10	9	8	8	8	6	9	8	9	8	9	8	8	9	10	10	9	11	10	10	9	11	10	10	11	11	10	10	9	11	11	11	13	12	11	11	11	11	13	13	14	12	13	11	14	12	13	13	13	14	15	14	14	16	15	15	16	17	18	15	18	18	19	20	21	23	20	23	24	26	29	28	31	30	34	33	31	36	40	39	42	2	0	2	1	2	1	2	2	4	4	2	1	5	6	9	11	6	7	9	5	5	14	15	14	21	16	18	9	11	21	15	17	8	19	19	14	21	21	19	9	51	52	30	6	36	8	16	16	52	29	27	28	50	34	20	22	38	51	43	23	50	44	19	57	49	34	4	56	51	59	59	65	63	63	35	46	71	64	17	83	67	76	75	79	80	0	85	0	79	20	79	86	92	90	90	93	92	90	90	90	100	90	98	90	1	1	1	1	2	1	2	3	1	3	2	2	2	2	1	2	2	1	2	2	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	2	1	1	1	4	1	3	2	2	2	2	2	1	1	1	2	2	2	1	1	2	1	2	2	1	1	2	2	1	1	2	2	1	1	1	3	3	1	1	4	1	2	3	1	2	1	1	2	1	4	9	6	2	1	5	6	2	3	9	8	6	4	9	2	11
3000	-943.037330263162517	-940.875450078340918	-2.161880184821612	0.000010415277333	0.000028874184866	2.772291504414264	0.412677550506552	2	1	2	4	4	4	4	6	5	6	3	3	6	6	5	7	7	7	7	8	6	7	7	10	9	9	8	8	7	8	7	8	9	8	9	9	10	9	9	9	11	10	9	9	10	10	10	11	10	10	10	8	12	12	10	11	11	12	11	8	11	12	12	12	11	13	12	14	13	14	12	13	15	16	14	15	16	14	16	17	16	18	16	17	19	19	21	19	22	21	23	23	26	29	28	30	31	34	32	34	36	40	41	42	2	0	2	1	2	1	11	5	4	4	2	1	3	6	4	11	6	7	9	4	11	14	15	14	21	16	18	9	21	11	15	6	8	9	19	22	16	16	19	9	51	52	30	6	22	8	16	16	28	29	27	9	50	34	4	22	38	51	43	15	50	44	42	57	49	34	20	56	58	59	59	65	40	42	35	46	71	64	32	83	67	76	75	79	83	0	85	0	79	55	79	86	92	90	92	93	95	90	90	99	96	90	98	90	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	2	2	1	1	2	3	1	1	2	1	3	1	2	1	2	1	1	2	1	2	2	1	1	1	4	2	2	1	2	1	2	1	2	1	2	2	3	2	2	1	2	1	2	1	1	1	2	2	2	1	2	1	1	4	3	3	3	2	1	3	1	2	2	1	1	2	1	2	1	3	6	4	2	2	4	2	2	1	8	7	1	2	9	3	11
3500	-900.321771479813037	-898.155536434712985	-2.166235045100052	0.000011020845101	0.000030684498842	2.784223765203465	0.546440851838092	2	1	3	4	5	4	5	6	4	6	4	5	6	6	6	6	8	6	7	8	7	8	8	8	9	8	8	8	8	8	8	8	7	9	9	9	10	10	10	8	11	10	10	10	11	10	10	10	9	10	8	9	10	11	11	10	12	11	11	10	12	12	12	13	12	13	12	14	14	13	13	14	14	16	14	15	16	14	15	17	16	16	15	17	18	20	20	21	23	20	21	22	26	29	27	31	30	33	32	33	35	39	40	42	2	0	2	3	3	1	2	5	1	4	3	1	3	6	9	11	6	7	9	10	11	14	15	14	26	16	18	9	21	11	15	6	8	19	4	22	26	16	40	9	51	52	30	6	22	8	21	26	28	29	18	19	29	34	20	22	38	51	43	23	29	44	52	57	49	54	20	56	58	59	59	65	63	42	35	46	71	64	32	83	67	76	75	79	83	0	85	0	79	21	79	90	92	90	93	93	95	90	90	96	100	90	98	90	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	2	1	1	2	1	2	1	2	1	2	1	1	2	1	2	2	1	2	2	1	1	3	1	2	1	1	1	1	1	1	1	2	2	1	1	2	1	1	3	1	2	1	1	1	2	2	2	1	1	1	1	2	2	3	2	1	4	2	2	1	1	1	2	1	1	1	3	6	3	1	2	5	1	2	2	8	7	1	1	9	4	11
4000	-921.308736359823797	-919.289879221148226	-2.018857138675591	0.000012457863555	0.000029780159227	2.390470813551314	0.607889006721406	2	-1	3	3	4	4	6	5	4	5	5	4	6	5	5	8	8	7	8	8	8	6	7	8	8	9	9	8	7	7	9	9	8	9	10	8	10	10	9	8	11	9	10	10	9	9	8	10	10	9	10	10	12	11	11	12	12	12	12	10	11	13	13	14	12	14	13	14	13	13	14	13	13	13	15	16	17	14	15	17	16	18	16	17	19	19	21	20	23	20	22	24	27	30	28	30	30	32	32	34	35	40	40	42	2	0	2	1	2	1	5	3	4	4	3	1	3	6	9	11	6	3	9	4	2	14	15	6	11	16	18	9	11	5	23	17	8	20	9	22	11	16	9	9	51	28	30	17	22	11	3	16	28	29	27	42	29	34	20	22	38	51	43	15	29	44	42	57	28	54	55	56	58	59	59	65	28	42	35	46	71	57	32	83	67	76	75	79	83	0	85	0	79	19	79	90	92	90	93	93	95	90	90	98	100	98	98	90	2	1	3	1	2	1	1	1	1	1	1	2	2	1	1	2	2	2	2	3	4	1	1	2	2	1	1	2	2	2	1	1	2	1	2	1	3	1	2	2	1	1	2	2	1	2	2	1	1	1	1	1	2	2	1	3	1	1	1	3	3	2	2	1	2	2	1	1	1	1	1	1	3	2	2	3	2	2	3	1	2	1	1	1	1	1	1	1	3	5	3	1	2	4	1	1	1	7	6	1	1	6	3	10
4500	-895.258303445120418	-893.379864946813086	-1.878438498307363	0.000015361986694	0.000031224831989	2.032603764791561	0.562924495592092	2	1	3	5	4	4	6	6	6	4	4	4	7	5	6	7	7	7	7	7	5	7	7	9	9	9	9	8	7	8	9	8	8	8	10	8	10	9	9	10	11	10	11	9	10	11	9	10	11	10	9	9	11	11	10	11	12	12	12	8	12	13	12	14	13	13	12	13	14	14	14	14	14	16	14	16	16	15	14	15	16	17	18	18	17	19	20	20	23	22	23	24	27	29	29	31	30	33	33	33	35	39	40	42	2	0	2	10	2	1	5	5	10	1	2	1	3	6	21	11	6	7	9	10	3	14	15	14	16	16	18	9	21	21	15	6	8	19	9	14	16	16	9	19	51	52	30	17	22	8	16	21	28	29	18	28	29	34	4	22	38	51	43	15	50	44	52	57	49	54	40	56	58	59	59	49	40	42	35	46	71	57	32	75	67	76	80	79	75	0	85	0	79	17	79	90	92	93	93	90	93	90	90	96	100	98	98	90	1	1	2	1	2	1	2	1	1	1	2	1	2	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	2	2	2	1	1	2	3	2	1	2	2	1	1	1	1	2	2	2	2	1	2	1	1	2	2	3	2	2	2	1	1	1	2	2	2	1	1	1	1	1	1	1	1	3	3	2	3	1	2	3	1	2	1	2	2	2	1	2	1	4	6	4	1	2	1	1	3	2	5	6	1	1	4	3	10
