step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85
1	-590.906550760068171	-599.957394140519568	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.419023139858273	0	2	5	1	2	2	2	4	4	5	2	3	3	3	4	3	6	4	7	6	4	13	5	5	5	5	5	5	5	7	6	7	7	6	7	10	6	7	7	7	9	8	9	9	8	8	12	8	8	10	8	8	11	7	8	13	11	9	15	8	10	8	8	11	8	9	9	9	10	11	11	11	10	11	13	12	13	14	17	14	15	15	17	20	20	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-251.949439591667499	-261.000282972118839	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988882400011430	1	3	6	2	3	2	3	4	5	6	2	4	3	3	5	4	6	4	8	6	5	7	6	5	6	5	5	5	6	5	6	8	7	6	7	10	6	8	7	5	8	9	10	10	8	9	11	8	8	10	7	9	9	8	4	13	10	9	15	8	10	8	8	11	7	9	5	8	9	12	8	5	10	10	13	13	12	14	15	11	13	15	18	20	21	0	4	2	1	1	1	1	2	14	12	1	6	6	6	55	11	8	4	67	9	1	5	18	11	8	55	16	16	72	55	72	27	31	5	27	54	1	9	55	14	17	23	52	42	9	34	52	10	23	66	67	25	40	22	7	39	41	38	80	67	66	3	27	53	5	45	16	26	20	33	31	6	53	71	47	74	65	64	53	32	64	56	79	82	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-269.715947439414322	-278.766790819865662	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.966126152555056	-3	2	6	0	3	1	3	5	5	6	3	4	2	3	3	3	6	4	8	5	4	6	5	6	5	4	5	5	5	7	5	8	3	5	3	10	6	5	7	7	8	8	10	9	7	8	12	9	7	9	9	7	12	7	9	4	10	9	12	9	9	8	4	9	9	10	9	7	10	10	12	10	11	10	13	10	10	12	18	14	16	13	13	18	21	0	4	26	1	13	4	6	56	7	28	2	2	6	6	6	4	29	7	37	7	15	35	14	15	56	5	11	11	13	18	18	3	6	14	6	23	14	11	31	25	18	37	42	54	12	37	43	12	16	30	45	27	19	8	40	7	5	41	51	40	3	10	5	3	31	42	20	17	17	51	24	44	77	45	76	60	60	27	81	47	75	73	53	42	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-249.199139728747866	-258.249983109199206	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.979254785450480	0	3	5	1	2	3	2	2	3	5	3	4	3	4	4	1	7	4	5	7	4	13	5	5	5	6	6	4	4	6	6	8	6	6	6	10	7	6	6	7	10	8	5	9	8	9	9	6	7	9	8	4	11	6	6	9	12	9	16	9	10	7	7	12	9	7	8	8	10	12	5	11	11	11	14	11	11	15	18	13	15	12	15	18	20	0	1	29	1	16	5	1	4	5	16	7	4	4	2	9	1	19	6	29	28	11	57	11	28	4	14	13	9	16	25	25	63	13	14	28	49	24	43	21	3	56	17	29	37	62	31	48	12	15	26	20	8	47	28	28	62	36	9	81	17	58	33	33	73	45	10	38	48	67	74	28	42	58	45	72	39	58	72	81	42	22	53	75	78	83	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-252.647518913916883	-261.698362294368224	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982674395147388	-1	2	2	0	1	3	2	5	4	4	3	4	4	2	4	2	7	5	7	5	4	13	3	6	6	6	6	3	4	7	6	6	6	5	7	9	6	7	6	5	7	9	9	10	8	8	9	6	8	10	9	7	11	7	7	9	11	8	16	6	9	9	7	9	7	10	9	8	9	10	11	11	10	12	14	12	13	13	17	11	15	15	15	19	13	0	1	1	1	1	5	4	6	16	3	16	2	6	5	11	4	48	9	37	29	2	72	5	10	3	18	40	5	3	7	15	13	10	6	24	63	21	31	6	12	14	41	55	27	19	24	65	7	35	35	30	6	67	34	48	26	47	10	77	12	11	18	60	19	23	47	17	35	24	46	56	51	54	52	22	67	55	53	83	34	78	77	73	79	80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-254.954150660804203	-264.004994041255543	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.976314500800258	-1	2	5	1	2	3	3	3	4	5	2	2	4	4	1	4	3	4	6	5	5	13	6	4	5	4	4	6	6	5	7	7	7	3	7	8	4	7	6	7	9	9	9	6	9	8	12	5	9	9	6	8	10	7	8	13	12	8	15	8	10	8	7	10	9	7	9	9	10	12	11	11	11	12	14	12	13	14	12	14	15	12	7	20	20	0	1	34	1	4	12	2	4	12	11	15	4	5	7	1	8	11	17	37	12	2	79	14	5	5	2	8	26	24	8	29	8	10	11	8	63	34	48	9	21	66	40	13	24	54	63	53	7	83	40	9	38	67	30	66	54	49	33	68	32	45	10	20	19	58	19	33	25	54	61	48	62	68	49	77	46	64	79	45	41	56	67	30	75	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-255.102829117870670	-264.153672498322010	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995237725347659	-1	3	5	0	2	3	2	5	4	5	1	4	1	3	3	2	4	5	3	5	3	12	4	6	6	5	5	4	4	6	6	7	8	7	7	10	6	8	6	6	8	9	9	10	7	8	12	7	7	8	8	9	11	8	8	11	11	9	12	9	9	7	7	7	9	6	8	10	10	12	11	11	9	11	12	13	13	14	14	14	15	15	16	21	20	0	16	23	1	1	7	4	9	5	15	4	19	4	11	11	4	2	2	11	23	16	44	15	19	21	14	29	4	7	18	29	7	29	12	9	46	16	45	2	21	45	27	3	27	18	34	36	10	10	17	3	25	52	30	62	44	54	54	46	50	6	18	31	40	55	20	37	42	32	44	42	73	26	65	56	57	72	52	70	22	53	30	53	85	53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-250.105215109539813	-259.156058489991153	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996919809589926	-1	1	4	1	1	2	1	5	4	5	2	3	0	4	4	3	7	4	8	3	3	11	5	1	5	4	5	5	5	8	6	7	6	6	7	10	3	8	8	8	8	7	9	10	6	8	8	8	7	10	6	9	11	7	7	13	12	10	13	8	10	6	9	11	9	8	8	9	11	10	11	11	11	9	13	11	11	14	16	14	11	13	17	17	20	0	13	16	1	1	2	1	37	11	11	1	1	1	4	4	4	45	37	17	11	24	49	20	1	18	37	37	14	12	3	14	10	26	14	28	46	6	42	3	28	27	8	67	62	37	17	62	51	8	74	14	38	67	16	27	81	70	17	43	27	41	28	67	65	67	51	10	66	34	52	63	25	68	12	72	70	52	57	75	50	50	58	75	82	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-256.922461992590058	-265.973305373041399	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981497239793765	0	2	6	1	2	2	1	2	2	6	3	1	4	4	5	3	6	4	7	7	4	12	6	6	6	5	3	3	6	4	6	4	6	6	3	6	7	5	8	5	8	9	9	10	6	8	12	6	8	10	8	7	12	8	9	8	9	9	14	8	10	9	9	12	8	9	10	9	10	12	11	10	10	11	8	13	14	14	18	15	13	15	17	17	16	0	4	13	1	7	7	1	7	1	21	2	1	35	7	21	6	14	8	40	2	28	67	2	21	38	13	7	4	13	11	27	1	14	5	8	13	29	32	19	5	23	3	51	31	40	40	67	38	36	57	25	48	60	52	19	36	51	56	76	17	17	3	65	36	52	60	55	52	54	57	33	35	58	43	48	46	63	22	83	74	47	78	78	85	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-269.455106720498691	-278.505950100950031	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978648379451629	0	2	5	1	3	2	1	4	2	5	3	4	3	2	5	4	4	1	5	7	3	13	5	6	6	5	5	5	2	5	6	8	5	7	8	11	7	8	8	6	9	7	10	9	9	6	11	7	8	10	5	4	11	7	8	12	8	6	15	8	5	7	8	12	8	5	9	9	8	11	11	11	11	12	12	10	10	9	17	13	14	15	18	20	19	0	1	6	1	29	18	1	7	1	21	29	11	6	7	11	6	11	1	5	15	29	4	16	10	28	5	17	5	18	13	8	27	21	19	58	45	16	23	25	9	25	66	32	57	48	17	44	23	27	62	8	6	39	33	20	41	25	17	78	31	16	10	3	62	25	8	39	21	54	49	43	10	54	47	51	57	46	35	80	72	54	44	79	85	80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
