step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108
1	-2586.983268347487410	-2593.838756298446697	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.615008678342405	0	3	4	6	6	7	7	8	9	9	11	10	11	10	9	12	13	11	12	12	12	12	12	13	15	13	13	17	14	15	14	13	16	15	15	15	15	15	15	16	17	16	16	16	15	17	18	17	17	16	17	17	16	17	17	18	17	18	18	19	18	18	17	19	17	18	20	18	20	18	21	20	19	20	19	20	19	20	21	21	21	21	20	21	21	22	21	22	22	21	24	23	23	24	24	25	25	23	24	25	25	26	24	25	25	27	28	28	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	4	4	4	5	5	6	5	6	5	5	6	7	6	6	6	6	6	6	7	8	7	7	9	7	8	7	7	8	8	8	8	8	8	8	8	9	8	8	8	8	9	9	9	9	8	9	9	8	9	9	9	9	9	9	10	9	9	9	10	9	9	10	9	10	9	11	10	10	10	10	10	10	10	11	11	11	11	10	11	11	11	11	11	11	11	12	12	12	12	12	13	13	12	12	13	13	13	12	13	13	14	14	14
500	-865.328027026820223	-872.183514977779623	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.342766427726298	1	2	4	5	6	8	8	9	8	10	11	10	9	9	9	12	12	11	13	10	13	11	10	13	15	12	12	17	14	15	14	11	16	15	15	14	13	14	15	16	17	16	17	17	15	17	17	18	17	15	17	16	16	17	16	19	16	18	19	17	19	18	16	20	17	19	21	17	20	17	21	20	19	19	19	20	19	18	21	21	21	21	21	21	22	21	21	22	23	20	25	24	24	24	25	23	25	24	24	24	25	25	24	26	25	28	28	26	0	1	2	2	2	4	4	2	3	4	4	5	3	3	4	13	22	4	4	7	22	5	3	10	16	9	7	6	22	19	37	4	7	26	32	20	12	8	4	10	42	21	63	10	5	27	42	57	35	19	52	20	29	37	29	13	38	20	68	25	47	42	31	51	0	25	10	53	12	30	16	41	29	33	39	45	63	39	70	23	68	31	78	78	12	54	41	47	63	70	54	90	96	82	21	69	68	80	23	43	39	29	87	93	16	43	3	29	1	1	1	2	2	2	1	4	3	3	3	1	4	2	2	1	1	3	5	1	1	2	3	3	1	2	2	4	2	1	1	3	4	2	2	2	3	4	6	3	1	1	1	2	5	3	1	1	1	1	1	3	1	2	1	7	1	4	1	1	1	1	2	2	1	2	4	1	4	1	5	2	2	2	2	2	2	2	3	8	3	3	1	2	7	2	2	3	5	2	3	3	1	2	6	2	4	1	7	5	7	6	2	1	6	7	14	6
1000	-797.442078240862088	-804.297566191821488	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.506903178084774	-1	4	3	7	7	6	8	6	10	9	11	10	11	10	9	12	13	12	10	12	13	11	12	13	15	13	12	17	14	15	12	14	17	16	15	13	14	15	15	15	17	14	15	16	15	16	18	17	16	16	17	15	16	18	17	18	18	18	19	19	19	18	18	20	17	18	21	18	20	18	20	20	19	20	19	20	19	18	20	21	22	22	19	20	22	22	21	22	23	21	25	23	22	24	23	25	24	23	24	25	25	26	25	26	26	28	28	29	0	3	1	8	1	3	5	3	1	4	5	5	15	7	5	13	9	15	5	22	22	12	9	7	19	13	11	39	5	6	22	9	23	26	26	27	22	9	24	2	21	20	9	22	5	36	30	34	26	52	36	36	37	37	44	8	26	36	54	34	42	29	43	51	0	13	30	37	68	44	24	73	37	30	65	66	29	30	70	38	73	53	55	78	53	31	42	41	43	78	95	79	73	68	42	85	81	68	25	43	92	30	88	59	30	102	57	102	1	1	2	1	4	1	1	1	5	1	2	2	1	1	1	1	1	1	1	1	1	1	1	4	4	1	1	1	3	5	1	2	2	2	2	1	2	2	1	4	2	1	1	3	3	1	1	1	2	1	2	1	2	2	1	9	3	2	1	2	2	2	2	2	1	3	2	2	1	1	5	1	2	2	1	1	3	1	1	2	2	3	1	1	4	3	4	2	5	1	2	2	2	2	4	2	1	2	3	5	1	4	1	3	6	1	4	2
1500	-652.257434760460114	-659.112922711419515	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.579122754433979	0	3	4	7	6	7	8	9	9	9	11	10	11	10	9	13	14	11	13	13	12	12	12	13	14	12	14	18	15	13	13	12	16	15	16	16	15	16	16	17	17	17	15	15	13	17	18	17	18	15	17	16	16	17	17	17	17	17	18	19	19	19	17	20	17	18	19	19	21	17	20	20	19	19	20	20	20	19	20	21	19	19	21	21	21	23	22	22	22	22	24	24	22	23	22	25	25	24	24	24	24	25	23	26	26	27	28	27	0	1	1	2	2	3	4	6	2	6	8	6	7	5	6	7	31	15	4	11	12	6	5	14	24	14	11	39	21	12	12	14	45	26	26	27	21	25	19	19	29	29	22	12	13	50	29	24	34	24	52	27	22	37	44	9	34	52	54	25	47	42	43	51	0	25	39	37	68	44	22	42	37	55	65	66	43	44	70	66	53	54	79	78	81	69	41	47	77	78	94	79	36	54	47	85	69	68	60	89	79	72	95	81	85	100	76	100	1	2	3	2	2	2	1	1	4	1	1	2	1	2	1	2	1	1	2	1	1	3	2	2	1	1	2	1	1	1	2	1	2	2	2	2	1	1	2	2	1	1	2	3	1	1	2	2	2	1	1	1	1	1	1	4	1	1	1	2	1	1	2	1	1	2	2	2	1	1	5	2	1	1	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	1	2	3	3	2	2	2	2	3	1	2	2	1	4	2	2	6	2
2000	-617.550051245749273	-624.405539196708673	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.564288309220601	0	4	5	7	6	6	7	8	9	9	11	10	11	10	9	11	12	12	12	12	12	13	12	13	15	13	13	16	14	15	15	12	16	13	16	14	15	15	14	16	17	15	17	16	15	18	19	17	17	17	17	17	16	16	17	18	15	17	18	19	18	18	15	19	17	19	21	18	21	19	21	20	20	20	19	21	19	19	22	21	21	21	21	21	21	22	22	21	22	22	24	23	22	24	24	25	25	22	24	24	25	26	23	25	25	28	28	28	0	1	1	6	1	2	6	6	3	4	14	8	14	8	5	14	12	6	10	14	12	21	13	13	16	14	20	7	21	21	13	9	13	14	34	27	22	11	19	39	29	22	63	22	14	51	41	35	34	36	27	27	37	22	22	65	26	27	54	38	22	42	29	51	0	45	40	22	59	55	33	41	54	55	65	38	43	55	70	48	54	37	78	78	54	37	41	41	63	70	89	84	37	53	47	93	93	28	60	89	92	88	88	73	98	100	80	100	1	2	3	1	4	1	1	1	2	1	1	1	1	1	1	1	1	3	2	1	1	1	1	2	2	2	1	4	1	1	2	2	3	1	2	1	1	2	1	1	2	1	1	1	3	1	1	1	2	2	2	2	1	2	3	1	1	2	1	2	2	1	1	1	1	2	3	2	2	1	2	1	2	1	1	2	1	1	2	2	2	3	1	2	2	3	2	2	5	2	1	1	2	4	3	2	2	4	2	1	1	2	2	2	2	2	4	2
2500	-586.590817383419790	-593.446305334379190	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.618584562856409	1	3	5	7	6	4	7	9	9	9	10	10	11	9	9	13	14	11	12	13	12	13	12	13	15	13	12	17	14	15	14	14	13	15	15	15	15	15	15	16	17	16	17	16	15	18	18	17	17	16	17	18	17	17	16	19	17	16	19	18	18	18	18	19	15	18	20	17	21	18	21	20	19	20	20	19	20	19	20	21	20	21	20	21	21	22	20	22	22	22	25	23	23	23	25	26	26	22	24	24	24	24	24	25	25	27	28	29	0	1	2	6	3	2	5	4	3	4	6	14	14	3	7	13	11	15	4	14	12	8	3	13	24	23	11	23	21	31	9	9	13	26	26	27	22	9	10	38	29	29	29	31	13	27	42	38	34	27	36	27	37	37	31	65	34	27	54	38	42	42	31	51	0	25	19	37	59	44	76	29	53	70	65	57	41	44	70	16	31	59	78	78	81	54	43	41	63	78	98	79	73	85	73	94	94	73	66	89	92	43	47	94	98	100	71	100	1	1	1	1	1	1	1	1	2	1	3	1	1	2	1	2	2	1	3	2	1	3	4	1	1	1	1	2	1	1	3	3	1	1	1	2	1	3	3	1	2	1	2	1	2	3	2	1	1	2	1	3	1	1	1	2	1	2	1	1	1	1	2	1	1	2	4	1	1	2	1	3	1	1	2	1	1	1	1	3	4	1	1	2	1	2	2	3	2	2	2	1	2	1	2	1	1	2	3	1	1	4	2	1	1	2	4	3
3000	-610.046833474305345	-616.902321425264745	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616199761450702	1	3	4	6	6	7	8	8	10	10	11	11	12	10	9	10	14	11	12	12	13	13	12	14	16	13	12	17	14	14	14	13	16	15	15	15	14	14	15	15	17	16	16	16	15	17	17	17	17	17	17	16	17	18	17	18	16	18	18	19	19	18	17	19	15	18	19	19	20	19	22	21	18	20	19	20	19	20	22	22	22	22	21	19	21	22	21	22	22	20	25	24	23	24	23	25	25	23	24	25	26	26	23	25	26	26	27	28	0	1	2	3	3	5	4	4	7	7	16	8	9	4	6	4	12	15	10	11	12	12	16	9	38	9	11	40	22	12	22	16	10	26	1	27	22	16	19	19	31	35	21	30	16	27	30	24	26	52	36	27	12	37	44	65	34	52	37	38	42	42	43	51	0	9	28	54	59	55	66	43	12	55	65	60	43	44	78	25	68	59	90	55	73	73	41	87	77	84	93	79	68	53	88	82	93	44	60	89	92	47	29	82	98	100	80	106	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	1	2	1	2	1	1	2	1	2	1	1	1	1	1	2	3	1	7	2	1	2	2	2	1	1	2	2	2	2	3	1	2	1	1	2	3	2	1	2	1	1	2	2	2	1	1	2	1	2	2	1	1	1	2	2	2	1	2	1	1	4	2	3	1	2	1	1	2	2	2	1	2	1	1	1	2	4	1	2	1	4	4	2	1	6	3	1	2	1	2	1
3500	-631.383551943285283	-638.239039894244684	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.532517014669094	0	3	2	6	5	6	7	8	9	8	11	11	12	10	10	12	13	12	13	13	13	11	11	13	15	13	13	18	14	15	14	13	17	16	14	15	15	15	14	16	17	16	16	17	15	17	17	18	17	14	17	18	17	17	17	19	18	18	19	19	18	18	18	19	18	17	20	17	20	18	21	21	19	20	19	21	19	19	20	21	21	21	19	21	20	22	21	23	22	22	25	21	22	23	23	25	24	22	24	24	25	26	25	26	25	27	26	27	0	3	1	5	3	3	6	6	10	6	5	8	9	9	10	9	12	15	10	11	12	7	14	13	24	16	8	49	21	21	8	11	45	35	26	27	12	9	19	19	29	29	30	30	19	27	31	34	26	27	36	27	30	12	30	65	49	27	68	25	42	41	43	51	0	25	19	31	68	55	66	31	31	55	65	60	43	21	70	66	85	68	70	78	54	31	47	41	77	84	98	79	54	85	87	68	69	67	16	89	92	95	87	86	98	100	34	100	1	1	1	1	3	2	1	1	1	1	3	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	3	5	1	2	2	1	1	1	1	2	1	1	2	1	1	2	1	3	1	1	1	2	1	1	1	1	1	1	1	1	4	1	1	1	3	3	3	1	1	2	2	5	1	2	1	2	1	2	2	3	3	2	2	1	2	1	2	2	2	4	2	2	5	1	2	1	2	3	2	2	3	2
4000	-618.258610239603399	-625.114098190562800	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623610768054045	0	3	4	5	7	8	6	9	10	10	11	10	11	9	9	12	13	11	12	12	12	12	9	13	16	13	13	17	15	15	14	13	15	15	15	15	15	14	14	17	17	16	16	17	15	18	18	18	17	15	17	17	16	16	17	19	17	18	17	19	19	18	17	19	16	18	20	18	20	18	20	21	20	19	18	18	19	20	22	22	20	22	20	22	20	22	21	22	22	21	24	23	22	24	25	25	25	22	24	24	25	27	25	24	25	28	28	29	0	1	2	3	3	7	3	7	5	7	10	4	10	5	4	14	12	15	9	11	12	12	5	5	38	12	11	10	21	22	21	13	38	24	26	10	22	13	12	39	29	31	31	29	14	52	42	57	35	27	27	27	31	31	31	65	34	51	54	28	29	44	42	51	0	38	40	54	68	55	34	29	37	55	65	33	63	70	90	60	54	81	70	78	22	28	41	41	63	78	85	90	68	93	77	68	86	30	71	89	92	87	88	69	98	100	80	100	1	1	1	1	1	1	1	1	2	2	1	3	1	1	2	1	1	1	2	1	1	1	1	3	1	1	2	4	2	2	1	1	1	1	1	2	1	1	2	2	1	1	2	1	2	1	1	1	2	1	2	2	1	1	2	2	1	1	1	2	3	1	1	1	1	2	2	1	1	1	2	3	2	1	2	2	1	1	1	2	2	1	1	2	4	2	2	2	2	1	2	1	2	1	2	3	2	3	2	1	1	2	2	2	2	2	2	3
4500	-580.322153380938175	-587.177641331897576	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616110831062350	-2	2	4	6	6	8	7	8	8	9	9	10	11	11	10	11	12	11	11	13	13	11	13	13	16	13	13	15	15	15	14	14	16	15	15	16	15	14	15	16	17	16	15	17	15	17	17	17	16	15	17	17	16	17	17	19	18	18	18	19	18	18	17	20	17	19	20	18	19	18	21	21	19	20	19	21	20	19	21	22	21	22	20	21	22	23	21	22	22	22	25	23	23	24	22	25	26	23	25	25	25	26	24	26	26	24	27	28	0	1	2	3	3	4	4	4	2	7	8	8	5	8	10	8	4	15	10	11	12	12	14	16	38	16	11	19	21	31	22	3	45	26	26	27	31	13	19	19	29	29	21	30	24	36	29	26	32	32	36	27	37	37	31	65	49	36	54	40	42	42	43	51	0	25	28	37	54	44	49	41	37	44	65	66	43	70	70	71	54	54	78	78	73	69	47	41	77	78	98	79	37	93	41	85	69	54	71	89	92	87	95	94	98	89	71	89	1	2	1	1	1	1	1	1	3	1	1	1	2	1	1	1	3	1	1	2	1	1	1	1	1	2	2	2	1	1	2	5	1	1	2	2	1	1	2	3	1	1	1	1	1	1	2	2	2	1	1	3	1	2	2	1	1	1	1	1	2	1	2	2	1	2	3	2	1	1	3	2	2	2	1	1	2	1	2	1	2	4	1	2	2	2	2	2	1	1	1	1	3	1	2	2	4	3	2	2	2	1	1	1	2	1	3	3
