step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95
1	-9719.911570011492586	-9718.449487926973234	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.712028909322439	1	8	16	18	30	25	26	35	29	33	35	37	43	38	44	45	39	42	39	41	42	46	43	46	48	46	48	51	52	49	52	55	60	51	54	51	55	54	58	53	57	59	55	61	60	58	57	56	56	63	65	59	61	66	64	60	62	63	65	65	66	64	61	64	66	65	68	67	71	71	68	69	70	74	74	72	73	78	73	79	73	75	87	81	78	81	80	81	86	84	89	89	95	108	105	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	5	4	4	6	5	6	6	6	7	6	7	8	7	7	7	7	7	8	7	8	8	8	8	9	9	8	9	9	10	9	9	9	9	9	10	9	10	10	9	10	10	10	10	9	9	11	11	10	10	11	11	10	10	11	11	11	11	11	10	11	11	11	11	11	12	12	11	12	12	12	12	12	12	13	12	13	12	13	15	14	13	14	13	14	14	14	15	15	16	18	18
500	-1071.025060597028187	-1069.220840337540949	-1.804220259487167	0.000010016436857	0.000018519745172	1.848935448488268	0.271892704009892	0	5	18	14	30	25	22	32	32	33	33	37	39	35	43	35	36	38	40	42	43	47	39	43	43	44	46	46	45	43	48	55	60	52	50	46	50	51	53	54	58	59	54	56	59	56	56	47	50	63	66	60	60	64	63	57	61	61	64	53	66	62	59	64	68	59	70	66	70	71	68	67	65	73	74	68	75	74	73	72	70	68	86	78	76	81	76	83	80	86	79	90	96	107	101	0	1	2	0	4	4	4	6	6	7	7	6	7	6	10	11	11	7	14	7	19	13	7	14	11	18	19	16	11	18	7	26	25	17	7	24	30	11	25	30	18	40	25	37	31	22	11	18	30	17	37	18	44	35	40	37	11	4	16	0	42	66	40	31	23	18	66	44	16	60	62	52	63	13	68	29	18	63	57	39	52	11	16	47	16	23	23	73	16	91	47	0	91	90	91	1	1	3	1	4	3	1	2	2	2	2	1	2	3	2	1	2	4	2	3	1	3	4	1	2	1	1	2	3	1	7	3	2	4	6	1	2	4	2	2	2	1	2	2	3	2	5	2	2	7	3	4	1	3	1	1	4	12	7	1	1	1	1	4	5	3	2	3	7	4	2	2	2	9	2	3	5	2	3	3	1	5	10	3	12	8	7	4	7	2	4	1	5	4	5
1000	-895.676013539016139	-893.424601990109522	-2.251411548906581	0.000010035178690	0.000030321214531	3.021492239307990	0.471418805994694	-7	9	13	19	27	22	25	27	31	27	32	35	29	39	45	37	37	42	34	42	38	41	44	44	45	45	40	52	50	48	52	53	55	52	53	49	54	52	58	49	51	58	54	59	60	55	58	52	57	64	61	53	62	63	63	61	58	64	67	61	63	62	59	64	61	61	64	63	70	71	69	67	69	65	70	71	69	77	67	76	70	74	84	74	77	79	78	82	86	82	84	90	90	108	100	0	1	2	0	4	4	4	6	6	7	7	8	7	19	10	11	11	11	9	13	19	13	11	21	18	17	19	23	18	16	30	26	25	26	13	24	40	23	37	25	22	40	23	40	33	41	40	18	52	34	30	25	37	41	47	49	48	13	55	0	40	48	30	42	30	48	38	33	57	60	62	65	30	13	68	28	52	18	18	68	28	66	78	73	11	16	73	84	78	86	79	0	91	90	93	1	3	1	1	1	1	2	1	2	1	1	2	1	1	2	2	1	2	1	2	1	3	3	1	1	1	2	2	1	3	1	1	2	2	4	1	2	1	1	1	2	2	2	2	1	1	2	3	1	5	2	2	1	2	1	1	1	9	1	1	2	3	2	1	2	2	3	1	2	2	2	1	4	6	2	4	2	5	4	2	3	2	2	1	6	7	3	2	3	1	2	1	2	4	2
1500	-827.033994722735201	-825.206349341906730	-1.827645380828457	0.000009979574237	0.000019026730557	1.906567364999637	0.535246934324162	0	7	13	9	30	22	25	29	24	32	29	39	42	37	41	41	35	38	33	43	41	47	40	46	46	41	45	51	52	46	51	45	58	52	54	54	54	55	53	52	58	60	55	63	62	58	57	55	57	63	63	54	61	66	57	61	61	61	67	59	64	56	60	65	63	62	64	63	69	70	68	70	71	75	70	73	73	77	72	74	73	76	88	78	78	80	79	83	86	84	86	86	85	107	99	0	1	2	0	4	4	4	9	6	7	7	8	7	19	10	11	11	11	8	16	14	13	11	21	16	17	19	18	16	16	16	26	37	26	22	24	30	23	25	30	22	47	18	37	52	35	39	29	30	34	42	25	40	35	37	49	29	35	55	0	42	23	39	37	55	48	38	33	66	60	62	65	63	41	68	29	75	73	69	68	57	66	73	73	76	79	73	84	73	86	86	0	86	86	93	1	1	2	1	3	2	2	1	1	1	1	2	2	2	2	2	1	2	1	1	1	1	2	2	1	1	1	3	2	1	2	1	1	2	2	2	2	2	2	1	2	1	3	3	1	1	1	1	1	1	1	2	2	2	1	1	2	2	2	1	1	3	1	1	1	2	2	1	1	3	2	2	2	3	2	2	1	2	1	2	2	2	4	2	2	3	1	2	2	1	2	1	1	4	2
2000	-838.596873270129208	-836.954537841794604	-1.642335428334657	0.000009914416700	0.000014431482067	1.455605761121665	0.567864024343255	-3	8	11	17	27	21	25	30	31	32	30	38	36	37	43	45	40	41	34	41	42	45	43	45	49	46	40	52	51	46	49	54	57	51	51	50	52	50	54	52	55	51	55	63	57	57	49	56	55	61	66	59	62	61	51	60	57	63	58	60	65	58	62	62	63	63	68	66	66	67	69	71	68	71	75	69	72	71	74	78	67	73	88	77	74	77	81	82	82	83	90	88	95	99	101	0	1	2	0	4	4	6	6	6	7	7	8	7	19	10	18	11	11	8	13	19	13	11	21	13	17	19	23	11	18	18	26	39	26	22	24	47	23	37	47	22	47	25	37	31	22	30	29	47	34	59	39	30	41	47	49	29	41	55	0	44	25	39	30	59	48	38	31	66	60	62	59	63	41	68	48	68	63	66	75	29	76	33	78	66	79	78	84	78	86	86	0	91	90	91	1	1	1	1	2	2	1	2	2	1	1	2	2	1	1	1	2	2	1	1	1	1	2	1	4	1	2	2	3	2	2	2	1	1	2	1	1	2	1	1	2	1	2	2	1	2	1	1	2	2	2	1	4	1	1	1	2	2	2	1	1	2	1	1	1	2	2	1	1	1	2	3	1	3	1	2	1	2	2	1	1	1	4	2	2	1	2	3	1	1	2	1	1	4	2
2500	-830.081433900374577	-828.303014210162132	-1.778419690212402	0.000009986170831	0.000017832992130	1.785768782749536	0.701511825047672	1	7	16	14	31	24	24	29	25	32	31	35	41	38	44	43	38	42	33	34	43	46	40	36	44	44	48	51	53	46	49	54	58	51	50	51	54	54	52	49	53	54	54	55	59	54	58	57	53	65	65	55	60	67	65	59	58	58	59	59	59	64	61	59	63	63	60	65	70	67	66	71	69	72	75	69	70	73	67	72	73	68	87	70	70	77	83	80	84	86	88	88	94	103	106	0	1	2	0	7	4	4	9	6	7	7	8	20	19	10	11	11	23	8	7	24	13	11	19	7	17	14	16	23	25	25	34	39	26	22	24	40	16	25	30	22	40	30	40	25	22	30	29	30	34	42	39	42	35	25	49	48	22	42	0	25	29	33	39	47	48	38	33	66	60	62	65	63	58	68	29	68	63	48	33	48	29	78	63	48	79	73	84	73	86	86	0	91	86	91	1	1	2	1	2	1	3	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	3	1	2	1	2	1	1	1	2	2	2	2	1	2	1	1	2	2	1	1	2	1	2	2	1	2	1	1	1	2	3	1	1	2	1	1	2	2	1	2	1	2	1	1	1	2	1	2	2	2	2	2	1	2	1	3	2	4	2	2	2	2	1	2	2	1	3	1	1	4	2
3000	-806.876393578307329	-805.070149557726381	-1.806244020580964	0.000010514503077	0.000019492872365	1.853903339219531	0.649659416042681	3	7	17	15	32	27	24	33	25	31	28	35	41	36	42	47	39	39	31	37	39	45	39	45	43	46	47	47	52	49	46	52	60	51	49	50	52	53	54	51	55	57	56	61	54	54	57	57	57	59	60	53	56	61	65	60	60	60	61	58	66	60	61	61	63	65	61	68	73	69	65	68	70	71	75	71	73	73	74	80	72	72	82	76	76	78	80	82	84	86	90	86	91	110	104	0	1	2	0	7	9	4	19	4	7	7	8	7	19	10	18	11	11	9	7	19	13	11	21	23	17	14	23	16	25	11	26	52	26	22	24	30	11	25	30	35	30	25	30	31	13	30	29	30	34	42	25	30	35	59	49	29	35	40	0	33	23	39	52	33	48	38	39	57	60	62	65	63	41	42	29	44	63	69	52	66	66	73	73	82	79	73	84	73	86	86	0	91	90	91	1	1	2	1	1	1	2	1	2	1	1	1	3	1	1	2	2	2	1	2	1	1	2	1	1	2	1	2	2	1	3	1	2	1	1	1	1	3	2	1	2	2	3	3	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	1	2	2	1	2	1	1	1	2	3	2	2	2	2	1	4	1	1	2	1	1	1	2	1	2	2	2	1	1	2	1
3500	-794.279091183550008	-792.574830684083395	-1.704260499466618	0.000011228406639	0.000018027659190	1.605540284573407	0.690605336708124	-1	5	13	15	27	22	27	34	27	31	33	35	44	39	43	46	39	37	36	39	40	48	46	44	47	44	44	50	53	48	52	56	61	53	51	47	52	54	59	52	54	58	53	60	60	57	55	55	56	62	59	56	61	66	58	58	58	61	62	63	65	59	63	56	64	66	69	67	68	72	68	67	71	70	72	64	74	75	72	74	72	71	83	78	80	74	79	83	84	82	89	90	93	108	104	0	1	2	0	4	4	4	9	6	7	7	6	20	19	10	18	11	11	8	7	8	20	18	21	11	17	19	16	23	16	16	34	52	26	22	24	30	23	25	30	35	47	25	37	31	22	37	7	30	34	42	25	47	41	25	49	29	22	55	0	39	16	39	31	55	29	37	52	66	60	62	65	63	58	62	48	68	63	69	68	76	66	84	73	82	79	78	84	78	86	86	0	91	90	91	1	2	1	1	2	1	2	2	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	4	2	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	1	3	2	1	1	2	1	1	2	1	2	2	1	2	1	2	2	1	2	2	2	1	1	1	1	1	3	1	1	6	1
4000	-796.221765400448930	-794.110286372590053	-2.111479027858916	0.000012118035313	0.000031937666948	2.635548265356251	0.693246306273244	0	7	12	12	30	22	28	34	26	34	36	39	37	34	43	46	37	41	26	42	38	47	43	43	43	42	47	50	48	48	51	56	60	50	52	45	50	54	58	54	57	57	48	61	60	55	57	59	55	59	65	55	61	59	65	60	62	62	55	58	62	59	59	62	60	67	63	67	66	72	67	66	65	73	73	65	74	74	74	76	73	73	87	78	79	78	80	81	84	84	88	82	94	104	105	0	1	2	0	4	4	4	9	6	7	7	8	7	19	10	11	7	11	6	7	19	20	7	21	11	17	14	11	16	25	23	34	25	26	22	24	30	28	52	30	22	30	25	49	31	22	30	29	40	34	40	30	37	35	59	40	48	35	30	0	44	23	52	31	59	76	38	45	57	60	62	65	63	58	68	29	39	73	69	68	66	76	89	73	82	79	78	84	78	86	86	0	91	86	91	1	1	1	1	2	2	2	1	1	1	1	1	2	2	1	2	2	1	1	2	2	1	3	1	1	1	2	2	1	1	2	1	2	2	1	1	1	1	1	2	2	2	1	1	2	2	2	2	1	1	1	1	2	1	2	1	1	2	1	1	1	3	1	1	1	1	1	1	1	3	2	2	1	2	1	2	4	2	1	2	1	1	1	2	2	1	1	1	2	1	2	1	1	4	2
4500	-814.763845581107489	-812.761627870184611	-2.002217710922906	0.000012669512830	0.000029738490789	2.347248168776046	0.654078342995264	-3	0	16	14	26	23	25	35	28	32	34	32	44	38	41	46	40	40	28	40	42	47	42	46	47	46	45	52	50	49	53	56	59	51	55	52	56	47	55	52	55	60	50	61	58	58	58	52	55	61	56	52	58	63	54	61	62	61	65	66	61	54	59	63	62	57	64	64	71	72	69	69	64	70	70	67	75	78	74	75	69	70	88	76	76	80	82	82	85	86	87	81	96	109	103	0	1	2	0	4	4	4	9	6	7	7	19	20	19	10	18	7	11	6	7	14	13	11	21	18	17	14	11	18	25	25	26	39	26	22	24	30	18	16	30	22	40	25	52	28	22	40	18	30	26	39	25	28	41	40	37	48	22	55	0	47	28	39	42	49	29	38	28	76	60	62	65	63	58	68	29	68	63	69	68	18	66	78	73	82	79	78	84	63	86	86	0	91	90	91	1	1	3	1	2	2	3	1	1	2	1	1	1	2	2	1	2	2	1	3	1	1	2	1	1	2	1	3	2	1	2	2	1	1	2	1	1	2	3	1	1	2	1	1	1	1	2	2	2	4	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	2	3	2	1	1	2	2	1	2	2	3	2	3	1	2	5	3	1	3	1	1	1	1	3	1	1	1	2	6	3
