step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69
11500	-364.148112479711074	-373.198955860162414	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999637089281072	12	8	16	18	25	22	24	21	29	33	31	26	33	46	47	37	42	39	43	39	51	47	45	51	53	56	52	49	57	60	51	54	54	55	59	61	58	55	48	60	58	64	63	56	64	73	62	69	62	67	71	68	73	72	75	79	72	80	77	86	77	81	65	79	85	82	88	96	109	2	0	1	2	2	2	6	1	6	12	12	2	5	17	19	13	16	6	11	11	20	20	18	11	22	14	15	18	20	34	15	15	28	24	33	34	22	28	19	44	38	29	28	31	41	49	26	41	31	36	40	36	50	36	54	55	43	55	54	53	63	43	44	45	66	55	66	65	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12000	-354.909529808216917	-363.960373188668257	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997721434047630	14	11	20	17	24	25	22	26	30	32	31	33	34	44	50	37	32	38	46	41	47	46	49	55	58	56	54	54	57	53	53	47	52	56	64	55	52	59	54	61	62	63	68	59	63	76	62	63	70	67	75	71	71	66	78	82	79	86	67	79	77	72	70	79	87	74	98	93	105	2	0	1	2	4	3	4	2	3	3	8	9	11	9	32	10	6	11	20	13	18	17	14	21	33	37	21	23	33	19	32	20	22	21	25	22	21	28	19	38	27	27	25	21	36	50	38	44	47	40	53	47	50	29	63	57	49	64	44	63	50	48	25	46	52	54	56	65	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12500	-375.410036914368561	-384.460880294819901	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995239060458349	15	11	18	22	26	32	22	28	33	38	34	35	39	39	45	35	43	41	48	39	46	46	50	57	57	50	50	51	54	57	45	60	51	48	58	58	57	55	43	50	63	60	69	70	65	74	56	62	62	68	70	63	73	66	62	72	76	72	57	75	77	77	79	84	84	81	94	90	93	2	0	1	1	1	3	1	1	8	6	5	6	6	11	16	5	11	20	18	6	12	39	10	28	28	10	18	13	34	34	14	23	21	18	29	29	23	23	11	15	32	26	37	49	52	42	40	38	30	54	48	30	50	59	35	50	50	38	40	54	46	44	44	60	46	56	69	66	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13000	-383.369657711767786	-392.420501092219126	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.974233096088382	12	9	17	17	22	27	22	30	28	41	37	32	37	31	41	40	43	39	44	38	49	46	49	63	53	52	49	52	57	63	53	56	52	53	61	57	57	57	47	53	56	60	65	61	60	58	60	69	65	63	57	74	77	64	81	85	66	83	76	84	65	77	70	81	73	75	93	91	106	2	0	1	2	3	7	1	3	5	9	8	9	8	6	8	12	8	13	15	12	20	12	20	25	18	23	11	39	28	51	10	23	15	22	39	25	31	23	14	39	27	25	28	46	39	25	31	47	26	38	21	24	59	41	66	52	47	59	50	59	29	65	49	50	57	45	58	60	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13500	-368.740190107066496	-377.791033487517836	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997384625091736	13	6	16	18	18	27	26	24	33	33	38	37	38	36	49	34	45	37	43	42	46	42	42	50	60	55	46	49	46	60	53	52	55	57	61	62	52	59	45	57	54	61	66	64	66	73	63	66	53	63	72	70	65	72	77	75	77	84	69	85	75	79	77	77	85	72	92	91	105	2	0	2	1	1	3	5	4	4	7	6	9	9	9	19	6	14	10	16	9	14	7	13	20	31	29	19	18	22	37	15	17	24	31	26	31	28	37	13	21	24	41	30	30	31	30	32	33	21	40	35	40	38	50	53	50	47	66	34	54	50	51	45	48	52	47	63	60	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14000	-385.013395014637581	-394.064238395088921	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994640200175666	13	6	20	20	19	28	24	27	29	35	26	33	39	35	48	37	44	31	44	39	48	48	52	59	59	54	48	48	58	61	41	53	55	50	61	58	57	46	51	54	63	57	57	65	66	74	50	66	68	64	71	72	65	69	77	75	71	80	77	82	80	72	80	85	76	75	89	99	111	2	0	1	2	1	3	4	3	11	4	5	5	14	6	38	11	16	4	13	14	17	19	15	33	37	28	20	31	26	22	16	31	40	22	34	47	23	6	31	13	29	34	23	42	25	53	19	37	50	29	30	49	23	41	48	36	29	66	54	46	52	43	49	59	53	29	55	61	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14500	-361.701195720855708	-370.752039101307048	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989610370676510	14	10	18	18	23	28	24	30	28	24	37	31	39	33	48	36	44	33	44	36	50	40	49	62	57	47	49	43	56	60	42	56	54	49	61	53	54	59	52	65	52	61	60	70	69	80	64	74	63	72	76	70	75	65	73	81	73	84	71	75	76	75	69	84	78	76	97	90	116	2	0	1	1	1	10	1	5	7	4	6	9	7	5	13	7	22	10	22	8	31	12	17	25	34	13	20	12	23	23	7	21	23	22	23	19	19	33	23	24	17	32	37	49	43	63	35	49	39	40	63	37	45	36	45	59	47	46	40	59	57	55	35	48	50	52	68	64	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15000	-360.416210666218433	-369.467054046669773	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989256031912680	13	5	19	21	19	28	25	29	23	28	36	32	36	40	45	38	45	38	46	42	49	43	51	53	56	37	52	53	58	58	51	60	55	59	55	63	61	59	55	62	54	56	67	60	69	75	59	70	67	66	75	76	69	70	78	81	72	79	70	83	77	81	73	79	86	83	93	92	105	2	0	1	1	1	9	9	4	1	3	12	9	7	8	16	5	16	8	20	18	20	12	22	15	27	8	17	19	21	41	19	23	23	41	17	47	42	21	22	29	17	20	40	33	40	48	23	49	17	32	30	37	34	32	59	59	34	38	36	58	63	52	53	54	58	63	66	46	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15500	-355.101136698015978	-364.151980078467318	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.980269580679687	13	9	19	20	24	26	24	29	31	38	38	36	31	39	50	38	40	40	45	43	46	49	48	57	58	54	48	48	57	64	55	58	53	51	61	59	61	52	55	61	63	62	68	71	70	75	59	65	64	68	75	72	63	62	76	80	76	88	69	76	80	81	65	81	82	76	94	86	107	2	0	2	2	1	4	3	5	6	13	8	4	7	8	19	8	9	8	17	14	14	11	17	22	34	22	11	16	33	25	28	31	18	17	39	27	24	19	22	28	24	22	25	30	40	48	15	40	54	40	52	31	25	24	59	52	43	61	40	52	50	47	25	43	51	59	61	56	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16000	-354.789768008314979	-363.840611388766320	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.980314017222816	13	10	18	21	26	28	18	25	30	40	36	32	38	41	40	36	40	43	44	42	53	47	47	54	53	50	44	47	56	62	51	55	55	59	50	60	61	54	57	62	56	63	64	69	62	69	61	72	66	67	68	68	70	64	78	83	76	86	74	83	78	74	81	82	82	74	91	96	101	2	0	2	1	4	4	1	7	3	12	12	7	16	11	11	12	9	12	13	16	35	20	19	23	19	27	10	20	20	41	11	17	14	24	17	33	29	31	31	38	31	24	36	45	39	21	29	34	41	42	23	40	37	37	53	57	49	65	45	48	51	54	62	57	61	42	60	58	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16500	-364.677428817071473	-373.728272197522813	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995591751547355	13	8	20	22	17	29	21	24	31	35	31	35	36	45	44	43	44	41	49	42	43	43	48	62	56	56	50	50	52	60	48	58	56	53	50	62	60	61	57	57	62	56	63	62	70	71	63	68	60	64	67	65	69	71	75	78	76	84	70	79	73	78	73	79	82	76	94	91	109	2	0	2	7	2	3	5	5	4	6	4	11	9	21	18	13	12	10	22	9	10	11	21	31	28	14	14	14	21	40	16	14	17	35	15	37	39	40	20	28	33	29	49	28	41	48	26	34	42	39	47	38	24	37	43	46	54	61	52	63	45	51	45	26	36	45	66	64	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17000	-362.169813022948688	-371.220656403400028	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987905639589766	12	9	17	21	18	27	28	24	32	36	36	35	36	44	48	41	46	40	47	43	47	43	44	63	57	51	50	54	58	61	51	54	51	54	54	57	57	55	52	65	58	63	51	67	69	62	57	72	57	64	75	62	74	71	81	85	73	86	68	81	78	78	77	74	84	70	89	97	111	2	0	1	3	1	4	3	3	7	6	5	7	7	11	18	11	7	10	14	9	11	12	18	35	35	23	17	19	15	36	17	19	17	17	33	14	28	27	19	31	26	38	21	32	47	25	39	52	16	36	45	33	24	40	44	63	24	55	38	57	53	54	66	42	51	39	53	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17500	-378.316226084813081	-387.367069465264422	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999831879037794	11	6	17	22	30	31	26	25	30	39	37	35	34	38	51	34	41	42	42	43	52	41	50	61	56	51	49	53	59	55	48	45	53	57	54	52	62	47	50	57	62	53	62	65	68	70	65	68	61	73	72	73	69	69	67	71	66	78	73	82	74	79	77	87	75	75	84	95	107	2	0	1	3	8	8	3	1	4	4	5	9	9	9	17	9	12	14	4	12	39	14	38	26	33	31	22	27	21	39	17	16	38	26	39	31	40	22	22	17	34	6	35	29	39	35	30	30	30	47	41	54	44	47	21	55	37	37	37	61	55	65	54	65	46	35	62	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18000	-362.276551337965429	-371.327394718416770	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994740679996339	14	10	19	19	25	25	22	29	29	37	35	28	35	41	40	42	41	42	37	41	44	46	46	58	51	48	53	52	52	46	50	57	56	54	62	62	57	52	56	67	59	63	64	59	62	77	64	70	64	70	67	70	73	68	68	76	72	84	73	82	80	72	70	82	82	75	90	93	108	2	0	1	1	4	4	4	7	7	8	7	4	8	9	11	11	13	12	7	19	20	18	21	29	19	9	22	15	22	17	22	25	38	26	37	33	29	22	22	45	18	25	31	30	33	47	39	42	24	40	42	42	42	37	28	54	45	50	40	54	53	24	45	48	52	62	65	58	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18500	-370.673694898362896	-379.724538278814236	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997646744145061	12	10	18	22	28	28	23	17	20	38	39	35	37	39	43	34	44	44	49	44	55	49	50	56	56	55	51	49	54	58	48	55	60	60	54	60	60	52	59	66	61	52	67	63	66	67	59	59	66	69	75	61	70	71	66	85	71	82	76	70	75	72	77	79	83	77	95	90	103	2	0	1	3	3	2	8	2	1	12	6	7	6	4	14	6	13	10	18	13	22	17	18	38	38	20	20	15	27	29	20	31	19	35	11	38	30	31	38	42	24	31	26	34	24	36	22	25	29	45	60	23	38	40	39	51	55	54	49	41	33	48	43	45	43	57	68	58	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19000	-364.715322043697313	-373.766165424148653	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999555514384851	12	8	16	22	18	26	22	27	32	32	38	31	38	43	49	33	41	38	33	44	51	49	49	50	53	57	55	47	49	52	53	58	57	55	62	57	60	61	51	67	61	58	65	70	71	80	63	60	62	61	74	65	68	69	75	83	77	88	72	80	79	78	81	75	77	83	93	87	115	2	0	1	5	1	5	3	5	6	8	9	4	16	13	20	6	18	9	8	13	28	14	20	14	28	24	14	6	20	13	18	21	22	39	30	20	36	29	18	49	33	21	41	47	38	35	38	21	26	33	38	48	49	43	54	52	43	60	38	64	44	55	59	44	59	45	55	55	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19500	-360.784290685602457	-369.835134066053797	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993329570946221	14	7	18	23	21	32	25	28	32	38	36	29	28	43	46	35	43	41	40	39	54	44	47	63	58	54	51	55	50	62	54	55	59	60	52	61	62	59	56	65	63	61	68	69	62	74	57	52	64	69	69	76	72	67	75	83	80	85	70	76	76	73	79	85	84	72	92	93	104	2	0	2	5	1	13	5	7	12	13	6	5	5	20	16	12	8	16	12	16	48	16	11	35	27	18	9	23	15	21	18	22	21	22	20	27	31	21	21	25	34	28	45	32	47	40	23	18	39	37	30	66	24	38	51	63	52	61	54	54	44	40	43	61	61	24	57	58	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20000	-380.737186379889636	-389.788029760340976	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991360616722398	9	5	17	16	22	25	24	13	25	41	37	30	41	46	50	39	43	36	36	42	54	47	31	53	50	52	45	48	60	55	51	58	53	52	58	58	59	61	58	65	63	65	63	67	68	75	63	69	65	64	75	76	71	70	78	76	74	86	76	72	80	80	67	86	82	76	94	88	107	2	0	2	2	4	4	3	2	4	4	23	5	5	17	14	5	19	12	12	11	28	20	5	20	17	27	10	20	15	27	16	14	25	28	26	15	31	33	33	38	14	35	35	49	43	53	39	29	21	24	50	42	40	49	51	36	53	38	41	50	42	60	29	61	59	40	55	62	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20500	-368.163816984801940	-377.214660365253280	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.976994571663408	13	7	15	10	20	25	22	19	30	37	31	26	31	43	40	41	43	37	44	44	51	38	50	64	59	48	45	52	48	58	52	54	54	47	59	57	53	57	59	62	58	58	60	63	71	75	64	66	63	73	72	65	76	71	81	82	78	79	72	74	77	75	70	82	77	79	98	90	108	4	0	2	2	4	5	2	1	7	9	5	3	8	22	11	9	18	12	16	10	16	9	34	33	31	15	9	22	10	33	26	34	31	16	32	28	15	21	26	19	20	14	33	35	47	48	38	25	30	44	52	33	63	49	50	65	63	53	52	38	45	48	52	57	45	50	64	64	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21000	-359.033407476678065	-368.084250857129405	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991579092371063	13	1	14	17	21	26	26	28	29	35	37	37	32	36	46	41	41	43	46	39	51	48	50	52	56	55	51	48	59	61	45	59	51	55	55	61	60	52	55	67	58	60	59	68	65	76	63	62	64	68	73	67	73	67	66	84	73	85	78	84	79	80	78	85	83	75	95	93	103	2	0	2	1	4	3	4	4	5	9	7	6	6	5	14	9	13	12	18	10	31	14	16	16	17	31	18	8	28	24	20	27	15	27	33	34	41	28	33	26	24	35	27	29	41	49	42	27	39	42	54	25	39	30	25	59	44	59	36	53	66	53	57	63	62	50	46	61	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21500	-381.443510219576069	-390.494353600027409	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.972421225898209	12	8	20	16	14	32	26	28	31	28	37	22	35	35	46	41	42	38	45	44	51	45	50	58	48	50	49	52	51	57	47	60	59	51	54	59	56	61	54	62	50	59	60	69	64	73	60	72	67	68	72	71	68	69	80	84	77	84	74	81	74	82	78	74	77	73	83	88	96	2	0	2	2	2	7	5	3	12	1	3	5	9	5	20	18	13	6	18	16	17	13	19	31	16	16	16	20	19	23	18	35	34	25	23	14	22	24	34	21	22	28	34	36	42	45	23	38	47	45	38	45	47	45	57	55	64	60	45	59	52	55	31	40	48	50	52	52	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22000	-370.571437427043065	-379.622280807494406	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988746368011701	11	7	17	15	24	31	15	28	30	32	34	27	38	46	46	37	39	46	38	47	51	45	50	59	54	33	53	50	50	59	49	61	55	55	59	50	62	55	58	65	55	58	66	68	68	76	64	69	66	67	74	68	67	66	82	73	75	88	77	78	76	71	78	84	84	69	97	94	102	2	0	1	2	7	5	1	3	3	12	9	7	12	16	11	9	9	9	26	19	14	19	14	41	28	12	29	20	22	38	16	28	19	23	22	13	41	20	15	31	23	28	34	49	38	66	42	32	35	42	66	40	32	27	46	53	44	64	48	57	50	36	57	59	63	37	55	59	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22500	-367.392732176123275	-376.443575556574615	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992793801067975	12	5	11	21	29	31	26	28	28	35	37	34	35	40	48	37	41	45	44	44	53	44	47	61	56	58	50	49	51	56	50	58	54	48	59	58	62	61	47	61	61	64	67	57	70	73	60	63	68	69	70	58	73	56	66	79	70	86	72	83	67	78	65	84	70	79	95	83	103	2	0	2	3	4	4	4	7	4	9	8	8	6	9	22	8	6	16	17	11	14	6	13	21	27	39	18	13	22	33	19	34	28	18	27	15	26	25	14	28	15	35	41	39	42	54	29	54	32	63	38	39	55	23	35	59	42	56	36	66	54	51	35	66	24	65	58	62	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23000	-369.017004878762123	-378.067848259213463	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995348835635898	11	6	19	16	24	23	23	30	33	38	32	28	35	42	43	40	39	31	44	45	50	48	43	54	50	48	50	51	58	63	45	60	56	56	62	57	55	54	54	65	58	57	62	67	65	74	58	72	60	70	70	75	73	69	80	73	80	83	75	82	79	69	76	80	86	81	95	87	117	2	0	1	2	3	3	3	3	5	5	1	5	11	9	10	13	12	3	9	8	26	16	13	16	19	10	20	10	28	41	10	39	26	38	32	24	22	26	27	28	37	26	33	36	37	32	38	29	37	49	45	54	50	35	48	62	46	50	40	57	52	49	32	51	40	63	68	56	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23500	-366.050626562629532	-375.101469943080872	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998237891404393	10	4	16	21	24	27	25	25	29	41	36	30	29	42	47	39	42	44	45	32	52	46	50	62	59	56	50	54	57	61	50	53	53	57	59	57	60	59	56	58	61	61	64	67	70	72	59	67	64	51	74	73	76	65	70	66	74	84	72	82	79	70	70	81	81	71	88	93	112	2	0	1	1	3	7	3	4	4	11	12	7	4	12	14	11	9	17	9	5	17	11	16	38	26	22	10	22	32	21	11	19	22	50	22	27	29	28	31	33	32	28	30	49	21	62	39	35	33	22	43	49	56	26	47	21	44	66	63	62	45	30	48	49	52	44	60	53	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24000	-367.824556129700625	-376.875399510151965	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999110884787045	13	10	15	20	27	30	23	21	32	36	31	29	35	38	47	43	42	45	48	44	51	33	46	54	48	53	54	50	58	60	52	57	51	59	64	52	55	59	57	62	57	52	66	68	66	77	63	70	69	60	75	68	64	70	72	75	71	79	62	83	78	75	74	84	80	76	92	88	114	2	0	2	2	4	8	2	1	8	11	7	5	12	22	10	10	14	13	14	10	20	5	10	19	18	25	33	6	37	41	16	21	18	33	40	23	17	41	27	39	19	23	31	43	35	55	29	45	47	16	48	34	38	43	53	45	53	35	42	51	40	40	45	57	63	48	64	66	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
