step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24
12000	-204.532644757871111	-202.843450542367947	-1.689194215503151	0.000285244650717	0.000059019368312	0.206907888240967	0.427825829249415	4	9	10	11	12	11	10	15	15	18	19	21	17	20	23	22	24	22	24	23	26	27	30	31	0	1	2	3	3	2	2	4	7	7	2	13	2	9	16	2	20	13	13	13	16	20	12	16	1	3	1	1	1	1	1	3	3	4	5	2	4	3	1	5	1	3	4	3	2	2	4	6
12500	-215.770730112334746	-213.719222346986101	-2.051507765348660	0.000280626727128	0.000036795998442	0.131120791018626	0.369636255873638	4	11	9	10	11	12	12	14	16	18	19	22	20	21	23	21	25	22	23	25	27	26	29	32	0	1	1	1	3	3	4	4	7	7	6	13	6	8	16	6	12	13	2	16	22	16	13	19	1	3	3	5	1	1	1	2	2	3	4	1	3	2	1	4	2	1	7	4	1	3	4	4
13000	-223.879923078322491	-222.067505514231414	-1.812417564091086	0.000264998095203	0.000046029444962	0.173697267244180	0.354061235571265	4	11	9	12	10	12	12	15	16	17	19	19	19	20	23	23	22	24	23	24	26	29	31	33	0	5	1	2	3	2	3	3	3	7	3	3	3	7	7	11	13	15	6	6	13	12	17	12	1	1	2	1	1	1	2	2	4	3	6	5	5	4	7	3	2	1	7	6	4	6	5	7
13500	-189.786689665079734	-187.930923152698654	-1.855766512381067	0.000214684117715	0.000035269402815	0.164285104971314	0.471379145624431	5	11	9	11	12	12	12	15	17	18	18	21	21	20	23	22	25	23	23	25	25	28	30	30	0	3	1	3	2	2	3	7	8	8	6	5	11	10	12	12	18	11	16	6	6	21	22	22	1	1	2	1	1	1	2	2	2	1	4	4	2	1	2	1	2	2	1	7	7	1	1	1
14000	-184.312573082069633	-182.473907952256269	-1.838665129813365	0.000205825949004	0.000034555050131	0.167884808978954	0.517308265223683	4	10	11	12	12	11	13	16	17	19	19	21	19	21	23	22	24	23	23	22	25	28	31	33	0	1	2	3	6	2	3	7	8	8	2	11	2	8	10	13	12	20	16	12	20	11	11	23	1	3	1	1	1	1	1	2	1	2	3	1	4	3	2	1	1	1	1	1	1	6	6	1
14500	-209.266184516537720	-207.485147983943989	-1.781036532593722	0.000204231362028	0.000036996775125	0.181151292130349	0.387618775253994	4	8	9	10	12	12	12	15	16	19	18	22	21	20	23	19	24	23	24	22	26	29	30	33	0	1	1	3	4	3	4	3	7	8	5	11	11	8	20	5	12	11	16	5	12	12	12	20	1	2	3	1	2	1	1	2	2	1	3	2	1	3	1	3	1	3	1	7	2	4	3	6
15000	-206.176017431380274	-204.380875964658287	-1.795141466721980	0.000363802503113	0.000064658182124	0.177728799475091	0.440901229667840	5	10	9	11	12	12	12	16	17	19	19	22	21	21	24	22	24	24	24	25	26	28	30	32	0	3	1	2	4	2	3	3	7	3	6	6	11	8	16	5	13	13	3	6	19	16	22	23	1	1	2	1	1	1	2	3	2	5	3	7	2	4	2	4	2	2	5	7	1	3	1	1
15500	-225.482721850695697	-223.544755803516153	-1.937966047179532	0.000290645004541	0.000043234631772	0.148754085211950	0.395590794936658	4	9	10	8	12	12	11	15	16	17	19	21	20	19	24	23	25	23	23	24	26	29	31	32	0	1	4	1	1	2	3	3	3	7	2	9	6	9	7	12	6	5	13	5	12	12	12	23	1	3	2	2	4	1	1	3	2	2	5	2	5	2	6	1	7	7	1	6	2	4	5	1
16000	-210.766583514636380	-209.192216718188973	-1.574366796447400	0.000371773521744	0.000093588077234	0.251734111656781	0.533747445959278	5	11	10	11	11	12	13	14	17	18	20	22	20	20	23	23	24	24	24	22	27	30	30	29	0	1	1	1	1	3	2	2	5	7	9	13	3	5	10	14	12	9	15	6	12	11	18	21	1	2	2	2	4	1	1	2	3	2	2	1	4	3	4	1	2	3	1	5	2	4	2	1
16500	-201.841483981033804	-199.954691707184224	-1.886792273849571	0.000238310450946	0.000037676426899	0.158098089064330	0.248795649962901	3	10	11	12	11	12	13	16	16	18	19	21	20	19	23	23	23	22	23	25	27	30	30	31	0	1	1	1	1	2	2	2	7	9	3	4	4	8	7	5	5	13	4	18	18	16	12	16	1	3	5	5	3	1	2	3	1	1	4	4	4	1	5	6	6	1	6	2	3	4	4	4
17000	-226.912450824478015	-224.932815066443425	-1.979635758034578	0.000271284204312	0.000038477338962	0.141834055761282	0.207932131773034	5	8	9	10	11	13	12	14	16	19	19	21	20	20	23	20	24	23	24	24	25	29	30	32	0	1	2	3	4	2	2	3	7	7	6	5	6	6	16	6	6	6	18	2	16	11	13	11	1	1	1	1	1	4	1	2	2	4	3	5	4	5	3	4	8	5	1	6	3	5	5	8
17500	-208.896616050796041	-207.088918751233109	-1.807697299562921	0.000255866699386	0.000044720863655	0.174781883542897	0.394732993015108	5	10	9	10	11	13	13	15	16	17	20	22	19	18	24	21	23	22	23	22	26	29	31	33	0	1	1	1	1	4	2	4	4	7	5	6	2	9	18	6	5	5	5	16	20	17	11	17	1	3	2	3	3	1	2	3	3	2	5	5	5	2	1	3	5	7	5	1	2	3	5	5
18000	-206.661069657298981	-205.032656734564739	-1.628412922734244	0.000238353099390	0.000054424742099	0.228336624271076	0.515834032576739	4	9	10	11	11	12	12	16	16	19	20	18	19	21	22	20	22	24	23	25	24	29	31	31	0	1	2	3	3	5	4	7	2	9	6	9	2	9	13	12	12	6	16	11	11	18	11	18	1	2	1	1	1	1	1	2	4	1	3	1	6	3	1	1	3	5	1	1	2	2	5	2
18500	-201.765279725391565	-200.048313047755329	-1.716966677636249	0.000261830036355	0.000051948095428	0.198403881200210	0.493132152283998	4	9	10	11	12	13	12	15	17	19	17	22	20	19	23	22	25	23	22	24	26	29	31	32	0	1	2	3	4	5	3	4	7	8	2	6	11	8	2	8	18	16	11	18	18	16	16	23	1	2	1	1	1	1	1	3	2	2	5	3	2	1	7	4	1	1	2	1	2	4	5	1
19000	-206.969416302669714	-205.261660076529722	-1.707756226139990	0.000320677061501	0.000064503218903	0.201146968857838	0.425208940901979	5	9	7	10	9	12	13	16	16	17	19	21	20	20	23	22	23	23	23	24	25	29	29	32	0	1	1	5	3	2	2	6	2	7	9	2	11	8	10	13	16	6	12	6	11	17	12	18	1	2	2	1	1	2	2	2	4	2	1	5	1	3	4	2	1	5	1	5	3	3	4	6
19500	-215.417257214713828	-213.445596595059158	-1.971660619654673	0.000303572475197	0.000043445745095	0.143114902188765	0.273367320430513	4	11	11	10	11	13	12	15	16	18	19	20	20	20	24	20	24	21	22	24	26	29	30	32	0	1	1	1	1	4	5	2	4	7	5	2	5	3	19	5	5	5	5	6	19	18	11	20	1	4	4	4	3	2	1	2	2	4	4	4	5	5	2	5	7	5	5	5	2	4	8	4
20000	-227.347199786543570	-225.559213051552945	-1.787986734990612	0.000254608627798	0.000045689426388	0.179449639171293	0.362887989756074	5	9	9	11	11	12	12	14	15	19	20	21	19	20	23	22	21	24	23	25	26	29	30	32	0	1	1	3	3	5	3	4	3	4	4	4	2	9	8	17	6	13	12	18	20	17	17	11	1	2	1	1	2	1	2	2	3	4	6	5	4	2	7	1	5	2	1	1	1	4	5	6
20500	-198.077567641784412	-196.437571263728302	-1.639996378056121	0.000318830533030	0.000071388897735	0.223908598265775	0.384554525149597	5	9	8	12	10	12	12	15	17	18	19	22	20	20	22	20	21	22	22	24	24	29	30	33	0	1	1	2	3	5	2	4	8	7	2	6	6	8	10	10	13	13	13	13	10	20	22	20	1	2	2	1	1	1	1	2	1	4	6	4	3	2	2	1	1	1	1	3	4	2	1	4
21000	-219.125213587116491	-216.980780529969167	-2.144433057147334	0.000387087650847	0.000046122548354	0.119152724850571	0.333135815511489	5	9	10	11	12	12	12	16	16	18	19	21	20	20	24	22	24	23	23	25	26	28	30	33	0	1	1	1	1	1	2	7	7	4	8	11	4	3	16	3	16	4	11	17	13	21	11	17	1	2	3	4	5	4	2	2	2	2	1	1	3	3	1	5	1	5	2	1	3	2	6	3
21500	-170.870851866204021	-169.250270297024912	-1.620581569179105	0.000179929280584	0.000041642048027	0.231435639003160	0.403794035716334	4	10	8	11	12	12	13	16	16	19	19	21	21	21	23	23	24	24	24	25	26	29	31	32	0	3	1	3	2	2	4	7	7	8	6	11	11	8	4	13	12	11	16	17	11	21	22	22	1	1	2	2	1	1	1	2	2	2	3	1	2	2	7	1	1	3	1	1	4	2	1	2
22000	-197.385571218217251	-195.805785802885168	-1.579785415332094	0.000184304279214	0.000045920269853	0.249154659068994	0.449273678661968	3	9	10	11	11	12	13	15	16	18	19	22	20	21	23	21	24	23	22	25	24	29	28	33	0	1	2	3	1	2	3	7	7	9	6	13	2	9	2	11	12	12	13	18	13	11	13	11	1	4	1	1	3	1	2	1	2	1	4	2	4	2	6	1	1	1	1	1	2	6	4	6
22500	-194.970314864447772	-192.744020730898939	-2.226294133548822	0.000161883047450	0.000017811009679	0.110023933692064	0.325066071539499	5	10	9	11	11	13	12	15	16	18	19	22	20	21	21	22	25	23	24	25	27	28	31	32	0	1	1	2	3	5	3	7	3	7	2	13	2	10	7	11	12	13	13	13	12	11	20	11	1	2	2	1	1	1	2	1	4	2	5	1	4	1	4	2	1	2	2	4	3	5	3	6
23000	-218.507768463263147	-216.794965634790685	-1.712802828472476	0.000366331709411	0.000073132580913	0.199634863796827	0.355874809228163	5	11	10	10	11	12	12	14	17	18	20	21	20	20	24	22	23	24	22	25	27	28	28	30	0	1	1	1	1	3	4	5	4	3	10	10	9	7	16	4	13	12	13	18	17	13	11	13	1	4	3	3	2	1	1	2	2	5	2	1	2	4	1	6	2	2	1	1	1	4	4	6
23500	-179.726619433975458	-177.543799668759391	-2.182819765216077	0.000210979958517	0.000024204610057	0.114724688674107	0.590089083023915	5	9	11	11	11	11	13	13	15	18	18	21	21	20	23	22	23	24	23	24	26	28	30	32	0	1	1	2	2	2	3	3	3	8	2	11	11	9	9	12	12	12	11	11	18	11	22	23	1	2	3	1	1	1	1	1	3	3	3	2	1	2	4	1	1	1	3	3	1	4	1	1
24000	-196.928114675202551	-194.913153856182333	-2.014960819020228	0.000153734393145	0.000020967798428	0.136389769385123	0.470506306162294	5	10	7	11	10	11	12	14	17	18	20	21	21	20	23	23	25	24	23	22	25	27	29	32	0	3	1	3	1	2	3	3	8	8	2	6	11	8	9	13	11	20	12	11	20	11	22	23	1	2	1	1	3	1	3	4	2	1	3	5	1	2	3	1	2	1	1	2	2	3	1	2
24500	-183.287399276360162	-181.637368932888819	-1.650030343471356	0.000217244879988	0.000047840396181	0.220214148126197	0.575340815013890	5	10	9	12	11	13	11	16	15	17	20	21	21	21	23	22	25	23	23	25	26	28	30	32	0	3	1	5	3	2	3	7	7	8	6	5	11	8	14	13	6	11	16	11	18	18	22	23	1	1	2	1	1	2	1	3	3	1	4	3	1	2	1	1	5	2	1	3	1	2	1	1
25000	-182.881751303661872	-180.944468722129841	-1.937282581532027	0.000220497856581	0.000032826057399	0.148872455761233	0.744926127995400	5	7	10	12	11	13	13	16	17	18	19	22	21	21	21	22	23	22	24	24	26	30	31	32	0	1	2	3	2	5	3	3	7	8	6	11	11	8	9	13	12	11	11	18	18	20	12	23	1	1	1	1	1	1	2	2	2	1	3	2	1	2	2	1	1	1	2	2	2	3	3	1
25500	-184.580338894355492	-182.994998211297457	-1.585340683058045	0.000215127429055	0.000053043971861	0.246570007805296	0.533594089601712	5	10	10	12	11	13	13	15	15	17	19	20	20	20	24	21	24	23	23	24	26	28	29	31	0	1	1	2	1	3	2	4	7	8	6	6	11	8	8	13	18	11	16	12	18	20	12	22	1	3	4	1	3	2	2	1	1	1	2	3	1	2	3	1	1	2	1	2	2	2	5	1
26000	-171.684667158001275	-170.102033652199225	-1.582633505802060	0.000225010957788	0.000055762697631	0.247822142435340	0.552977580823557	4	9	10	11	11	12	11	15	17	18	19	19	21	20	23	22	24	22	23	24	26	28	30	33	0	1	2	3	3	5	3	7	4	7	6	9	12	8	14	13	18	12	16	12	17	17	22	23	1	2	1	1	1	1	1	1	3	4	4	2	1	3	2	1	2	2	1	3	1	2	1	2
26500	-177.472181550319476	-175.886998801589925	-1.585182748729562	0.000178468472025	0.000044017941263	0.246642674548886	0.435519385944551	4	10	10	12	11	12	12	15	15	18	19	21	21	20	24	22	24	23	24	25	26	29	29	32	0	1	1	2	3	5	3	3	7	8	2	6	11	8	8	13	11	11	16	17	17	11	17	23	1	2	2	1	1	1	1	3	3	2	4	3	1	2	4	1	3	2	1	1	1	5	2	2
27000	-197.360049691968186	-195.615318865732775	-1.744730826235400	0.000182955626411	0.000034863588327	0.190557617774097	0.394805888980583	4	9	9	12	11	12	12	15	16	19	19	20	21	21	23	22	25	22	23	25	27	30	31	32	0	1	1	5	1	2	3	3	8	7	6	2	5	8	12	11	12	11	12	18	17	17	13	17	1	2	2	1	3	2	1	3	1	3	4	6	6	3	2	2	3	1	2	1	1	3	8	3
27500	-185.378804917645652	-183.139214066703516	-2.239590850942125	0.000183586255843	0.000019946269880	0.108647947464116	0.423337420025980	4	10	8	11	10	12	12	15	16	19	20	21	20	20	23	23	24	23	23	25	26	28	30	32	0	1	1	3	3	5	4	4	4	8	6	6	6	8	9	11	13	13	13	18	11	12	22	22	1	3	2	2	1	1	1	2	2	3	4	5	3	3	5	1	2	1	2	1	3	3	1	4
28000	-192.396037420473874	-190.708317571376341	-1.687719849097520	0.000243630253541	0.000050523919936	0.207379499063513	0.390100883948803	3	11	9	11	12	12	12	14	16	18	18	21	21	21	23	23	24	23	23	24	26	29	30	33	0	3	1	3	2	2	3	3	7	9	3	6	11	10	7	13	13	12	12	18	20	12	17	12	1	1	2	1	1	1	2	4	2	1	3	4	2	1	5	1	1	1	1	1	2	5	2	5
28500	-205.756858628808232	-203.965089410774681	-1.791769218033542	0.000308646374690	0.000055104501366	0.178536039572491	0.461590746203347	5	10	10	9	10	12	13	14	17	18	16	20	20	20	23	22	23	22	23	24	25	29	31	32	0	1	1	1	1	2	4	2	7	8	6	6	4	3	13	12	14	6	11	17	20	13	17	18	1	2	3	2	2	1	2	1	1	2	3	4	6	4	1	1	1	4	4	1	1	3	4	4
29000	-198.980926063160240	-196.934806100077594	-2.046119963082656	0.000286188046176	0.000037741270475	0.131875775313456	0.384884341629455	4	9	10	12	11	13	13	16	16	19	20	20	19	20	20	22	23	24	24	25	27	29	30	32	0	1	2	3	2	2	2	6	7	8	6	5	6	8	8	11	13	13	12	17	17	11	18	18	1	2	1	1	1	2	2	1	2	2	3	4	5	2	2	1	2	2	2	1	3	3	3	4
29500	-204.298858120500739	-202.116260988018155	-2.182597132482580	0.000200091591950	0.000022960428854	0.114749593574667	0.342176023947959	5	10	9	10	11	13	12	16	16	18	20	22	20	18	24	22	24	22	23	25	26	30	31	32	0	3	1	1	1	5	3	5	7	7	3	6	6	8	9	5	18	11	11	18	16	12	16	12	1	1	3	2	3	1	2	2	3	2	4	5	4	1	3	6	1	1	2	1	1	4	5	4
30000	-198.950329545738583	-196.692198141916975	-2.258131403821594	0.000270418835392	0.000028873930156	0.106774848409288	0.395534305399219	5	10	10	12	11	11	13	15	16	18	19	22	20	21	24	21	24	24	23	25	26	28	29	31	0	1	1	5	3	3	3	3	8	8	6	16	11	8	2	2	16	16	16	16	11	11	11	18	1	2	3	1	1	1	1	2	1	2	3	1	1	3	5	5	2	2	1	2	2	4	4	4
30500	-208.143285416820476	-206.305633432634437	-1.837651984186031	0.000234271767715	0.000039381682935	0.168102555928410	0.349637365936426	4	9	9	12	12	11	12	14	16	19	19	20	19	20	24	22	24	24	23	22	25	28	29	32	0	1	1	2	6	2	3	7	7	8	6	6	2	8	11	11	20	13	20	11	13	11	18	18	1	4	3	2	1	1	2	1	1	2	4	4	4	4	2	1	1	3	1	2	3	4	3	3
31000	-216.062880972204823	-214.290376659520973	-1.772504312683857	0.000281599770461	0.000051612179525	0.183282036916534	0.246282158257127	4	8	11	11	12	13	12	16	16	17	19	21	20	20	21	21	25	24	23	24	25	29	29	32	0	1	1	1	3	5	4	4	2	3	6	13	4	7	7	3	16	13	11	16	12	12	21	21	1	4	4	3	1	1	1	2	5	3	3	1	5	3	4	4	2	2	2	2	3	5	3	3
