step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98
24500	-561.014314222283360	-567.869802173242761	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.565185481053848	0	2	3	4	6	7	6	8	7	9	9	8	8	8	8	8	9	9	10	9	11	10	11	12	12	12	11	12	10	13	13	14	14	15	13	11	14	13	15	15	16	17	18	15	16	17	14	18	16	17	17	19	17	18	18	19	20	18	19	20	18	19	20	21	19	20	20	22	20	20	19	22	20	20	20	21	21	21	23	22	20	22	23	23	22	24	25	25	23	25	26	25	24	27	25	27	26	30	0	1	2	3	4	4	4	5	5	6	16	9	7	4	5	5	4	9	16	6	8	8	9	15	18	8	22	12	15	21	27	26	28	47	18	20	28	15	30	35	47	25	47	23	28	40	29	24	14	24	38	42	34	44	44	51	45	40	49	50	26	34	51	54	44	42	44	65	58	47	51	59	29	61	43	15	55	70	53	55	55	75	80	71	59	62	59	55	51	54	67	53	73	89	89	84	83	97	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	2	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	2	2	1	2	2	3	2	2	1	1	1	2	1	2	1	1	2	4	2	1	2	2	2	3	2	2	2	1	2	4	1	1	5	1	1	3	2	1	1	1	1	2	2	3	4	2	4	3	3	2	2	1	2	2	2
25000	-554.144228042297300	-560.999715993256700	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.654422661544031	1	2	3	4	7	7	6	7	7	9	9	8	8	10	8	9	9	10	10	10	11	9	12	12	12	11	10	13	11	12	12	13	14	15	14	15	15	13	14	15	17	16	17	15	15	18	16	17	18	16	16	19	17	17	18	18	19	19	19	20	18	19	21	19	19	20	20	21	19	20	20	20	22	22	21	21	21	21	22	23	22	23	24	22	22	25	23	25	24	24	26	24	24	25	26	27	27	29	0	1	2	3	4	7	4	7	7	15	5	7	7	22	7	4	5	10	11	12	14	9	27	22	18	12	12	20	7	21	20	31	23	16	25	26	26	5	16	35	37	35	23	27	38	40	8	34	22	14	38	42	37	37	51	51	45	40	50	29	36	43	56	54	51	42	56	51	40	47	54	59	59	49	62	60	64	70	53	68	56	75	71	54	72	62	59	81	68	68	83	50	72	81	89	51	83	83	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	4	1	2	2	2	1	1	2	1	2	3	1	2	4	1	4	2	1	2	1	1	1	2	3	1	1	4	1	1	1	2	2	2	1	2	1	2	2	1	2	1	1	1	1	1	2	1	2	1	2	2	2	3	2	2	1	2	1	3	2	2	1	6	2	2
25500	-561.268459414593167	-568.123947365552567	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.638079572529913	1	2	3	4	6	8	5	7	7	8	8	9	9	9	7	10	9	10	9	9	10	10	11	11	12	13	12	12	12	13	14	12	12	15	13	15	14	13	15	16	16	17	18	15	17	18	16	16	17	13	17	20	17	17	18	17	18	18	17	19	19	19	20	20	20	18	20	22	19	20	21	22	21	20	20	22	21	21	22	22	22	23	23	22	22	24	25	26	23	24	27	26	24	26	25	28	27	31	0	1	2	3	4	9	4	4	5	7	7	9	15	15	4	7	6	8	8	9	14	14	14	16	9	20	20	12	22	14	20	16	18	50	18	12	20	27	24	35	37	25	50	37	38	40	20	39	50	23	44	66	50	44	51	44	45	40	34	53	50	8	55	54	56	35	37	51	58	26	54	59	59	53	43	75	55	62	50	71	44	75	80	54	59	61	73	84	55	71	83	85	70	81	89	90	83	91	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	3	1	2	1	1	1	1	1	1	2	2	2	1	1	2	2	1	1	1	1	2	4	1	2	2	1	2	2	1	2	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	4	6	2	2	1	3	3	2	1	4	2	2	2	2	1	1	2	2	4	1	3	2	1	2	2	2	2	1	2	1	2	2	1	2	1	2	2	2
26000	-594.852031387849138	-601.707519338808538	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.619971350236481	-1	1	2	3	6	7	5	7	8	9	9	9	8	9	9	10	9	10	10	8	8	10	12	11	11	12	11	11	11	13	13	14	15	16	15	14	14	12	16	14	16	16	18	14	17	17	16	18	16	15	17	19	17	17	17	17	19	19	19	19	18	20	20	20	18	17	19	20	18	19	21	21	22	19	19	21	21	21	21	22	21	22	24	21	20	22	24	25	25	24	26	25	25	26	25	27	27	30	0	1	2	3	7	5	4	5	6	21	8	5	4	5	7	5	8	8	11	5	4	21	5	9	13	13	12	12	12	24	27	31	14	22	10	26	24	28	22	25	37	25	39	27	38	40	23	53	16	23	44	66	9	44	44	47	45	46	34	50	47	75	56	54	56	18	54	55	40	49	54	85	72	53	53	47	63	70	62	67	56	9	67	54	70	34	72	81	68	51	67	85	72	68	68	90	83	97	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	3	1	2	1	1	1	1	1	1	1	4	3	2	1	2	1	2	2	1	2	1	2	3	1	2	1	2	1	2	1	3	1	2	1	2	1	2	2	1	1	1	2	1	3	2	2	2	2	2	1	1	1	1	2	1	1	1	1	2	5	2	2	1	3	2	2	2	3	4	2	2	3	2	2	1	2
26500	-615.015485596704707	-621.870973547664107	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.488945303586838	1	2	3	4	6	7	5	8	8	9	9	7	7	9	9	9	10	10	9	9	10	10	12	10	13	11	12	12	12	12	14	14	14	15	14	14	14	13	15	15	17	16	16	14	16	18	15	17	17	15	18	18	17	18	17	20	18	19	16	18	18	17	20	20	18	20	21	23	19	19	20	23	21	21	20	21	21	21	21	23	21	22	24	22	22	24	24	25	24	23	28	25	25	26	25	27	25	30	0	1	2	3	7	4	4	5	7	7	7	4	4	13	4	5	15	10	9	12	8	8	6	7	18	9	15	15	5	14	27	14	21	6	22	28	27	21	23	35	37	25	9	29	36	40	29	24	34	8	44	42	9	37	34	65	45	40	23	47	23	50	51	51	55	42	51	63	46	53	55	31	21	61	62	60	63	70	49	71	44	62	67	71	48	34	73	68	53	71	83	73	85	88	89	90	67	97	1	1	1	1	1	1	1	1	1	2	2	1	2	1	3	1	1	1	1	1	1	2	2	2	2	1	2	1	2	1	2	2	2	5	2	1	1	2	2	1	2	2	5	2	1	2	1	2	1	3	2	1	6	2	2	1	1	2	3	3	2	1	1	1	1	2	2	2	1	1	2	4	4	1	1	2	1	1	3	1	5	3	2	2	3	4	2	1	4	1	3	2	1	1	1	2	2	2
27000	-549.997586904506989	-556.853074855466389	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.626329454435387	0	2	3	4	7	7	6	9	7	8	9	8	9	9	8	9	7	10	10	10	11	9	12	12	12	12	12	13	11	13	13	13	15	15	14	15	13	13	14	16	17	15	17	14	15	18	16	17	18	14	17	18	17	18	16	18	20	19	19	19	19	20	19	20	19	19	20	20	19	20	20	21	21	22	20	21	21	21	21	23	22	22	24	23	23	24	23	24	22	22	27	25	26	26	25	27	27	30	0	1	2	3	4	7	4	9	4	5	12	4	5	5	7	4	4	16	11	15	14	5	17	22	18	12	12	20	22	8	26	27	30	29	25	9	27	8	23	35	37	25	29	26	38	40	34	8	28	30	55	42	50	55	44	55	45	46	49	49	26	43	54	44	56	42	54	44	46	59	54	21	59	62	43	62	63	70	49	51	68	61	80	71	34	72	59	81	41	71	83	72	87	88	81	90	83	97	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	1	1	1	1	2	4	1	1	2	2	1	1	2	1	1	1	2	1	4	1	2	1	1	2	2	2	1	1	1	1	3	2	1	1	1	2	1	1	1	2	1	1	1	3	2	1	5	1	2	1	3	1	1	1	4	1	2	2	1	1	1	2	4	1	2	1	2	3	2	1	1	2	1	2	3	2	1	1	2	2	1
27500	-595.798233884858973	-602.653721835818374	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.491339016800068	1	2	3	4	6	7	5	9	7	7	8	8	7	9	6	9	9	9	10	9	12	8	11	11	12	12	11	11	11	13	13	13	13	15	14	14	14	13	15	14	16	15	18	15	17	17	16	18	17	16	18	18	18	18	16	20	20	18	19	20	18	19	21	19	18	19	21	23	19	20	20	22	21	21	20	20	18	22	22	22	22	21	25	22	22	25	23	25	25	23	27	24	25	26	26	27	28	30	0	1	2	3	7	7	4	5	5	4	4	15	7	15	4	15	5	10	11	7	14	13	5	22	18	12	7	12	9	21	28	8	14	23	25	28	31	16	20	25	5	20	30	37	47	40	8	7	27	23	55	41	39	44	44	55	38	35	50	62	23	34	44	44	55	42	64	55	42	39	54	59	28	62	49	49	44	73	76	51	56	50	67	54	59	34	59	81	81	64	83	59	43	81	81	71	91	83	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	2	1	1	2	2	1	2	2	2	2	3	1	3	1	1	2	2	2	1	1	1	2	3	1	6	3	3	1	1	2	2	5	2	3	2	2	1	1	1	2	5	2	1	1	3	2	3	3	1	2	1	2	1	3	2	3	5	1	2	2	2	1	1	3	2	2	2	2	1	4	2	2	2	2	1	2	4	2	1	2	1	3
28000	-582.869908320753098	-589.725396271712498	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.466883620004984	1	2	3	4	6	8	6	7	6	7	9	8	7	9	7	8	8	10	10	8	11	9	10	10	12	12	12	12	11	13	13	13	14	15	15	14	14	13	14	13	16	17	19	15	17	16	15	17	17	15	17	19	17	17	18	19	19	18	19	18	17	18	20	19	17	19	20	23	20	20	20	22	22	21	21	20	19	21	22	22	21	22	23	21	21	24	24	26	24	24	28	25	25	25	23	27	26	30	0	1	2	3	4	7	4	9	4	9	15	15	5	9	4	8	15	10	11	7	9	5	16	5	10	21	20	12	5	24	12	12	23	9	40	30	28	15	27	25	37	25	30	27	15	40	7	28	50	38	37	42	50	34	44	65	45	40	28	33	50	50	64	51	44	42	65	84	58	29	54	85	59	50	62	50	44	47	43	64	51	50	67	54	59	62	30	84	51	71	83	59	72	81	81	90	83	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	2	3	1	2	2	3	1	2	2	2	4	1	1	1	3	1	1	1	3	3	1	5	2	5	2	1	1	2	1	1	1	2	1	1	2	3	2	1	2	1	2	1	2	1	1	2	4	2	1	1	3	2	3	2	3	2	1	1	2	1	2	1	3	4	2	3	2	2	3	2	2	1	1	2	5
28500	-552.758950144160963	-559.614438095120363	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616482569456095	1	2	3	4	7	7	5	8	6	8	7	8	7	10	9	6	10	11	9	9	9	10	10	11	12	13	12	12	11	12	12	12	13	15	13	14	13	12	15	15	16	15	17	15	16	17	16	17	17	16	17	17	17	18	18	20	18	17	18	18	18	19	19	20	19	19	21	21	20	20	19	20	21	21	20	22	21	21	22	22	23	22	24	22	22	26	24	24	24	23	28	24	26	26	25	26	28	30	0	1	2	3	7	16	4	2	4	4	7	9	4	3	7	7	10	10	11	12	13	4	12	15	14	12	24	20	9	21	14	20	29	18	22	26	31	22	21	35	14	25	13	37	38	35	24	39	34	24	44	42	50	51	51	55	45	42	39	34	50	49	55	55	44	52	54	65	58	47	44	28	59	61	62	53	71	43	62	64	55	62	80	64	59	50	59	68	84	71	83	59	87	88	88	84	83	91	1	1	1	1	1	1	1	3	1	2	1	1	2	4	2	1	1	2	1	1	1	3	1	1	1	2	1	2	2	1	1	2	2	1	1	1	1	1	3	1	3	2	4	2	3	2	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	5	2	1	1	3	1	2	1	1	2	2	1	2	2	3	2	2	1	2	2	2	1	1	1	2	2	1
29000	-551.521008711074160	-558.376496662033560	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.678824154839341	0	2	3	4	6	7	5	8	7	9	7	8	9	9	9	9	10	10	9	9	11	10	11	12	13	12	12	12	11	11	14	14	13	15	14	14	15	12	15	16	16	16	18	15	16	18	16	18	18	14	17	19	17	17	16	17	19	19	18	20	19	18	20	19	19	20	20	21	19	21	20	22	21	21	20	22	21	22	23	22	22	23	24	23	22	25	23	26	24	24	26	24	24	26	25	28	27	30	0	1	2	3	4	7	4	5	4	7	7	5	4	4	4	4	13	5	11	12	14	7	15	17	10	16	16	12	8	9	27	22	12	50	25	26	26	22	23	35	37	25	32	18	38	40	27	24	50	33	55	46	50	44	44	37	45	46	47	53	48	34	51	54	56	52	54	51	35	53	64	59	43	53	62	49	63	29	43	68	56	76	67	64	47	78	59	81	68	71	83	73	59	81	89	90	83	91	1	1	1	1	1	1	1	1	2	2	1	1	2	2	3	2	1	3	1	1	1	2	1	1	2	2	1	2	2	1	1	2	3	1	1	1	2	1	2	1	1	2	2	2	2	2	2	3	2	1	1	1	2	1	1	1	2	1	1	2	1	2	1	1	1	1	2	2	1	3	1	2	2	1	1	2	1	5	3	1	2	1	2	2	3	1	2	2	2	2	1	2	2	2	1	2	2	2
29500	-523.753848720367273	-530.609336671326673	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635750104987143	0	2	3	4	6	8	6	8	7	8	8	9	8	9	8	9	9	10	9	10	11	11	11	11	13	11	11	12	11	13	13	14	14	14	15	15	15	13	13	15	16	17	18	15	17	17	16	18	17	16	17	19	16	18	17	19	19	18	17	19	18	19	21	17	19	19	20	20	20	20	20	20	21	20	21	21	21	22	22	23	21	22	25	23	22	25	23	24	23	23	26	24	26	23	25	27	27	31	0	1	2	3	4	7	4	7	4	9	5	4	5	8	5	7	9	10	9	16	14	12	15	16	18	12	12	18	16	21	27	28	16	16	25	20	31	12	24	25	44	25	34	26	36	40	29	53	34	34	44	42	34	64	44	51	45	46	16	49	34	49	56	44	51	42	54	34	58	47	64	59	72	61	62	49	56	70	43	67	44	75	67	54	72	92	72	81	81	71	80	72	92	81	81	84	91	83	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	2	1	3	2	1	2	2	2	1	1	1	1	2	2	1	2	2	2	2	1	1	1	2	1	1	1	1	1	3	1	2	1	1	1	1	1	1	3	1	2	2	1	1	1	1	2	1	1	2	2	4	1	2	2	2	1	2	1	1	1	1	2	1	1	2	2	1	2
30000	-573.634770620028462	-580.490258570987862	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.582917636931865	0	2	3	4	6	7	5	9	7	7	9	8	8	9	6	9	9	10	10	10	10	10	11	10	13	11	13	12	11	12	12	13	14	15	14	15	14	13	15	15	16	16	17	15	17	17	16	17	16	16	18	19	18	17	18	20	19	17	19	19	19	20	20	20	19	20	20	23	20	20	21	22	20	20	21	21	21	22	23	23	22	21	23	22	20	25	24	24	25	23	27	26	25	26	26	27	27	28	0	1	2	3	7	4	4	9	7	7	9	9	4	12	4	9	9	10	15	9	14	5	24	13	18	15	20	20	16	16	22	20	32	8	18	28	38	24	27	25	37	25	23	24	47	40	12	22	21	8	44	42	39	37	44	51	45	40	50	53	48	53	65	54	44	52	54	71	58	47	54	73	53	50	49	47	43	70	36	67	51	36	67	54	29	76	72	55	55	54	83	72	72	88	89	77	83	83	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	2	2	1	1	1	1	2	1	3	2	2	1	2	1	1	1	2	4	2	1	2	4	3	2	3	2	1	2	1	2	1	1	1	2	1	1	1	1	2	2	1	3	2	2	3	2	2	1	2	3	2	3	1	3	1	3	2	1	2	3	3	2	3	3	2	2	2	2	1	1	2	2	2
30500	-584.598614230623184	-591.454102181582584	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.493111495835618	1	2	3	4	7	7	5	7	6	9	9	7	8	8	7	10	10	10	10	9	11	11	12	11	13	12	11	12	11	12	13	14	15	14	15	14	14	14	15	14	16	16	18	15	16	17	16	17	17	16	17	19	16	17	18	20	18	18	19	19	17	17	19	21	19	20	20	21	18	19	20	23	22	21	20	21	22	21	21	22	21	21	24	23	22	25	23	25	23	24	26	24	26	27	26	25	27	30	0	1	2	3	7	7	4	4	4	5	4	9	9	4	7	9	9	14	11	12	14	5	22	15	10	16	7	12	20	16	22	31	5	30	18	26	27	16	22	25	32	18	53	38	38	40	20	20	50	34	44	42	34	44	44	44	33	40	48	53	42	13	44	54	37	42	55	51	46	50	54	50	59	61	60	43	55	70	75	71	65	15	71	68	59	76	62	68	81	71	83	85	47	88	89	90	83	91	1	1	1	1	2	2	1	2	1	1	3	1	1	2	1	2	2	2	1	2	2	1	1	2	2	1	4	2	1	1	1	1	3	1	2	1	2	2	2	1	1	3	2	1	1	2	2	4	1	1	2	2	1	1	2	2	1	2	2	1	1	5	2	2	2	2	1	2	1	2	2	3	2	2	1	2	2	2	1	1	1	7	2	1	2	2	2	2	1	2	1	2	4	1	2	1	2	2
31000	-552.410319360212497	-559.265807311171898	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605119815366718	-1	1	3	4	7	7	6	9	7	8	8	8	9	9	9	9	9	9	10	9	11	10	10	11	12	13	10	12	12	12	14	13	13	13	13	14	14	13	14	15	16	16	19	15	16	17	16	18	16	17	18	19	17	18	17	19	18	16	19	19	19	17	20	20	20	20	20	22	20	19	20	22	20	21	20	21	21	20	22	21	21	23	24	23	23	25	24	25	24	24	26	26	23	26	25	28	28	30	0	1	2	3	4	7	4	9	7	7	3	7	5	5	9	5	9	10	11	12	14	7	13	16	18	20	12	12	23	21	20	27	30	14	22	13	27	28	23	35	37	7	30	36	38	40	29	24	20	34	55	42	34	41	44	44	45	35	50	49	23	28	55	44	51	52	54	51	42	47	54	73	59	50	62	61	55	70	50	64	55	61	80	71	72	75	73	56	81	51	83	73	61	88	68	84	91	91	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	2	1	1	2	1	1	2	2	1	2	1	1	2	1	1	1	2	3	2	1	2	1	2	4	3	1	2	1	2	4	3	1	1	1	2	1	1	2	1	2	1	1	4	2	2	3	1	1	1	3	2	2	1	1	1	2	1	1	2	1	3	1	2	2	2	2	1	2	3	2	1	2	1	4	3	1	1	2	2	2
31500	-593.739455333882916	-600.594943284842316	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.580676401202998	1	2	3	4	7	7	6	8	8	9	9	9	8	10	8	10	9	11	10	9	11	11	10	11	11	12	12	12	11	12	14	13	14	15	14	14	15	13	15	15	16	16	18	16	16	17	14	17	18	16	16	20	17	18	17	17	18	17	20	19	18	20	20	20	18	19	20	22	19	20	20	23	21	22	18	21	22	22	23	22	22	22	24	22	22	23	24	23	24	23	27	25	26	25	26	27	27	29	0	1	2	3	4	4	4	4	7	6	5	8	7	15	5	7	5	12	11	6	14	16	9	13	6	7	14	20	16	6	12	23	9	36	25	27	22	20	27	18	39	18	39	32	36	40	29	39	39	34	37	42	34	55	44	31	45	40	49	26	34	53	56	44	56	25	51	55	58	53	56	61	70	61	23	49	63	70	60	54	55	61	67	54	75	50	73	81	81	54	80	85	59	68	89	90	83	67	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	3	1	1	1	2	3	2	3	1	2	1	2	3	2	2	1	2	1	2	1	1	2	1	2	1	1	2	1	1	1	2	1	1	2	3	2	2	2	2	1	3	1	2	1	2	2	2	1	1	3	2	2	1	2	2	2	2	2	2	2	5	2	1	1	2	2	2	2	2	2	2	2	4
32000	-551.171126734011523	-558.026614684970923	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.599689760168805	1	2	3	4	6	7	5	8	7	8	9	8	9	9	7	9	10	9	10	9	11	10	12	11	12	12	12	13	10	13	14	13	14	15	14	15	13	12	15	15	16	17	18	14	16	17	16	17	16	17	15	18	18	17	17	19	19	18	20	19	18	18	20	19	20	19	21	21	19	21	20	22	21	21	21	21	21	21	23	23	22	22	24	23	22	23	24	26	24	23	28	24	23	24	25	28	28	31	0	1	2	3	4	5	4	7	7	15	5	5	7	9	4	9	15	7	11	12	14	8	24	13	18	15	20	20	8	15	23	27	9	33	18	26	27	12	28	25	37	25	28	12	28	35	22	30	34	34	27	42	21	44	44	55	45	40	43	49	26	50	51	55	56	52	64	64	58	47	54	73	43	50	62	48	55	47	59	67	71	62	67	64	73	62	72	63	55	64	67	85	72	81	89	84	83	67	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	2	2	1	3	1	1	3	1	2	2	1	2	1	2	1	2	2	3	1	2	3	1	1	1	1	1	3	2	2	1	1	2	2	2	3	1	2	1	1	1	1	1	1	2	2	1	1	2	1	2	2	4	2	1	1	2	1	2	1	3	1	3	3	2	3	2	1	1	1	2	2	3
32500	-570.552278435320886	-577.407766386280286	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.639247845982234	1	2	3	4	6	8	5	9	8	8	10	7	7	10	8	9	10	10	8	10	11	9	11	10	13	11	11	13	10	12	13	13	13	14	14	14	14	13	15	16	17	16	18	15	16	17	16	17	17	16	18	19	16	17	17	20	19	18	18	19	19	19	20	20	19	19	21	22	20	19	21	23	20	22	20	21	21	21	22	22	22	22	23	20	22	25	24	25	25	23	27	24	24	26	26	24	28	31	0	1	2	3	4	7	4	5	13	7	15	4	7	9	4	5	16	10	7	6	7	4	7	9	9	16	20	26	15	16	27	27	23	23	25	26	8	21	16	25	37	25	34	32	37	42	23	31	15	34	44	49	34	44	44	55	45	40	49	48	50	34	49	54	55	42	65	56	58	37	54	73	59	75	61	61	63	73	75	44	55	62	67	54	59	49	73	68	81	71	83	79	73	81	89	71	83	91	1	1	1	1	1	2	1	2	1	2	1	3	2	1	2	2	1	1	2	1	2	3	2	1	2	1	1	1	1	2	1	1	1	1	1	2	2	1	2	2	2	2	2	1	2	1	3	2	4	1	2	1	2	1	1	1	2	1	1	1	1	2	1	2	2	2	1	1	1	2	3	2	1	1	1	1	1	1	1	3	2	1	1	2	2	3	2	1	2	1	2	1	2	2	1	1	3	2
33000	-612.646723918225007	-619.502211869184407	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.592812446166927	0	2	3	4	5	6	5	7	8	6	10	8	7	9	9	10	9	11	10	10	11	10	9	11	13	12	11	11	11	13	13	13	13	15	13	14	14	13	15	15	15	16	18	15	15	14	17	17	17	15	17	20	17	17	18	17	19	19	20	19	19	19	20	20	20	19	20	21	18	19	21	22	20	22	20	21	22	20	22	22	23	23	22	22	22	24	24	25	23	24	28	25	25	25	25	26	26	30	0	1	2	3	4	7	4	4	4	3	9	4	5	4	5	9	4	8	12	23	22	15	5	5	18	8	20	14	22	14	22	27	29	21	18	20	26	27	28	46	27	25	50	21	26	35	28	27	37	27	41	66	29	44	51	44	45	69	39	21	33	50	55	37	56	25	54	51	42	34	54	73	49	43	34	34	51	47	62	54	71	62	67	54	59	62	73	65	68	84	83	59	62	81	89	71	83	83	1	1	1	1	1	1	1	1	2	1	1	2	1	3	1	1	2	2	1	1	1	1	2	3	1	3	1	1	1	2	2	1	1	2	1	2	2	1	2	1	2	2	1	2	2	1	4	3	1	3	1	1	4	2	1	1	2	1	2	3	3	2	1	2	2	2	2	2	1	2	2	1	1	2	3	2	2	2	1	2	1	2	1	2	2	4	1	1	1	1	4	2	4	1	1	2	3	2
