step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107
1	-6187.975090946968521	-6194.830578897927808	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.619417721988989	0	0	2	3	2	3	4	5	5	4	5	4	5	4	6	4	4	5	6	6	6	5	7	7	8	6	6	8	7	6	7	6	7	9	7	8	8	8	7	8	8	7	7	8	10	8	9	10	9	9	10	9	9	11	9	10	9	9	9	10	10	9	11	11	10	11	10	12	11	10	11	11	10	11	11	12	11	12	11	12	13	15	13	13	14	14	13	14	14	14	17	17	17	17	18	19	21	23	22	22	23	25	24	25	27	27	28	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	3	3	2	3	2	3	2	3	2	2	3	3	3	3	3	4	4	4	3	3	4	4	3	4	3	4	5	4	4	4	4	4	4	4	4	4	4	5	4	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	6	6	5	6	5	6	6	5	6	6	5	6	6	6	6	6	6	6	7	8	7	7	7	7	7	7	7	7	9	9	9	9	9	10	11	12	11	11	12	13	12	13	14	14	14
500	-767.892392998943819	-774.747880949903220	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.341896470224099	0	0	1	3	2	3	2	4	3	3	4	4	5	5	6	4	4	4	5	6	6	5	5	5	9	7	6	9	6	6	7	7	7	9	8	7	9	9	8	8	7	7	8	8	10	8	9	10	9	10	9	10	9	12	9	9	9	9	9	10	9	8	10	11	10	11	11	13	10	11	11	11	11	11	8	10	12	13	11	13	14	16	13	13	15	14	13	15	14	15	17	15	17	17	18	20	20	23	21	23	24	26	24	23	27	27	29	0	0	1	3	2	2	2	7	2	3	1	10	0	7	14	7	1	4	7	8	6	17	4	3	19	13	4	19	16	18	8	22	10	5	8	21	17	10	11	23	23	23	24	24	26	5	31	17	35	36	42	6	29	36	22	17	32	23	32	14	24	10	2	35	55	23	24	67	22	49	36	0	43	21	0	35	56	11	60	52	61	81	4	55	34	12	17	66	67	58	55	77	52	48	84	92	94	77	62	84	94	92	97	92	38	38	94	1	1	1	2	1	2	1	1	1	2	2	1	1	1	1	1	2	1	1	1	2	1	2	3	3	1	2	3	1	1	2	2	2	3	2	1	2	3	2	3	2	1	2	2	2	3	1	2	1	2	1	3	1	3	2	2	1	2	1	3	2	2	5	1	1	4	2	1	2	2	2	1	1	3	1	1	2	3	1	2	2	1	5	2	4	6	3	2	2	4	4	2	3	4	3	3	2	8	5	6	5	6	2	4	9	8	7
1000	-633.421324363588610	-640.276812314548010	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.644352492325081	0	0	3	1	2	3	5	4	6	3	4	3	5	4	6	4	5	4	6	6	6	5	5	6	8	7	7	9	5	6	7	5	6	9	6	9	8	7	7	8	8	7	7	8	9	8	9	9	9	10	11	9	10	11	9	10	9	9	9	11	10	9	12	11	10	11	11	11	11	8	11	12	11	12	10	12	12	12	10	11	13	16	12	12	14	13	14	13	15	15	17	15	18	17	19	20	21	24	23	22	24	25	22	25	27	28	28	0	0	1	1	2	5	16	2	7	1	1	4	0	2	6	2	3	12	6	8	6	10	3	22	9	13	33	15	6	18	35	11	11	46	8	21	32	32	3	23	23	23	24	22	26	29	31	17	70	21	23	9	7	50	17	38	22	23	43	52	37	24	80	47	39	58	48	55	48	35	36	0	44	9	0	35	56	48	52	52	69	41	41	38	79	48	56	41	67	88	77	44	63	92	91	94	95	95	95	92	91	100	95	103	91	94	91	1	1	2	1	1	1	1	3	1	1	2	1	1	2	2	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	1	1	2	2	1	1	2	1	2	1	2	1	2	3	2	2	1	2	1	2	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	3	1	3	1	1	1	1	1	4	2	2	2	2	2	2	2	1	2	3	3	1	1	1	1	2	2	5	3	2	2	2	5	7	7
1500	-641.004804041200032	-647.860291992159432	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.722347085844806	0	0	2	3	2	4	3	4	4	3	6	4	4	4	7	3	5	4	6	5	6	6	7	6	8	6	7	6	7	6	6	6	5	9	7	8	9	8	8	8	8	8	7	8	10	9	9	8	10	8	11	10	10	10	8	11	10	9	8	11	10	10	10	10	10	11	11	13	11	9	11	10	11	11	11	11	11	12	11	12	14	13	14	14	14	15	14	13	15	14	16	16	15	17	18	20	20	23	23	21	22	24	23	25	27	28	28	0	0	1	3	2	7	2	7	5	1	3	3	0	2	28	2	10	3	5	8	2	10	33	10	9	13	33	14	19	18	8	10	4	6	31	21	3	43	32	23	23	23	10	24	26	29	31	32	70	21	42	21	29	36	43	22	55	23	24	63	22	55	9	35	11	23	32	67	55	35	36	0	44	36	0	64	59	38	52	52	69	41	88	22	52	61	78	66	67	58	81	56	80	91	91	94	94	100	97	95	95	97	97	95	104	95	105	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	3	2	1	2	1	1	1	1	1	1	2	2	1	2	1	2	3	1	1	1	1	1	2	1	2	1	2	2	1	2	1	2	1	1	1	2	1	1	1	1	2	1	3	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	3	2	2	1	1	1	4	1	2	1	1	2	1	2	1	2	1	3	2	2	4	2	4	1
2000	-624.769904873938685	-631.625392824898086	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.629812603114405	-1	-1	3	4	1	4	3	5	5	4	5	1	5	4	7	5	5	4	3	7	6	5	5	6	9	6	6	9	7	7	8	7	5	9	7	7	7	8	6	9	8	7	7	8	9	9	9	11	9	6	10	9	10	11	9	10	10	9	9	10	9	9	11	10	10	10	11	12	10	11	11	10	10	11	11	13	11	13	10	12	13	15	12	13	13	14	13	14	15	15	16	16	17	18	19	19	22	22	22	22	24	25	24	26	27	27	28	0	0	1	1	2	5	2	19	2	3	3	1	0	2	14	19	10	12	2	19	9	10	4	22	9	13	3	15	16	18	19	22	3	2	8	50	17	32	3	23	23	4	24	24	26	29	8	37	35	9	41	9	14	50	10	38	38	23	43	52	4	22	25	31	38	41	62	55	32	8	25	0	44	52	0	35	38	77	9	34	48	41	58	56	79	65	59	23	67	88	81	56	34	92	91	92	95	95	95	92	97	99	100	100	104	103	103	1	1	2	3	1	1	2	1	3	1	1	1	1	3	1	1	1	2	2	2	1	1	1	1	2	1	2	2	1	2	3	1	1	6	1	1	1	1	2	2	2	1	1	1	1	1	3	2	1	1	2	2	3	2	2	1	1	2	1	1	2	2	1	2	1	1	1	1	1	3	1	1	1	1	1	2	2	1	2	2	2	3	1	2	2	2	1	5	2	1	1	3	3	1	2	2	2	2	2	2	2	1	1	2	1	1	3
2500	-596.284359489357371	-603.139847440316771	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623362258698111	0	0	3	4	3	2	3	5	5	5	5	4	5	2	7	4	4	5	5	7	5	6	6	6	7	6	6	8	8	6	8	6	6	9	6	7	8	8	7	9	9	7	7	8	10	8	9	9	9	9	11	9	9	11	10	11	9	10	9	10	9	9	11	11	10	10	10	13	11	10	12	12	9	12	11	12	10	13	11	12	11	15	13	12	14	15	13	12	14	15	16	15	17	17	18	19	21	24	21	23	24	24	23	26	27	27	29	0	0	1	3	2	2	6	5	7	17	1	1	0	2	19	5	3	3	2	8	5	17	3	10	9	13	4	14	19	18	35	17	12	7	8	21	22	22	12	23	23	23	24	24	26	16	31	22	35	36	42	25	16	50	48	77	38	42	43	9	17	10	52	49	39	23	3	67	39	49	36	0	44	60	0	19	38	62	52	52	4	88	41	37	79	39	69	23	67	88	92	56	63	92	69	94	92	99	96	96	95	99	97	103	100	104	106	1	1	2	1	2	1	1	2	2	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	3	1	1	1	1	1	3	1	1	1	1	2	1	2	1	1	1	2	2	1	2	1	2	2	1	2	1	1	1	1	1	1	3	2	3	1	1	2	2	2	2	2	1	2	1	1	1	1	2	1	2	1	1	4	1	2	2	2	4	1	3	1	2	1	2	3	1	4	2	3	1	1	2	3	2	1	2	2	1	2
3000	-597.962190811008554	-604.817678761967954	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.662416276230057	0	1	2	2	3	3	4	4	5	4	6	2	4	5	6	5	3	5	6	6	7	5	5	8	7	6	6	8	6	6	8	6	7	8	6	9	7	8	7	8	8	7	6	8	9	9	10	10	10	9	10	9	8	11	10	9	9	9	10	9	10	8	8	11	10	10	10	11	12	11	11	10	10	12	8	12	12	13	12	12	13	15	13	14	15	14	14	13	13	15	17	16	17	17	19	19	21	23	22	22	24	23	23	26	27	27	28	0	0	1	1	2	2	2	2	6	17	1	1	0	6	14	6	3	12	2	8	9	17	4	43	9	13	3	15	16	18	35	10	11	6	6	21	22	22	3	23	23	23	10	22	26	19	31	32	35	21	42	63	7	36	32	38	38	23	43	6	37	17	9	35	39	40	39	11	59	31	50	0	44	60	0	35	38	56	63	52	55	88	41	69	63	65	56	40	67	83	37	81	80	92	92	94	84	95	95	97	97	95	97	103	104	104	106	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	2	2	1	1	2	1	1	1	2	2	1	2	1	3	1	2	1	1	2	2	3	1	2	1	2	1	1	2	1	1	1	1	1	1	2	1	3	2	1	2	2	1	1	2	1	2	1	2	4	1	1	7	2	2	1	2	1	3	3	2	1	1	2	1	2	1	1	1
3500	-600.111504937229142	-606.966992888188543	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.682376366873561	1	1	3	3	3	4	4	5	6	4	5	4	5	3	5	3	4	5	5	6	5	5	6	8	8	7	7	8	6	6	8	7	8	9	7	7	8	8	8	9	7	7	7	8	10	8	9	10	9	9	10	9	9	10	9	9	9	9	9	11	10	9	11	11	10	10	8	12	11	10	11	9	11	12	10	12	11	12	11	13	14	15	14	12	13	15	13	13	14	14	17	17	15	18	18	19	20	24	20	23	23	26	23	26	27	26	28	0	0	1	1	2	2	2	2	19	1	12	3	0	2	14	2	1	12	2	19	7	10	4	43	9	13	4	15	19	18	35	10	27	19	8	19	22	17	11	41	23	23	17	43	26	16	31	22	8	36	42	25	5	36	24	22	32	41	43	52	32	17	52	49	56	58	11	37	22	49	50	0	44	52	0	34	62	38	52	63	48	58	58	55	79	65	84	41	67	58	61	87	80	62	92	91	95	97	95	96	99	98	91	98	98	100	106	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	2	1	1	1	2	1	2	1	1	2	2	2	1	1	1	1	1	2	2	1	2	2	1	2	1	3	2	1	2	1	1	1	1	2	2	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	3	1	1	2	3	2	1	1	2	1	3	2	2	2	2	2	4	1	2	1	2	1	2	3	1	2	2	1	2	2
4000	-609.587695457415748	-616.443183408375148	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635134271755889	0	0	2	3	2	2	4	5	5	2	4	2	5	4	6	4	4	6	6	6	6	5	6	6	8	6	5	9	6	6	8	7	8	9	7	8	8	9	8	8	8	8	8	7	9	8	10	8	9	10	10	9	10	12	9	11	10	10	10	10	11	8	12	12	11	11	10	13	12	10	11	10	10	10	10	12	11	12	12	12	12	14	13	14	15	13	13	14	14	14	18	18	16	17	19	19	22	23	21	22	23	25	23	26	28	26	29	0	0	1	1	2	2	6	16	6	1	4	1	0	6	14	6	10	12	2	8	9	10	4	17	7	13	4	15	16	12	8	22	23	25	8	21	32	10	11	23	23	23	24	24	26	6	49	17	35	36	42	16	9	36	32	48	38	23	43	9	62	32	60	47	39	23	38	67	55	49	36	0	38	52	0	49	37	37	9	52	56	66	58	48	79	65	55	83	67	66	78	77	52	62	91	92	95	96	95	91	92	99	100	103	98	98	106	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	4	1	1	2	1	2	1	2	2	1	2	1	1	1	2	2	2	1	2	1	2	1	2	2	1	1	2	2	2	1	2	2	1	2	1	1	1	1	2	1	2	4	1	1	2	2	3	2	1	1	1	2	1	2	3	3	4	1	1	2	3	1	1	2	3	1	2	2	1	1
4500	-631.482546987010778	-638.338034937970178	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.620744076723537	1	0	2	3	3	3	4	5	5	3	5	4	4	3	6	5	4	5	6	7	6	6	8	8	8	7	7	9	8	6	7	7	7	9	5	8	5	8	7	7	7	5	7	8	10	9	9	8	9	9	11	8	10	11	9	9	8	10	10	10	10	9	11	11	8	11	11	12	12	10	10	12	11	12	11	11	11	13	11	12	14	16	13	12	15	13	13	15	14	14	17	16	17	17	18	20	21	23	22	23	23	26	24	25	28	27	28	0	0	1	3	2	2	2	5	6	1	3	3	0	2	5	14	3	12	7	8	5	37	33	43	19	13	3	15	16	18	35	37	4	5	5	21	17	37	11	4	4	3	37	43	26	16	31	37	8	36	42	9	5	36	37	32	10	33	43	52	32	17	52	70	3	23	39	39	37	19	21	0	55	63	0	35	56	38	52	52	84	58	58	61	63	65	37	83	67	83	92	84	63	87	91	94	95	95	96	97	97	98	100	103	103	103	104	1	1	1	1	2	2	2	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	3	2	2	1	1	1	2	3	1	1	1	2	1	2	2	1	1	1	1	2	1	2	3	1	3	1	2	2	2	1	4	2	2	2	1	2	2	1	3	1	2	3	3	2	2	1	1	1	1	3	1	3	1	1	1	3	1	1	2	2	3	1	2	1	1	2	2	2	1	3	2	2	1	2	1	2	1	1	2	2	2
