step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95
1	-6148.377279628388351	-6146.915197543869908	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.608074503024824	0	4	5	7	5	8	9	8	9	10	11	13	12	11	12	14	12	14	14	14	15	14	14	15	16	16	18	15	17	18	18	20	18	17	20	19	21	20	21	23	22	23	25	27	28	29	29	30	31	31	33	30	31	32	33	33	33	34	34	35	34	34	34	36	34	34	34	35	35	37	38	36	37	36	38	37	37	38	38	37	37	39	39	40	39	41	40	40	40	42	43	43	43	44	44	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	3	4	5	4	5	5	6	7	6	6	6	7	6	7	7	7	8	7	7	8	8	8	9	8	9	9	9	10	9	9	10	10	11	10	11	12	11	12	13	14	14	15	15	15	16	16	17	15	16	16	17	17	17	17	17	18	17	17	17	18	17	17	17	18	18	19	19	18	19	18	19	19	19	19	19	19	19	20	20	20	20	21	20	20	20	21	22	22	22	22	22
500	-1241.688981383302234	-1238.852811577651210	-2.836169805651023	0.000010005784282	0.000048806067086	4.877785259849963	0.133940242016812	-1	3	5	7	6	7	7	8	8	10	11	14	12	12	11	15	10	15	12	13	12	15	14	16	16	16	15	15	17	15	19	21	19	16	20	19	21	17	18	24	22	23	25	27	28	28	30	30	30	31	34	31	32	33	34	34	33	33	35	35	34	34	35	36	35	34	34	36	35	38	39	36	38	37	39	37	37	38	39	37	38	40	39	41	39	40	40	41	40	43	43	44	44	44	44	0	1	2	2	3	5	3	6	5	6	6	10	8	6	9	10	9	13	8	5	15	12	17	23	13	6	21	17	17	21	6	30	23	21	30	17	29	21	21	38	38	27	38	32	38	38	38	27	30	34	30	39	30	30	27	38	42	21	30	38	35	30	38	39	27	42	38	39	21	39	21	38	38	38	38	38	21	30	30	38	42	39	39	42	38	39	38	38	30	30	21	39	38	42	44	1	2	1	2	1	1	1	1	1	2	3	3	2	3	1	4	1	1	2	5	1	1	2	1	2	5	2	4	3	2	6	3	3	2	5	4	3	4	3	4	1	5	5	3	7	7	6	10	8	10	11	7	12	8	9	11	5	11	12	11	10	12	13	8	13	6	11	15	12	12	17	12	15	12	16	10	17	12	17	11	12	16	14	9	12	16	15	17	19	18	18	20	20	12	9
1000	-956.748716045203764	-954.967697475263662	-1.781018569940124	0.000010045183974	0.000018002156368	1.792118134871931	0.191189766694582	1	4	5	8	6	8	9	9	9	10	11	14	11	12	11	13	10	14	14	14	12	14	14	16	17	16	17	16	17	16	18	20	18	18	18	19	22	21	22	24	22	20	26	26	28	30	29	30	31	31	33	29	31	32	34	33	33	33	34	35	34	34	35	36	34	35	35	35	35	37	39	36	38	36	39	38	38	38	38	36	36	39	39	40	39	42	40	41	39	43	44	44	44	45	44	0	1	2	2	3	5	3	6	6	8	8	10	6	6	9	10	9	13	13	6	15	16	17	23	14	14	21	17	17	21	20	27	17	30	30	23	29	35	35	42	42	21	35	42	40	44	38	38	40	43	38	42	48	35	56	38	53	40	40	42	35	44	58	42	43	43	54	42	38	52	42	42	42	39	42	42	42	42	35	62	27	27	47	40	52	42	42	42	42	42	43	42	42	64	43	1	1	1	4	1	1	2	1	1	1	1	2	2	3	1	3	1	2	1	3	1	1	2	2	2	2	3	3	3	2	3	2	3	1	1	3	3	2	2	2	1	6	3	4	1	2	4	4	5	3	6	4	1	6	1	9	1	5	6	8	9	6	1	9	4	5	1	7	9	3	12	9	11	7	12	11	8	12	9	1	13	15	7	8	7	15	11	14	10	17	9	18	18	6	12
1500	-912.840322840819908	-910.957925377319498	-1.882397463500385	0.000009976025937	0.000020375984366	2.042495127180457	0.235143792046851	0	3	5	8	6	7	10	8	9	11	11	14	12	12	12	14	11	14	14	14	14	15	15	14	16	17	18	15	18	17	18	20	18	18	19	20	21	21	22	23	22	20	26	24	28	28	29	29	32	31	33	30	31	32	33	33	34	35	34	35	35	33	33	36	33	34	34	35	36	38	39	36	38	36	37	38	37	37	37	38	37	39	39	40	39	41	40	39	40	42	43	44	43	45	44	0	1	2	2	2	5	3	6	6	6	6	10	8	8	9	10	9	13	13	6	15	16	17	17	18	14	21	17	24	21	20	30	23	30	21	28	29	35	35	35	42	30	44	39	40	40	40	40	44	35	48	42	46	48	53	38	53	35	50	42	40	46	48	39	52	52	62	51	59	52	38	48	44	47	42	48	45	42	45	62	39	38	74	58	81	39	61	42	39	42	40	44	42	75	44	1	1	1	3	1	1	4	1	1	2	2	2	2	2	2	2	1	2	1	3	2	1	3	2	1	3	2	2	2	2	2	1	1	1	2	3	2	2	2	2	2	3	1	2	2	3	4	4	4	6	1	4	2	3	1	8	2	7	2	9	6	4	2	6	1	2	1	1	2	2	9	4	8	4	10	7	4	9	6	3	7	7	2	3	1	13	3	12	9	15	10	15	17	5	10
2000	-792.558248387044728	-790.621086764253732	-1.937161622790947	0.000010088282863	0.000021996847682	2.180435261412389	0.477732085007549	0	3	5	7	5	8	10	8	9	10	12	13	12	12	12	13	12	15	14	14	14	15	14	15	16	16	18	15	18	17	18	20	18	18	21	20	22	20	22	24	21	24	25	27	28	29	29	31	31	31	33	31	31	33	34	32	33	33	34	36	34	33	33	37	34	35	34	36	36	37	38	36	37	36	39	38	36	37	39	37	37	38	39	40	40	42	40	41	41	43	43	41	43	44	45	0	1	2	2	2	5	3	5	6	6	8	10	6	5	9	10	9	13	13	6	15	16	17	17	13	14	21	23	24	21	26	27	24	30	38	33	29	21	35	39	38	39	38	38	42	39	45	40	43	45	56	40	46	53	50	40	48	50	52	38	53	53	46	48	58	52	62	61	58	50	56	48	67	59	72	45	58	49	45	67	35	45	70	58	82	47	64	45	69	38	35	43	57	64	84	1	2	1	2	1	1	3	2	1	1	2	2	2	3	2	2	2	2	1	4	1	1	1	2	2	1	2	1	2	2	1	1	1	1	1	1	2	3	1	1	1	2	2	3	2	4	1	3	4	2	1	4	2	1	2	5	2	1	2	9	2	1	3	4	1	2	1	1	2	3	4	2	3	2	2	4	2	3	7	2	8	5	1	3	1	9	1	7	2	12	9	10	6	3	2
2500	-723.804047289525101	-722.170937444420474	-1.633109845104681	0.000010108356250	0.000014487518694	1.433222013047271	0.395285901073608	0	3	4	7	6	9	9	7	9	11	10	14	11	9	13	13	11	15	14	13	16	14	14	15	17	16	19	15	17	18	18	20	16	17	20	20	21	19	21	24	22	22	25	27	28	30	29	31	31	32	33	30	29	32	33	32	33	35	34	36	34	34	34	35	33	33	34	36	35	37	38	37	37	34	39	38	38	38	37	37	37	39	39	40	38	39	41	40	39	42	41	43	44	43	43	0	1	2	2	3	8	3	5	8	14	8	10	6	8	9	10	9	6	13	14	15	16	17	23	18	20	21	17	24	21	26	27	28	21	38	33	29	21	38	38	39	38	35	42	35	45	45	46	45	40	53	42	42	45	46	53	53	65	47	53	54	53	55	53	50	52	54	56	65	47	60	64	67	52	64	53	65	50	44	67	47	74	81	44	74	27	75	74	79	42	52	53	90	64	65	1	2	1	2	1	2	2	1	1	2	1	2	1	1	2	1	1	4	2	2	2	1	3	1	1	2	2	2	2	1	1	1	1	1	1	2	2	2	2	2	1	2	2	2	4	1	1	1	1	4	2	5	4	2	2	1	2	1	4	6	1	2	1	2	1	1	1	2	1	4	2	1	3	1	2	4	3	4	4	2	5	3	1	7	1	10	2	4	1	13	5	7	1	2	4
3000	-655.318039587763565	-653.632755801018902	-1.685283786744666	0.000010282643686	0.000016036849291	1.559603714897676	0.503967733454575	0	3	4	7	6	7	9	9	9	10	11	13	12	12	13	14	12	12	14	14	15	15	13	16	14	17	18	15	17	17	17	20	16	18	19	19	19	21	22	24	22	22	24	28	28	28	29	30	31	31	32	30	29	32	34	33	33	34	34	36	34	35	35	35	33	35	34	35	35	37	38	37	38	35	39	36	38	38	39	37	37	39	40	40	39	39	40	39	41	42	43	44	44	44	42	0	1	2	3	3	3	3	6	5	5	8	10	8	8	9	10	9	8	13	14	15	16	17	23	13	20	21	23	24	21	14	35	17	30	21	33	29	35	35	42	35	35	35	40	43	43	45	46	53	42	48	47	43	53	46	50	53	65	52	56	53	67	55	53	50	59	53	56	58	74	60	64	80	47	64	56	65	58	58	67	74	74	81	79	70	47	64	74	58	53	79	64	90	64	78	1	1	1	2	2	1	3	1	2	2	2	1	2	1	2	2	1	1	1	1	1	1	1	2	1	2	2	2	1	1	3	1	2	1	3	2	1	2	2	1	1	2	3	2	2	2	1	2	1	3	1	1	2	2	2	1	1	1	2	2	2	1	1	2	1	1	3	1	1	1	2	1	1	3	2	2	3	2	3	1	2	1	2	1	1	5	2	2	3	8	2	6	1	4	2
3500	-613.815944547831691	-612.219561259839224	-1.596383287992478	0.000010394039780	0.000013966949607	1.343746022026491	0.574612002604894	-1	3	5	8	5	7	9	9	9	11	12	14	12	11	13	13	11	13	13	14	15	15	13	15	16	16	18	15	18	19	18	21	17	17	19	20	21	21	21	22	22	24	25	28	28	28	29	30	30	31	31	31	30	33	33	33	33	34	35	35	34	34	35	34	34	34	35	35	34	37	39	36	38	36	37	37	37	39	38	36	37	39	40	40	39	41	39	40	38	42	43	44	44	45	45	0	1	2	2	2	5	3	6	6	6	8	10	6	8	9	10	9	14	13	14	15	16	17	23	13	20	21	17	24	21	20	27	28	21	27	33	24	35	35	35	38	35	38	38	40	40	42	44	44	49	48	47	46	53	51	51	53	50	52	56	53	53	55	54	50	47	45	48	50	59	60	64	80	47	64	56	69	79	69	67	74	81	74	89	81	74	75	82	47	64	89	87	90	90	78	1	3	1	2	1	1	3	1	1	2	1	2	2	2	2	1	1	1	1	2	1	1	1	2	2	1	2	2	2	2	2	2	1	1	1	2	3	1	2	1	1	2	2	4	2	2	2	1	1	1	1	1	1	2	1	1	2	2	2	1	2	2	1	1	2	2	4	3	1	2	3	1	2	3	2	2	2	1	2	1	1	2	1	1	2	3	2	1	3	6	2	4	1	3	4
4000	-616.357530588429768	-614.878331857848252	-1.479198730581482	0.000010233489477	0.000010711909863	1.046750464421076	0.533215672990781	0	4	5	7	6	9	9	8	9	10	10	13	11	12	12	14	13	15	13	14	15	15	14	15	16	17	18	16	17	18	18	19	18	17	20	18	21	20	22	23	22	24	26	28	28	28	29	30	31	31	32	30	31	32	32	33	33	34	34	35	34	34	35	35	35	34	33	34	36	38	39	37	37	36	38	37	37	38	38	36	38	40	39	38	38	40	39	40	37	40	42	43	42	44	45	0	1	1	3	3	8	3	5	8	8	8	10	8	8	9	12	9	13	13	14	15	16	17	17	13	20	21	17	24	21	26	21	17	21	30	17	29	21	35	35	35	35	39	42	42	38	42	46	45	45	47	47	44	46	48	51	53	46	52	56	57	54	54	54	45	50	53	56	50	74	60	64	80	59	64	68	65	65	77	67	74	81	74	42	74	81	75	81	58	54	78	87	90	90	91	1	2	2	1	1	1	2	1	1	1	1	2	1	1	2	1	2	2	1	1	2	1	1	1	3	2	2	2	1	1	1	2	2	1	1	2	2	3	2	2	1	2	3	2	2	3	2	1	1	2	2	1	1	3	2	1	1	2	2	1	1	1	2	1	3	2	1	1	4	1	3	1	1	1	2	2	1	2	1	2	1	2	1	7	1	1	1	2	2	5	2	4	1	3	2
4500	-569.826579956195133	-568.101212219937906	-1.725367736257192	0.000011620495989	0.000019251545408	1.656688787218536	0.670887157854548	1	3	4	5	5	7	8	9	10	10	11	12	10	10	13	14	12	14	15	14	14	15	14	15	16	17	17	16	18	18	18	20	18	18	18	20	22	20	21	23	23	24	25	26	28	29	30	30	31	32	32	29	31	33	34	34	34	35	33	35	33	33	35	34	35	32	34	36	35	37	37	36	38	36	38	36	37	38	39	37	37	39	40	40	40	41	40	40	41	42	42	43	44	44	44	0	1	2	2	3	5	3	6	6	6	14	10	8	6	9	10	9	13	18	8	15	16	17	17	18	20	21	17	24	21	26	21	28	21	27	33	29	35	35	38	39	35	39	39	38	35	52	45	39	45	48	44	46	53	61	51	53	50	47	46	53	53	46	46	48	47	62	56	50	74	60	64	80	52	64	56	65	69	77	67	74	81	82	69	81	82	75	82	84	64	78	87	90	90	84	1	2	1	1	1	1	2	1	2	2	1	1	1	2	2	2	1	2	1	3	1	1	1	1	1	2	2	2	1	2	1	3	1	2	1	1	2	1	2	2	1	3	2	2	2	5	1	1	3	2	1	2	1	1	1	1	2	2	2	3	2	1	3	2	2	1	1	2	2	1	1	2	1	3	2	1	1	2	1	2	1	2	1	2	2	1	1	1	1	6	2	1	1	2	2
